original_name,drug_name,dose,form
glucose 50% (otsuka) i.v. inf. 500 ml,glucose,50%,i.v. inf.
glucospot 5ml eye drop,glucospot,5ml,eye drop
glucotec 25 strip,glucotec,25mg,strip
glucotec 50 strip,glucotec,50mg,strip
glucovance 1000/5mg 30 f.c.tab.,glucovance,1000/5mg,tab.
glucovance 500/2.5mg 30 f.c.tab.,glucovance,500/2.5mg,tab.
glucovance 500/5mg 30 f.c.tab.,glucovance,500/5mg,tab.
glufast 10mg 10 tab.,glufast,10mg,tab.
glufast 5mg 10 tab.,glufast,5mg,tab.
gluohoriz 30 tabs,gluohoriz,0,tabs
gluokan 5/500mg 30 f.c.tab.,gluokan,5/500mg,tab.
glupizide 5 mg 30 tab,glupizide,5 mg,tab
glurenor 30mg 20 tab,glurenor,30mg,tab
glurenor 30mg 20 tab.,glurenor,30mg,tab.
glustacomb 15/500 mg 20 f.c.tab.,glustacomb,15/500 mg,tab.
glustacomb 15/850 mg 20 f.c.tab.,glustacomb,15/850 mg,tab.
glustazon 15mg 21 tab.,glustazon,15mg,tab.
glustazon 15mg 21tab,glustazon,15mg,tab
glustazon 15mg 7 tab.,glustazon,15mg,tab.
glustazon 30mg 21 tab,glustazon,30mg,tab
glustazon 30mg 21 tab.,glustazon,30mg,tab.
glustazon 30mg 7 tab,glustazon,30mg,tab
glustazon 45mg 21 tab,glustazon,45mg,tab
glustazon 45mg 21 tab.,glustazon,45mg,tab.
glustazon 45mg 7 tab,glustazon,45mg,tab
glustin 15mg 7 tab.,glustin,15mg,tab.
glustin 30mg 7 tab.,glustin,30mg,tab.
glutamic 500mg 10 tab.,glutamic,500mg,tab.
glutamic 500mg 30 tab.,glutamic,500mg,tab.
glutathione enhancer 16 caps.,glutathione enhancer,0,caps.
glutomarine 20 cap,glutomarine,0,cap
glutomarine 20 caps.,glutomarine,0,caps.
gluvildan 50 mg 10 tab.,gluvildan,50 mg,tab.
gly skin cream 50 gm,gly skin cream,50 gm,cream
glybformin 5/500 mg 10 tab,glybformin,5/500 mg,tab
glybformin 5/500 mg 30 tab,glybformin,5/500 mg,tab
glybformin 5/500mg 30 tab.,glybformin,5/500mg,tab.
glybofen 2.5/500mg 30 f.c.tabs.,glybofen,2.5/500mg,tabs.
glybofen 5/1000mg 30 f.c.tabs.,glybofen,5/1000mg,tabs.
glybofen 5/500mg 30 f.c.tabs.,glybofen,5/500mg,tabs.
glybofen 5/850mg 30 f.c. tab.,glybofen,5/850mg,tab.
glycerin (el-nile) infantile 6 supp.,glycerin,0,infantile supp.
glycerin adult 10 supp. (glaxo),glycerin,0,adult supp.
glycerin adult 5 supp. (pharco),glycerin,0,adult supp.
glycerin adult 6 supp. (el-nile),glycerin,0,adult supp.
glycerin bicarbonate ear drops,glycerin bicarbonate,0,ear drops
glycerin borax drops,glycerin borax,0,drops
glycerin ichthyol 5 vaginal pessaries (n/a),glycerin ichthyol,0,vaginal pessaries
glycerin ichthyol drops 20 ml,glycerin ichthyol,20 ml,drops
glycerin infantile 10 supp. (glaxo),glycerin,0,infantile supp.
