original_name,drug_name,dose,form
isordil- 5 mg- 50 tab,isordil,5 mg,tab
isorifa 150/300 mg 10 caps.,isorifa,150/300 mg,caps
isorifampin 10 caps.,isorifampin,0,caps
isoromyderm topical gel 30 gm,isoromyderm,30 gm,topical gel
isosal topical solution 60 ml,isosal,60 ml,topical solution
isosorbide 20mg 10 tab.,isosorbide,20mg,tab
isosorbide 40mg 10 tab.,isosorbide,40mg,tab
isostate 450mg 20 cap,isostate,450mg,cap
isostin ad 10/eff sachet,isostin ad,0,eff sachet
isostin child 10/eff sachet,isostin child,0,eff sachet
isosweet 200 sachets 0.5 gm,isosweet,0.5 gm,sachets
isosweet 200 sachets 1 gm,isosweet,1 gm,sachets
isosweet 25 sachets 0.5 gm,isosweet,0.5 gm,sachets
isosweet 250gm powder,isosweet,250gm,powder
isosweet 50 sachets 1 gm,isosweet,1 gm,sachets
isotan 100% inhalation solution,isotan,100%,inhalation solution
isotretinoin 10mg 10 soft gelatin caps.,isotretinoin,10mg,soft gelatin caps
isotretinoin 10mg 30 soft gelatin caps.,isotretinoin,10mg,soft gelatin caps
isotretinoin 20mg 10 soft gelatin caps.,isotretinoin,20mg,soft gelatin caps
isotretinoin 20mg 30 soft gelatin caps.,isotretinoin,20mg,soft gelatin caps
isotretoderm topical gel 30 gm,isotretoderm,30 gm,topical gel
isotrex 0.05% gel 30 gm,isotrex,0.05%,gel
isovale cream 50 ml,isovale,50 ml,cream
isoxan 1gm pd. for i.v inf.,isoxan,1gm,powder
isoxan 1gm pd. for i.v. inf. vial,isoxan,1gm,powder vial
isoxan 2 gm pd. for i.v. inf. vial,isoxan,2 gm,powder vial
isoxan 2 gm pd. for i.v.vial,isoxan,2 gm,powder vial
isuprel- 0.2 mg / 1ml- 25 amp,isuprel,0.2 mg / 1ml,amp
ita tron 21 iron 24 chew. tabs,ita tron 21 iron,0,chew tabs
italevr 14 sachets,italevr,0,sachets
item-n shampoo 60ml,item-n,60ml,shampoo
itoferrose 100mg/5ml 5 amp. for iv inj. or inf.,itoferrose,100mg/5ml,amp
itolavix 75 mg 30 f.c. tabs,itolavix,75 mg,tabs
itomash 50mg 30 tab.,itomash,50mg,tab
itopride 50mg 30 scored tab,itopride,50mg,scored tab
itorisperidone 2mg 30 f.c. tabs.,itorisperidone,2mg,tabs
itorisperidone 4 mg 30 f.c. tabs.,itorisperidone,4 mg,tabs
itotaxime 0.5 gm vial,itotaxime,0.5 gm,vial
itotaxime 1 gm vial,itotaxime,1 gm,vial
itracon 100mg 14 caps.,itracon,100mg,caps
itracon 100mg 4 caps.,itracon,100mg,caps
itrafungex 100mg 15 caps.,itrafungex,100mg,caps
itrafungex 100mg 4 caps.,itrafungex,100mg,caps
itrafungex 10mg/ml 100ml oral liquid,itrafungex,10mg/ml,oral liquid
itrafungex 10mg/ml oral liquid 150 ml,itrafungex,10mg/ml,oral liquid
itrafungizole 100mg 12 caps.,itrafungizole,100mg,caps
itranox 100mg 15 caps.,itranox,100mg,caps
itranox 100mg 5 caps.,itranox,100mg,caps
itrapex 100mg 15 caps.,itrapex,100mg,caps
itrapex 100mg 4 caps.,itrapex,100mg,caps
