original_name,drug_name,dose,form
domaco camomile drink 150 gm,domaco camomile,150 gm,drink
domaco herbal drink 150 gm,domaco herbal,150 gm,drink
domanti 20 cap,domanti,20mg,cap
domas 30 tabs,domas,30mg,tabs
domega 3 gm 15 sachets,domega,3 gm,sachets
domi-gest 10mg 6 sachets,domi-gest,10mg,sachets
dominto 24 tabs.,dominto,24mg,tabs
domperidone 10mg 20 tab.,domperidone,10mg,tab
domperidone 30mg 6 supp.,domperidone,30mg,supp
dompidone 10 mg 30 tab.,dompidone,10 mg,tab
dompidone 100mg/100ml oral susp. 100ml,dompidone,100mg/100ml,oral susp
dompidone 30mg 6 supp.,dompidone,30mg,supp
domy 30 tabs,domy,30mg,tabs
dona anti-dandruff shampoo,dona anti-dandruff,0,shampoo
donaferon 20 sachets,donaferon,20mg,sachets
donaferon plus 20 caps.,donaferon plus,20mg,caps
donaferon plus 30 caps.,donaferon plus,30mg,caps
donalase-s 20 tab.,donalase-s,20mg,tab
donarax 10 mg 30 orodispersible tabs.,donarax,10 mg,orodispersible tabs
donarose (govita) 60 gummies,donarose (govita),60mg,gummies
donazepine 14/10 mg 20 caps.,donazepine,14/10 mg,caps
donazepine 28/10 mg 20 caps.,donazepine,28/10 mg,caps
donazil 5 mg 30 f.c.tab.,donazil,5 mg,tab
done anti-wrinkle cream 50 gm,done anti-wrinkle,50 gm,cream
donepezil 10mg 14 f.c. tab.,donepezil,10mg,tab
donepezil 10mg 7 f.c.tabs,donepezil,10mg,tabs
donepezil 5mg 14 f.c. tab.,donepezil,5mg,tab
donepezil 5mg 7 f.c. tab.,donepezil,5mg,tab
donezil 5 mg 10 tab,donezil,5 mg,tab
donhimer 5mg 30 f.c. tab.,donhimer,5mg,tab
donifoxate 40 mg 30 f.c. tablets,donifoxate,40 mg,tablets
donifoxate 80 mg 30 f.c. tablets,donifoxate,80 mg,tablets
donipezil 10 mg 14 tab,donipezil,10 mg,tab
donipezil 10 mg 7 tab,donipezil,10 mg,tab
donipezil 5 mg 7 tab,donipezil,5 mg,tab
donormyl 15mg 20 tab,donormyl,15mg,tab
donperidone 30 mg supp,donperidone,30 mg,supp
doopy do lotion 100 ml,doopy do,100 ml,lotion
dooz 2400 spray,dooz,2400mg,spray
dooz forte 20 tab,dooz forte,20mg,tab
dooz forte 30 tab,dooz forte,30mg,tab
dopagon 2.5mg 20 tab.,dopagon,2.5mg,tab
dopamine fresenius 200mg/5ml 10amp. concentrate for i.v.inf.,dopamine fresenius,200mg/5ml,amp
dopamine hydrochloride 200mg/5ml amp. for i.v.inf.,dopamine hydrochloride,200mg/5ml,amp
dopaminect 0.5 mg 20 tabs.,dopaminect,0.5 mg,tabs
dopaminect 1 mg 20 tabs.,dopaminect,1 mg,tabs
doparoxen 0.125mg 10 tab.,doparoxen,0.125mg,tab
doparoxen 0.25mg 10 tab.,doparoxen,0.25mg,tab
dopasunny 40mg/ml 50 amp. i.v. inf. 5 ml,dopasunny,40mg/ml,amp
dopergin 0.2mg 20 scored tab.(n/a),dopergin,0.2mg,tab
