original_name,drug_name,dose,form
postadoxine 20 tab.,postadoxine,0,tablet
posthelios melt-in gel 200 ml,posthelios melt-in,200 ml,gel
postine syrup 120ml,postine,120ml,syrup
postine-s syrup 120ml,postine-s,120ml,syrup
postinor-2 0.75mg 4 tab.,postinor-2,0.75mg,tablet
postpeal 50 gm cream,postpeal,50 gm,cream
potafen 25 mg 20 f.c. tabs.,potafen,25 mg,tablets
potafen 50 mg 20 f.c. tabs.,potafen,50 mg,tablets
potafen 75mg/3ml 3 amp.,potafen,75mg/3ml,ampoule
potaflam 75mg/3ml 3 amps.,potaflam,75mg/3ml,ampoules
potasave 100 mg 20 tab,potasave,100 mg,tablet
potasave 25 mg 20 tab.,potasave,25 mg,tablet
potaspirono 100mg 20 tab.,potaspirono,100mg,tablet
potaspirono 25 mg 20 tab.,potaspirono,25 mg,tablet
potassium chloride 0.2% & dextrose 5% (el nasr) i.v. inf. 500 ml,potassium chloride & dextrose (el nasr),0.2% & 5% & 500 ml,IV infusion
potassium chloride 0.2% & dextrose 5% (el nasr) i.v. inf. 500 ml (rubber cap),potassium chloride & dextrose (el nasr),0.2% & 5% & 500 ml,IV infusion
potassium chloride 0.2% & dextrose 5% (otsuka ateco) i.v. inf. 500 ml,potassium chloride & dextrose (otsuka ateco),0.2% & 5% & 500 ml,IV infusion
potassium chloride 0.2% & dextrose 5% (otsuka ateco) i.v. inf. 500 ml (rubber cap),potassium chloride & dextrose (otsuka ateco),0.2% & 5% & 500 ml,IV infusion
potassium chloride 0.2% & dextrose 5% (rub. cap) i.v.infusion,potassium chloride & dextrose,0.2% & 5%,IV infusion
potassium chloride 0.3% & glucose 5% (fipco) i.v. inf. 500 ml,potassium chloride & glucose (fipco),0.3% & 5% & 500 ml,IV infusion
potassium chloride 0.3% & glucose 5% (fipco) i.v. inf. 500 ml (rubber cap),potassium chloride & glucose (fipco),0.3% & 5% & 500 ml,IV infusion
potassium chloride 0.3% & sodium chloride 0.9% (el nasr) i.v. inf. 500 ml,potassium chloride & sodium chloride (el nasr),0.3% & 0.9% & 500 ml,IV infusion
potassium chloride 1.5% (otsuka) i.v. amp. 25 ml,potassium chloride (otsuka),1.5% & 25 ml,IV ampoule
potassium chloride 15% (mottahedoon) i.v. amp. 5 ml,potassium chloride (mottahedoon),15% & 5 ml,IV ampoule
potassium chloride 15% (otsuka) i.v. amp. 5 ml,potassium chloride (otsuka),15% & 5 ml,IV ampoule
potassium chloride 15% 10ml conc.inf. 100 amp.,potassium chloride,15% & 10ml,concentrated infusion
potassium chloride 15% 50 amp. e.p.2005,potassium chloride,15%,ampoule
potassium chloride 15% i.v. amp.u.s.p 27,potassium chloride,15%,IV ampoule
potassium chloride 3% (otsuka) i.v. amp. 25 ml,potassium chloride (otsuka),3% & 25 ml,IV ampoule
potassium chloride conc. 15% amp. for i.v inf.,potassium chloride conc.,15%,ampoule
potassium m 3.3gm/100ml syrup 120ml,potassium m,3.3gm/100ml & 120ml,syrup
potenzym 20 tablets,potenzym,0,tablets
povidone 1% mouth wash,povidone,1%,mouth wash
povidone iodine 10% sol. 200 ml,povidone iodine,10% & 200 ml,solution
povidone skin cleanser 7.5% topical soln. 4 l,povidone skin cleanser,7.5% & 4 l,topical solution
povidone skin cleanser 7.5% topical solution,povidone skin cleanser,7.5%,topical solution
povidone-iodine 1% mouth wash and gargle,povidone-iodine,1%,mouth wash and gargle
povidone-iodine 10% oint. 20 gm,povidone-iodine,10% & 20 gm,ointment
povidone-iodine 10% sol. 120 ml,povidone-iodine,10% & 120 ml,solution
povidone-iodine 10% sol. 200 ml,povidone-iodine,10% & 200 ml,solution
povidone-iodine 10% sol. 4 l.,povidone-iodine,10% & 4 l.,solution
povidone-iodine 10% sol. 60 ml,povidone-iodine,10% & 60 ml,solution
povidone-iodine 200mg 14 vaginal supp.,povidone-iodine,200mg,vaginal suppository
povidone-iodine 7.5% sol. 4 l.,povidone-iodine,7.5% & 4 l.,solution
powcold suspension 100 ml,powcold,100 ml,suspension
power act 10 sachets 15 gm,power act,15 gm,sachets
power b complex i.m./i.v. 6 amp,power b complex,0,ampoule
power cold & flu 20 tab.,power cold & flu,0,tablet
power freeze spray100ml,power freeze,100ml,spray
powercaps 20 caps.,powercaps,0,capsules
