original_name,drug_name,dose,form
topi-gent delicate cleansing foam 150 ml,topi-gent delicate cleansing,150 ml,foam
topi-gent sebum cleansing foam 150 ml,topi-gent sebum cleansing,150 ml,foam
topica cream 25 gm,topica,25 g,cream
topicort 0.1% cream 20 gm,topicort,20 g,cream
topicrem ac active care cream 40 ml,topicrem ac active care,40 ml,cream
topicrem ac compensating moisturizing cream 40 ml,topicrem ac compensating moisturizing,40 ml,cream
topicrem ac purifying cleansing gel 200 ml,topicrem ac purifying cleansing,200 ml,gel
topicrem ad emollient balm for face & body 200 ml,topicrem ad emollient balm,200 ml,balm
topicrem ad ultra-rich cleansing gel 500 ml,topicrem ad ultra-rich cleansing,500 ml,gel
topicrem cica soothing cream 40 ml,topicrem cica soothing,40 ml,cream
topicrem comforting cleansing milk for face & eyes 200 ml,topicrem comforting cleansing milk,200 ml,milk
topicrem corrective day cream spf 20 - 40ml,topicrem corrective day,40 ml,cream
topicrem corrective night cream 40ml,topicrem corrective night,40 ml,cream
topicrem gentle cleansing gel for face body & hair 200 ml,topicrem gentle cleansing,200 ml,gel
topicrem gentle cleansing water 200 ml,topicrem gentle cleansing,200 ml,water
topicrem gentle cleansing water 500 ml (n/a),topicrem gentle cleansing,500 ml,water
topicrem sos nutritive cream 40 ml,topicrem sos nutritive,40 ml,cream
topicrem sos repair body cream 200 ml,topicrem sos repair body,200 ml,cream
topicrem sos repair foot cream 75 ml,topicrem sos repair foot,75 ml,cream
topicrem ultra-moisturizing body milk 200 ml,topicrem ultra-moisturizing body,200 ml,milk
topicrem ultra-moisturizing face & body cream spf 50+ 75 ml,topicrem ultra-moisturizing face & body,75 ml,cream
topicrem ultra-moisturizing face cream light 75 ml,topicrem ultra-moisturizing face light,75 ml,cream
topicrem ultra-moisturizing face cream rich 75 ml,topicrem ultra-moisturizing face rich,75 ml,cream
topicrem ultra-moisturizing hand cream 75 ml,topicrem ultra-moisturizing hand,75 ml,cream
topicrem ultra-moisturizing lip balm 4.7 gm,topicrem ultra-moisturizing lip,4.7 g,balm
topicrem ur-10 anti-roughness smoothing cream 200 ml,topicrem ur-10 anti-roughness smoothing,200 ml,cream
topifram age spot formula ( fade 75gram cream ),topifram age spot formula,75 g,cream
topifuran 30g oint,topifuran,30 g,oint
topilept 100mg 30 f.c.tab.,topilept,100 mg,tab
topilept 25 mg 30 f.c.tab.,topilept,25 mg,tab
topinoid 0.05% top. gel 15 gm,topinoid,15 g,gel
topiramate 100mg 10 scored f.c. tab.,topiramate,100 mg,tab
topiramate 200 mg 10 f.c. tab.,topiramate,200 mg,tab
topiramate 25mg 30 f.c. tab,topiramate,25 mg,tab
topisonide 0.05% topical cream 20 gm,topisonide,20 g,cream
toplexil 125ml syrup,toplexil,125 ml,syrup
toplexil syrup 125ml(n/a),toplexil,125 ml,syrup
topmode 50mg 30 caps.,topmode,50 mg,caps
topmode forte 200mg 10 tab.,topmode forte,200 mg,tab
topnotch 25mg 10 f.c. tabs.,topnotch,25 mg,tab
topoprazan 20 mg 14 f.c.tabs.,topoprazan,20 mg,tab
topoprazan 20 mg 30 f.c.tabs.,topoprazan,20 mg,tab
topotel 1mg/ml 2.5mg vial,topotel,2.5 mg,vial
topotel 1mg/ml 4mg vial,topotel,4 mg,vial
toprano 4mg 20 f.c.tab.,toprano,4 mg,tab
toprano 8mg 20 f.c.tab.,toprano,8 mg,tab
toprano cream 60 gm,toprano,60 g,cream
topro 10 sachets,topro,0,sachets
topsym 0.05% 10 gm oint,topsym,10 g,oint
topzila spray 120 ml,topzila,120 ml,spray
