original_name,drug_name,dose,form
rampitensive 10mg 10 tab.,rampitensive,10mg,tab.
rampitensive 2.5mg 10 tab.,rampitensive,2.5mg,tab.
rampitensive 5mg 10 tab.,rampitensive,5mg,tab.
ramsoom 600 mg 10 f.c. tab.,ramsoom,600 mg,tab.
rancif 200 mg/100 ml vial,rancif,200 mg/100 ml,vial
rancif 250mg 10 f.c.tab.,rancif,250mg,tab.
rancif 500mg 10 f.c.tab.,rancif,500mg,tab.
rancycal 30tablet,rancycal,30 mg,tablet
rancycal syrup,rancycal,0,syrup
rancyfer 30 capsule,rancyfer,30 mg,capsule
rancyvit syrup,rancyvit,0,syrup
randapalene 0.1% gel 30 gm,randapalene,0.1%,gel
randil 10mg 30 tab.,randil,10mg,tab.
randil 20mg 30 tab,randil,20mg,tab
rando cream 30 gm,rando,0,cream
randolanex 0.5mg 20 sachets,randolanex,0.5mg,sachets
randu 10 pills,randu,10 mg,pills
randu 30 pills,randu,30 mg,pills
ranexa 375 mg 60 prolonged r.tabs.,ranexa,375 mg,prolonged r.tabs.
ranexa 500 mg 60 prolonged r.tabs.,ranexa,500 mg,prolonged r.tabs.
ranexa 750 mg 60 prolonged r.tabs.,ranexa,750 mg,prolonged r.tabs.
range cal 24 chew. tabs,range cal,24 mg,chew. tabs
rangier 20 chew. tabs.,rangier,20 mg,chew. tabs.
rangonal 20 film coated tablets,rangonal,20 mg,film coated tablets
rani-f 20mg 6 sachets,rani-f,20mg,sachets
ranura 10 sachets,ranura,10 mg,sachets
ranxapin 10 mg 10 tabs.,ranxapin,10 mg,tabs.
ranxapin 10 mg 21 tabs.,ranxapin,10 mg,tabs.
ranxapin 10 mg 7 tabs.,ranxapin,10 mg,tabs.
ranxapin 5mg 14 tabs,ranxapin,5mg,tabs
ranxapin 5mg 21 tabs,ranxapin,5mg,tabs
rapamune 1 mg 30 sugar coated tab.,rapamune,1 mg,sugar coated tab.
rapgado massage gel 100 gm,rapgado,0,massage gel
rapi-cool massage cream 50 gm,rapi-cool,0,massage cream
rapicaine 2% with epinephrine 1:100 000 cartirdge,rapicaine,2% with epinephrine 1:100 000,cartirdge
rapid massage cream 50 gm,rapid,0,massage cream
rapidinix 50 mg 10 sachets,rapidinix,50 mg,sachets
rapido 120mg 10 caps.,rapido,120mg,caps.
rapido 180mg 10 caps.,rapido,180mg,caps.
rapido slim 30 caps .,rapido slim,30 mg,caps.
rapidoverd 10 mg 4 oral disintegrating tabs.,rapidoverd,10 mg,oral disintegrating tabs.
rapidoverd 10 mg 8 oral disintegrating tabs.,rapidoverd,10 mg,oral disintegrating tabs.
rapidrex vag.douche 120 ml,rapidrex,0,vag.douche
rapidus 50mg 20 f.c. tabs.,rapidus,50mg,tabs.
rapifen 200mg 10 soft gelatin caps,rapifen,200mg,soft gelatin caps
rapiflam 25mg 10 enteric coated tab.,rapiflam,25mg,enteric coated tab.
rapiflam 50mg 10 enteric coated tab.,rapiflam,50mg,enteric coated tab.
rapilastin 0.05% eye drops 5 ml,rapilastin,0.05%,eye drops
rapizapine 30 mg 10 tab.,rapizapine,30 mg,tab.
rarino 7 sachets,rarino,7 mg,sachets
