original_name,drug_name,dose,form
vomistop 10 soft gelatin caps.,vomistop,0,soft gelatin caps
vomuti sachets,vomuti,0,sachets
vonabe 20 pieces,vonabe,0,pieces
vonacidan 10 mg 20 f.c.tabs.,vonacidan,10mg,tabs
vonacidan 20 mg 20 f.c.tabs.,vonacidan,20mg,tabs
vonalei bacterial vaginosis cream 30 gm,vonalei bacterial vaginosis,30gm,cream
vonalei candidiasis cream 30 gm,vonalei candidiasis,30gm,cream
vonalei intimate cleansing foam 40 ml,vonalei intimate cleansing,40ml,foam
vonalei vaginal atrophy cream 30 gm,vonalei vaginal atrophy,30gm,cream
vonaspire 10mg 14 f.c. tab,vonaspire,10mg,tab
vonaspire 20mg 14 f.c. tab,vonaspire,20mg,tab
vondalous 10 mg 20 f.c. tabs.,vondalous,10mg,tabs
vondalous 20mg 20 f.c. tab,vondalous,20mg,tab
vonopep 20 mg 20 f.c. tabs.,vonopep,20mg,tabs
vonopramer 10mg 30 tabs,vonopramer,10mg,tabs
vonopramer 20mg 30 tabs,vonopramer,20mg,tabs
vonopravin 10 mg 28 f.c. tab,vonopravin,10mg,tab
vonopravin 20m 28 f.c. tab,vonopravin,20mg,tab
vonseca 10 mg 14 tabs.,vonseca,10mg,tabs
vonseca 10 mg 20 tabs.,vonseca,10mg,tabs
vonseca 20 mg 20 tabs.,vonseca,20mg,tabs
vonseca 20mg 14 tab,vonseca,20mg,tab
vonteroid 80mg 7 f.c. tab.,vonteroid,80mg,tab
voquezna14 tabs,voquezna,0,tabs
vorek cream 50 gm,vorek,50gm,cream
vorfo 30 tabs,vorfo,0,tabs
voricofungal 200 mg 10 f.c.tabs.(n/a yet),voricofungal,200mg,tabs
voriconazole-accord 200mg 28 f.c. tabs.,voriconazole-accord,200mg,tabs
vorifend 50mg 10 f.c. tabs.,vorifend,50mg,tabs
vorifungin 200 mg vial(n/a yet),vorifungin,200mg,vial
vorigrand 40mg oral susp. 75 ml,vorigrand,40mg,oral susp
vorox 10 sachets,vorox,0,sachets
vortiocyrl 10 mg 14 f.c. tabs.,vortiocyrl,10mg,tabs
vortiocyrl 15 mg 14 f.c. tabs.,vortiocyrl,15mg,tabs
vortiocyrl 20 mg 14 f.c. tabs.,vortiocyrl,20mg,tabs
vortiocyrl 5 mg 14 f.c. tabs.,vortiocyrl,5mg,tabs
vosevi 400/100/100mg 28 f.c. tabs,vosevi,400/100/100mg,tabs
vota gel 15 gm,vota,15gm,gel
votriaxone 1 gm i.m vial,votriaxone,1gm,i.m vial
votriaxone 500 mg i.m vial,votriaxone,500mg,i.m vial
votrient 200 mg 30 f.c. tab.,votrient,200mg,tab
votrient 400mg 30 f.c. tab.,votrient,400mg,tab
voxazoldin 2mg/ml iv inf. vial 100 ml,voxazoldin,2mg/ml,iv inf. vial
voxazoldin 2mg/ml iv inf. vial 300 ml,voxazoldin,2mg/ml,iv inf. vial
voxazoldin 2mg/ml vial. for i.v. inf.,voxazoldin,2mg/ml,vial for i.v. inf.
voxazoldin 600 mg 10 f.c. tablets,voxazoldin,600mg,tablets
vronogabic 150mg 20 caps.,vronogabic,150mg,caps
vronogabic 75mg 20 caps.,vronogabic,75mg,caps
vsiqq 120mg/ml intravitreal vial 0.23 ml,vsiqq,120mg/ml,intravitreal vial
vucefetax 1 gm i.m./i.v. vial,vucefetax,1gm,i.m./i.v. vial
