original_name,drug_name,dose,form
elderberry (govita) 60 gummies,elderberry (govita),0,gummies
eldopaque 2% sunblock cream 14.18 gm,eldopaque,0,sunblock cream
eldopaque forte 4 % sunblock cream 14.18 gm,eldopaque forte,0,sunblock cream
eldopaque forte 4 % sunblock cream 28.4 gm,eldopaque forte,0,sunblock cream
eldoquine 2 % cream 14.18 gm (n/a,eldoquine,0,cream
eldoquine forte 4 % cream 14.18 gm (n/a,eldoquine forte,0,cream
eldoquine forte 4 % cream 28.4 gm,eldoquine forte,0,cream
elecortin 0.1% cream 15 gm,elecortin,0,cream
elecortin plus cream 15 gm,elecortin plus,0,cream
electro mash 200 ml syp,electro mash,0,syp
elega facial cleanser 150 ml,elega facial cleanser,0,cleanser
elega skin lotion 120 ml,elega skin lotion,0,lotion
elega whitening cream 60 gm,elega whitening cream,0,cream
elenatech 100ml syrup,elenatech,0,syrup
eletrikan 40 mg 3 f.c. tab.,eletrikan,40 mg,tab
elevamood 20 mg 14 caps,elevamood,20 mg,caps
elevamood 20 mg 28 caps,elevamood,20 mg,caps
eleve cream 50 gm,eleve,0,cream
eleventa body massage spray,eleventa,0,spray
eleventa intima feminine washable gel,eleventa intima,0,gel
elevess syringe,elevess,0,syringe
elevit breastfeeding 30 caps.,elevit breastfeeding,0,caps
elevit pregnancy 30 caps.,elevit pregnancy,0,caps
elevit pronatal 30 f.c. tabs.,elevit pronatal,0,tabs
eliandrorica 150 mg 1 f.c. tabs.,eliandrorica,150 mg,tabs
eliazithrox 1% ophth. soln. 2.5 ml,eliazithrox,0,ophth. soln.
elibutacand 100 mg 3 vag. ovules,elibutacand,100 mg,vag. ovules
elica-m cream 15 gram,elica-m,0,cream
elica-m cream 30 gram,elica-m,0,cream
elicasal topical oint. 15gm,elicasal,0,topical oint.
elicasal topical oint. 30 gm,elicasal,0,topical oint.
eliclear gel 50 gm,eliclear,0,gel
elidel 1% cream 15 gm,elidel,0,cream
elidel 1% cream 30 gm,elidel,0,cream
eligard 45mg 6-months depot pd. for sc inj.,eligard,45mg,depot pd. sc inj.
eligo shampoo,eligo,0,shampoo
eligodosin 8 mg 30 caps.,eligodosin,8 mg,caps
elimbosis 2.5 mg 10 f.c. tabs.,elimbosis,2.5 mg,tabs
elimbosis 2.5 mg 30 f.c. tabs.,elimbosis,2.5 mg,tabs
elimbosis 5 mg 10 f.c. tabs.,elimbosis,5 mg,tabs
elimbosis 5 mg 30 f.c. tabs,elimbosis,5 mg,tabs
elimolivan 10/160mg 14 f.c. tabs.,elimolivan,10/160mg,tabs
elimolivan 10/160mg 28 f.c. tabs.,elimolivan,10/160mg,tabs
elimolivan 5/160mg 10 f.c. tabs.,elimolivan,5/160mg,tabs
elimolivan 5/160mg 28 f.c. tabs.,elimolivan,5/160mg,tabs
eliocuban 0.5% eye drops 5 ml,eliocuban,0,eye drops
eliproxaban 10 mg 10 f.c. tab.,eliproxaban,10 mg,tab
eliproxaban 10 mg 20 f.c. tab.,eliproxaban,10 mg,tab
eliquis 2.5 mg 20 f.c. tabs.,eliquis,2.5 mg,tabs
eliquis 5mg 20 f.c. tabs.,eliquis,5mg,tabs
