original_name,drug_name,dose,form
prednisolone 20mg 20 orodispersible tabs.,prednisolone,20mg,orodispersible tabs
prednisolone 5mg 20 tab.,prednisolone,5mg,tab
prednisolone-evapharma 5mg 30 o.d. tabs,prednisolone-evapharma,5mg,o.d. tabs
predsol 5mg/5ml syrup 50ml,predsol,5mg/5ml,syrup
predsol forte 15mg/5ml syrup 60ml,predsol forte,15mg/5ml,syrup
prefortex 30 tabs,prefortex,0,tabs
prefrin liquifilm eye drops 15 ml,prefrin liquifilm,0,eye drops
pregaba 100mg 30 cap.,pregaba,100mg,cap
pregaba 50mg 30 cap.,pregaba,50mg,cap
pregabedium 100 mg 20 h.g. caps.,pregabedium,100 mg,h.g. caps
pregabedium 150 mg 20 h.g. caps.,pregabedium,150 mg,h.g. caps
pregabedium 50 mg 20 h.g. caps.,pregabedium,50 mg,h.g. caps
pregabedium 75 mg 20 h.g. caps.,pregabedium,75 mg,h.g. caps
pregadurff 150 mg 20 caps.,pregadurff,150 mg,caps
pregadurff 75 mg 20 caps.,pregadurff,75 mg,caps
pregatrend 100mg 20 caps.,pregatrend,100mg,caps
pregatrend 50mg 30 caps.,pregatrend,50mg,caps
pregavalex 150mg 10 caps.,pregavalex,150mg,caps
pregavalex 25 mg 30 caps.,pregavalex,25 mg,caps
pregavalex 300mg 20 caps.,pregavalex,300mg,caps
pregavalex 50mg 30 caps.,pregavalex,50mg,caps
pregavalex 75 mg 30 caps.,pregavalex,75 mg,caps
pregdin-apex 100mg 20 caps.,pregdin-apex,100mg,caps
pregdin-apex 300mg 20 caps.,pregdin-apex,300mg,caps
pregdin-apex 50mg 20 caps.,pregdin-apex,50mg,caps
pregesican 75 mg 20 caps.,pregesican,75 mg,caps
pregna model t cu 380a iud,pregna model t cu 380a,0,iud
pregnacare 30 f.c. tabs.,pregnacare,0,tabs
pregnacare stretch cream 100 ml,pregnacare stretch,0,cream
pregnamar plus 60 caps,pregnamar plus,0,caps
pregnavix 30 f.c.tabs.,pregnavix,0,tabs
pregnawell 30 caps.,pregnawell,0,caps
pregorax 10 sachets,pregorax,0,sachets
pregtility 60 caps,pregtility,0,caps
pregvit-zinc 24 caps.,pregvit-zinc,0,caps
premarin vaginal cream 14 gm (illegal import),premarin,0,vaginal cream
premavid 30 f.c.tabs.,premavid,0,tabs
premetto secret hair amp. 5 * 6 ml,premetto secret hair,0,amp.
premier collagen+vit c 10 sachets,premier collagen+vit c,0,sachets
premier lactoferrin+vitamin c 14 sachets,premier lactoferrin+vitamin c,0,sachets
premier omega 3 14 sachets,premier omega 3,0,sachets
premix hair cream 150 gm,premix hair,0,cream
prenatal vitamins 100 caplets (illegal import),prenatal vitamins,0,caplets
prenatale cream 150 ml,prenatale,0,cream
prenatale oil 100 ml,prenatale,0,oil
prenervanex 150 mg 20 caps.,prenervanex,150 mg,caps
prenervanex 75 mg 20 caps.,prenervanex,75 mg,caps
preno 10 sachets,preno,0,sachets
preparation g.t.n cream 30 gm (twin pack),preparation g.t.n,0,cream
prepawest 2 dual sachets (powder for oral sol.),prepawest,0,dual sachets powder for oral sol.
