original_name,drug_name,dose,form
haemodialysis concentrate formula 1013 6l p. inf,haemodialysis concentrate formula 1013,6l,0
haemodialysis concentrate soln. formula 1046 20 l,haemodialysis concentrate formula 1046,20 l,soln.
haemodialysis concentrate soln. formula 1047 20 l,haemodialysis concentrate formula 1047,20 l,soln.
haemodialysis concentrate solution (20 litre) (1:35) (formula 1012),haemodialysis concentrate (1:35) (formula 1012),20 litre,solution
haemodialysis concentrate solution (20litre) (1:35) (formula 1014,haemodialysis concentrate (1:35) (formula 1014),20litre,solution
haemodialysis concentrate solution (20litre) (1:35) (formula 1014),haemodialysis concentrate (1:35) (formula 1014),20litre,solution
haemodialysis concentrate solution (6 litre) (1:35) (formula 1012,haemodialysis concentrate (1:35) (formula 1012),6 litre,solution
haemodialysis concentrate solution (6 litre) (1:35) (formula 1012),haemodialysis concentrate (1:35) (formula 1012),6 litre,solution
haemodialysis concentrate solution (6litre) (1:35) (formula 1014,haemodialysis concentrate (1:35) (formula 1014),6litre,solution
haemodialysis concentrate solution (6litre) (1:35) (formula 1014),haemodialysis concentrate (1:35) (formula 1014),6litre,solution
haemodialysis concentrate solution (bicarbonate) (formula 1047),haemodialysis concentrate (bicarbonate) (formula 1047),0,solution
haemodialysis concentrate solution (bicarbonate) (formula 1048,haemodialysis concentrate (bicarbonate) (formula 1048),0,solution
haemodialysis concentrate solution (bicarbonate) (formula 1048),haemodialysis concentrate (bicarbonate) (formula 1048),0,solution
haemodialysis concentrate solution 35x formulation 4,haemodialysis concentrate 35x formulation 4,0,solution
haemodialysis concentrated solution (20litre) formula hdi 901,haemodialysis concentrated formula hdi 901,20litre,solution
haemodialysis concentrated solution (20litre) formula hdi 902,haemodialysis concentrated formula hdi 902,20litre,solution
haemodialysis concentrated solution (20litre) formula hdi 903,haemodialysis concentrated formula hdi 903,20litre,solution
haemodialysis concentrated solution (5litre) formula hdi 902,haemodialysis concentrated formula hdi 902,5litre,solution
haemodialysis concentrated solution (5litre) formula hdi 903,haemodialysis concentrated formula hdi 903,5litre,solution
haemodialysis concentrated solution (6litre) formula hdi 901,haemodialysis concentrated formula hdi 901,6litre,solution
haemodialysis concentrated solution (bicarbonate formula) (component a),haemodialysis concentrated (bicarbonate formula) (component a),0,solution
haemodialysis concentrated solution (bicarbonate formula) (component b),haemodialysis concentrated (bicarbonate formula) (component b),0,solution
haemodialysis concentrated solution (liquid acetate concentration),haemodialysis concentrated (liquid acetate concentration),0,solution
haemodialysis solution formula 1 (1:34),haemodialysis formula 1 (1:34),0,solution
haemofarin 1mg 100 tab.,haemofarin,1mg,tab.
haemofarin 2mg 100 tab.,haemofarin,2mg,tab.
haemofarin 3mg 100 tab.,haemofarin,3mg,tab.
haemofarin 5mg 100 tab.,haemofarin,5mg,tab.
haemoglob 20 caps.,haemoglob,0,caps.
haemoglob 30 caps.,haemoglob,0,caps.
haemoglob syrup 100 ml,haemoglob,100 ml,syrup
haemojet 100mg 36 soft gelatin caps,haemojet,100mg,soft gelatin caps
haemojet 100mg/2ml 6 amps.,haemojet,100mg/2ml,amps.
haemojet 50mg/5ml syrup 100ml,haemojet,50mg/5ml,syrup
haemokion 10mg 20 chewable tab.,haemokion,10mg,chewable tab.
haemokion 10mg/ml 3 amp.,haemokion,10mg/ml,amp.
haemoneer 30 capsule,haemoneer,0,capsule
haemopower 100mg 30 chew. tabs.,haemopower,100mg,chew. tabs.
haemopower 100mg/2ml 5 amp. for i.m inj,haemopower,100mg/2ml,amp.
haemopower 50mg/5ml oral syrup 100 ml,haemopower,50mg/5ml,oral syrup
haemopower 50mg/ml oral drops 30 ml,haemopower,50mg/ml,oral drops
haemopower-f 30 chew. tabs.,haemopower-f,0,chew. tabs.
haemostat 250mg 20 tab.,haemostat,250mg,tab.
haemostatine 250mg 30 tab.,haemostatine,250mg,tab.
haemostatine 500mg 30 tab,haemostatine,500mg,tab
haemostop 250mg 20 tab.,haemostop,250mg,tab.
haemostop 250mg/2ml 3 amp.,haemostop,250mg/2ml,amp.
haemostop 500mg 20 f.c. tab.,haemostop,500mg,tab.
haemoton 28 soft gelatin caps.,haemoton,0,soft gelatin caps.
haemotron 14 tab,haemotron,0,tab
