original_name,drug_name,dose,form
remerovit 100ml syrup,remerovit,100ml,syrup
remfero 30 capsule,remfero,0,capsule
remicade 100 mg pd. vial for i.v. inf. 10 ml,remicade,100 mg,vial
remigoline 0.5mg 2 tab.,remigoline,0.5mg,tab
remikabiotec 500mg/2ml vial,remikabiotec,500mg/2ml,vial
reminyl 4mg/ml oral solution 100 ml,reminyl,4mg/ml,oral solution
reminyl 8mg 7 prolon. rel. caps.,reminyl,8mg,prolon rel caps
reminyl16mg 7 prolon. rel. caps.,reminyl,16mg,prolon rel caps
remo advanced cream 50 gm,remo advanced,50 gm,cream
remo cream 75 ml,remo,75 ml,cream
remo moisturizing cream 120 ml,remo moisturizing,120 ml,cream
remontada 30 capsules,remontada,0,capsules
remowax 5 % ear drops. 15 ml,remowax,5 %,ear drops
remtozar 100mg 10 f.c.tab.,remtozar,100mg,f.c.tab
remtozar-d 25/100mg 10 f.c.tab.,remtozar-d,25/100mg,f.c.tab
remu care plus (rayen) gel 120 gm,remu care plus,120 gm,gel
renad cream 50 gm,renad,50 gm,cream
renagel 800 mg 180 f.c.tabs.,renagel,800 mg,f.c.tabs
renal s-n 12 sachet,renal s-n,0,sachet
renal-s 12 sachet,renal-s,0,sachet
renastart powder 400 gm (hospitals),renastart,400 gm,powder
renavelamer 800mg 30 f.c.tabs.,renavelamer,800mg,f.c.tabs
rencoiron 25 mg 30 tabs,rencoiron,25 mg,tabs
rendose 667 mg 10 caps.,rendose,667 mg,caps
reniclair nasal spray 15 ml,reniclair,15 ml,nasal spray
renitec 20mg 28 tab.,renitec,20mg,tab
renitec 5mg 28 tab.,renitec,5mg,tab
rennie 24 chew. tab.,rennie,0,chew tab
rennie 96 chew. tab.,rennie,0,chew tab
reno gel 60 gm,reno,60 gm,gel
renoderm cream 30 gm,renoderm,30 gm,cream
renofolium 30 tab,renofolium,0,tab
renohair serum 120ml,renohair,120ml,serum
renokin facial wash 200 ml,renokin,200 ml,facial wash
renoscar gel 30 gm,renoscar,30 gm,gel
renosta cream 50 gm,renosta,50 gm,cream
renostrite powder for oral/rectal use 500 gm,renostrite,500 gm,powder
renovada gel 60 gm,renovada,60 gm,gel
renovo d3 tab,renovo d3,0,tab
renoxacare 100 tablets,renoxacare,0,tablets
rentava vaginal douch 200ml,rentava,200ml,vaginal douch
rentensar 150 mg 20 scored tabs.,rentensar,150 mg,scored tabs
renu multiplus solution 120 ml,renu multiplus,120 ml,solution
renu multiplus solution 240 ml,renu multiplus,240 ml,solution
renu multiplus solution 360 ml,renu multiplus,360 ml,solution
renu multiplus solution 60 ml,renu multiplus,60 ml,solution
repacell cream 30 ml,repacell,30 ml,cream
repaglid 0.5mg 20 tab.,repaglid,0.5mg,tab
repaglid 1 mg 20 tab.,repaglid,1 mg,tab
repaglid 2mg 10 tab.,repaglid,2mg,tab
