original_name,drug_name,dose,form
lornox 8 mg 30 f.c. tabs.,lornox,8 mg,tablets
lornoxicam 4mg 20 f.c.tab,lornoxicam,4mg,tablet
lornoxicam 8mg 20 f.c.tab,lornoxicam,8mg,tablet
lornoxicam 8mg/2ml vial for i.m./i.v. inj.,lornoxicam,8mg/2ml,vial for injection
lorraine 10 sachets,lorraine,Null,sachets
lorvinomega 1000mg 20caps,lorvinomega,1000mg,capsules
lorviomega 1000mg 20caps,lorviomega,1000mg,capsules
losapott 50 mg 14 f.c. tab.,losapott,50 mg,tablet
losar 50mg 28 f.c. tab.,losar,50mg,tablet
losar plus 8 f.c. tab,losar plus,Null,tablet
losarmepha-50mg 14 f.c. tabs.,losarmepha,50mg,tablets
losarmepha-plus 7 tabs.,losarmepha-plus,Null,tablets
losartan 100mg 14 scored f.c.tab.,losartan,100mg,tablet
losartan 50mg 14 tab.,losartan,50mg,tablet
losartan bluepharma 100mg 10 scored f.c.tab,losartan bluepharma,100mg,tablet
losartan-amriya 50mg 10 tab.,losartan-amriya,50mg,tablet
losartan-comp 50/12.5mg 14 tab.,losartan-comp,50/12.5mg,tablet
losazide 100/25mg 10 f.c. tabs.,losazide,100/25mg,tablets
losazide 50/12.5mg 10 f.c.tabs.,losazide,50/12.5mg,tablets
losazide 50/12.5mg 30 f.c.tab.,losazide,50/12.5mg,tablet
loschizo 5 mg 20 sublingual tabs.,loschizo,5 mg,sublingual tablets
losec 20mg 7 caps.,losec,20mg,capsules
losec 40mg/ml vial,losec,40mg/ml,vial
losec mups 10 mg 7 gastro-resistant tabs,losec mups,10 mg,gastro-resistant tablets
losiprost 0.4 mg 30 cap.,losiprost,0.4 mg,capsule
lostapressin 100 mg 14 f.c. tabs.,lostapressin,100 mg,tablets
lostapressin 25 mg 21 f.c. tabs.,lostapressin,25 mg,tablets
lostapressin 50 mg 21 f.c. tabs.,lostapressin,50 mg,tablets
lostapressin plus 100/25mg 10 f.c. tabs.,lostapressin plus,100/25mg,tablets
losterol 10mg 7 tab,losterol,10mg,tablet
lostramix 10 sachets,lostramix,Null,sachets
losty 20 cap,losty,Null,capsule
lotacal 30 f.c. tabs.,lotacal,Null,tablets
lotendor 5/160/12.5mg 30 f.c. tab.,lotendor,5/160/12.5mg,tablet
lotensine 25mg 20 tab.,lotensine,25mg,tablet
loteranol 0.5% eye gel 5 gm,loteranol,0.5%,gel
loteranol comp eye susp. drops 5 ml,loteranol comp,Null,suspension drops
lotrial 20 mg 20 tab,lotrial,20 mg,tablet
lotrial- 10 mg- 20 tab,lotrial,10 mg,tablet
lotriderm 15g cream,lotriderm,15g,cream
lougi-terex 20 h.g. caps.,lougi-terex,Null,capsules
loujain 20 cap 60mg,loujain,60mg,capsule
loujain 60mg 20 caps.,loujain,60mg,capsules
lovastamed 40mg 30 tab,lovastamed,40mg,tablet
lovaza 30 pieces,lovaza,Null,pieces
lovegra 100mg 4 tab,lovegra,100mg,tablet
lovegra 100mg tab,lovegra,100mg,tablet
lovir 400mg 10 disp. tab.,lovir,400mg,tablet
lovir 800 mg 35 oral disp. tabs.,lovir,800 mg,tablets
lovy 2g*100 sachets,lovy,2g*100,sachets
