original_name,drug_name,dose,form
fiori deep cream 40 gm,fiori deep,40 gm,cream
fipcodazole 10 mg gel,fipcodazole,10 mg,gel
firamazin 0.4mg 30 h.g.caps.,firamazin,0.4mg,caps
fire fat 500 mg 50 caps,fire fat,500 mg,caps
firmagon 120 mg 2 pd. in vial subcutaneous,firmagon,120 mg,pd. in vial subcutaneous
firmagon 80 mg pd. in vial subcutaneous,firmagon,80 mg,pd. in vial subcutaneous
firmiban gel 120 gm,firmiban,120 gm,gel
firmix cream 120 gm,firmix,120 gm,cream
first topical lotion 120ml,first topical,120ml,lotion
firstvoc anti-dandruff shampoo 150 ml,firstvoc anti-dandruff,150 ml,shampoo
firstvoc frizz control shampoo & conditioner 150 ml,firstvoc frizz control,150 ml,shampoo & conditioner
firstvoc hair 5 amps.  x 10 ml,firstvoc hair,10 ml,amps
firstvoc hair lotion 120 ml,firstvoc hair,120 ml,lotion
fish oil 100 softgels,fish oil,0,softgels
fish oil cap 20,fish oil,0,cap
fish oil omega 3fatty acids,fish oil omega 3fatty acids,0,0
fisiolat 14 vaginal tablets,fisiolat,0,vaginal tablets
fit 12 filter bags,fit,0,filter bags
fit therapy back 6 patches,fit therapy back,0,patches
fit therapy fit001 universal 6 patches,fit therapy fit001 universal,0,patches
fit therapy fit003 neck 6 patches,fit therapy fit003 neck,0,patches
fit therapy lady 3 patches,fit therapy lady,0,patches
fit therapy shoulder 6 patches,fit therapy shoulder,0,patches
fitamart feet cream 50 gm,fitamart feet,50 gm,cream
fitmotus 30 f.c. tabs.,fitmotus,0,tabs
fito burns cream 32 gm,fito burns,32 gm,cream
fito gauzes advance 10*10 cm 10 pieces,fito advance,0,gauzes
fitt-bar soap 100 gm,fitt-bar,100 gm,soap
fittness massage cream 50 gm,fittness massage,50 gm,cream
fitty dent sensitive fluoride toothpast 100gm,fitty dent sensitive fluoride,100gm,toothpast
fitty dent super adhesive 10 gm,fitty dent super,10 gm,adhesive
fitty dent super cleanser 16 tab,fitty dent super cleanser,0,tab
fizzy clear hair lotion 120 ml,fizzy clear hair,120 ml,lotion
flabu 400mg 10 f.c.tab,flabu,400mg,tab
flabu 400mg 10 tab,flabu,400mg,tab
flabu 40mg/ml oral drops,flabu,40mg/ml,oral drops
flabu 40mg/ml oral drops. 15 ml,flabu,40mg/ml,oral drops
flabu 600 mg 20 f.c. tabs.,flabu,600 mg,tabs
flabu 600mg 20 f.c tab,flabu,600mg,tab
flacort 30mg 20 tab,flacort,30mg,tab
flacort 6mg 20 tabs.,flacort,6mg,tabs
fladazole 500mg 4 tab.,fladazole,500mg,tab
fladazole 500mg 5 sachet,fladazole,500mg,sachet
flagellat forte 200mg/5ml  100ml susp,flagellat forte,200mg/5ml,susp
flagentyl 500mg 4 f.c. tabs.,flagentyl,500mg,tabs
flagex 1000mg 5 supp,flagex,1000mg,supp
flagicure 250mg 20 tab.,flagicure,250mg,tab
flagicure 500mg 10 vag.tabs,flagicure,500mg,vag.tabs
flagicure forte 500 mg 20 f.c. tab,flagicure forte,500 mg,tab
flagimide 10 tab,flagimide,0,tab
