original_name,drug_name,dose,form
europack plus for cold 5 eff. sachets,europack plus,0,sachets
eurotinib 100 mg 10 tabs.(n/a yet),eurotinib,100 mg,tabs
eurovasculita mr 35mg 30 f.c. tab.,eurovasculita,35mg,tab
eurozole 500mg 4 tab.,eurozole,500mg,tab
eutaxer 20 mg vial,eutaxer,20 mg,vial
eutaxer 80 mg vial,eutaxer,80 mg,vial
euthyrox 100mcg 100 tab,euthyrox,100mcg,tab
euthyrox 100mcg 50 tab.,euthyrox,100mcg,tab
euthyrox 25mcg 100 tab.,euthyrox,25mcg,tab
euthyrox 25mcg 50 tab.,euthyrox,25mcg,tab
euthyrox 50mcg 100 tab,euthyrox,50mcg,tab
euthyrox 50mcg 50 tab,euthyrox,50mcg,tab
euvax-b 20mcg/ml i.m (0.5ml) vial,euvax-b,20mcg/ml,vial
euvax-b 20mcg/ml i.m (10ml) vial,euvax-b,20mcg/ml,vial
euvax-b 20mcg/ml i.m (1ml) vial,euvax-b,20mcg/ml,vial
euvax-b 20mcg/ml i.m (5ml) vial,euvax-b,20mcg/ml,vial
ev geria cream 40 gm,ev geria,40 gm,cream
eva baby care cream 50 gm,eva baby care,50 gm,cream
evaculax 20 f.c. tabs,evaculax,0,tabs
evak 20 tab,evak,0,tab
evan selia 100 ml syrup,evan selia,100 ml,syrup
evaneotrim 120 ext. f.c. tabs.,evaneotrim,0,tabs
evastine 10mg 20 f.c.tab.,evastine,10mg,tab
evastine 5mg/5ml syrup 100ml,evastine,5mg/5ml,syrup
evatar cream 50 gm,evatar,50 gm,cream
eve women vitamin 120 veg. caps. (now),eve women vitamin,0,veg. caps.
evening primrose 500 mg 100 tab,evening primrose,500 mg,tab
evening primrose oil 1000 mg 120 softgels (illegal import),evening primrose oil,1000 mg,softgels
evening primrose oil 1300 mg 180 tab,evening primrose oil,1300 mg,tab
evening primrose oil 500 mg 100 softgels (illegal import),evening primrose oil,500 mg,softgels
everest anti-fungal soap 100 gm,everest anti-fungal,100 gm,soap
everest cleansing soap for acne prone 100 gm,everest cleansing,100 gm,soap
everest cleansing soap for sensitive and dry 100 gm,everest cleansing,100 gm,soap
everest lightening soap 100 gm,everest lightening,100 gm,soap
everson massage spray 100 ml,everson massage,100 ml,spray
evirinse vag.douche 250 ml,evirinse,250 ml,douche
evista 60mg 14 f.c. tab,evista,60mg,tab
evofixeno 120 ml syrup,evofixeno,120 ml,syrup
evoplex 30 tabs,evoplex,0,tabs
evralicare 5 mg 30 tabs.,evralicare,5 mg,tabs
evrenzo 20mg 12 f.c.tabs.,evrenzo,20mg,tabs
evrenzo 50mg 12 f.c.tabs.,evrenzo,50mg,tabs
evrenzo 70mg 12 f.c.tabs.,evrenzo,70mg,tabs
evrysdi 60mg/80ml pd. for oral sol.,evrysdi,60mg/80ml,pd. for oral sol.
evyte kids 45 chocolate pieces,evyte kids,0,chocolate pieces
exacinop 500 mg 10 f.c.tabs.,exacinop,500 mg,tabs
exacinop 750 mg 10 f.c. tabs.,exacinop,750 mg,tabs
exact 150mg 30 caps.,exact,150mg,caps
examide 10 mg 30 tabs,examide,10 mg,tabs
examide 100 mg 20 tabs,examide,100 mg,tabs
