original_name,drug_name,dose,form
capecitabine-viatris 500 mg 120 tabs.,capecitabine-viatris,500mg,tab
capecitagit 500mg 120 tabs,capecitagit,500mg,tab
capisol topical cream 50 gm,capisol,50gm,cream
capital hair oil 120 ml,capital,120ml,oil
capixy anti-hair loss vials 7*10ml (70ml),capixy,70ml,vials
capixy hair cream 120 ml,capixy,120ml,cream
capixy hair shampoo 250 ml,capixy,250ml,shampoo
capixy hair tonic spray 250 ml,capixy,250ml,spray
capixy hair volumizing spray 125 ml,capixy,125ml,spray
capixy intense hair spray 125 ml,capixy,125ml,spray
capo massage cream 50 gm,capo,50gm,cream
capojed-h 20 tab.,capojed-h,0,tab
capoten 25mg 20 tab,capoten,25mg,tab
capoten 50 mg 10 tab.,capoten,50mg,tab
capotril 25mg 20 tab.,capotril,25mg,tab
capotril 50mg 20 tab.,capotril,50mg,tab
capozide 50/25mg 30 tab.,capozide,50/25mg,tab
cappy topical lotion 75ml,cappy,75ml,lotion
capregomix 30 f.c.tabs,capregomix,0,tab
capregomix syrup,capregomix,0,syrup
caprical 24 pieces,caprical,0,0
caprivexin 500mg s.r. 14 f.c. tab.,caprivexin,500mg,tab
caprol 10mg 30 f.c.tab.,caprol,10mg,tab
caprol 5mg 30tab,caprol,5mg,tab
capry top cream 40 gm,capry top,40gm,cream
capry top cream 75 gm,capry top,75gm,cream
capry top soap 80 gm,capry top,80gm,soap
capscur topical cream 30 gm,capscur,30gm,cream
capsicum plaster,capsicum,0,plaster
capsin 0.025% cream 30 gm (n/a),capsin,0.025%,cream
capsin 0.075% cream 30 gm (n/a),capsin,0.075%,cream
capsin75 cream,capsin75,0,cream
capsisal gel 30gm,capsisal,30gm,gel
capsivax gel,capsivax,0,gel
captobact 600 gm 10 f.c. tabs.,captobact,600gm,tab
captolink 5mg/ml syrup 100 ml,captolink,5mg/ml,syrup
captopril - alexandria 50mg 10 tabs.,captopril - alexandria,50mg,tab
captopril-h 50/25 mg 20 tabs.,captopril-h,50/25mg,tab
cara clara cream 30 gm,cara clara,30gm,cream
carbamazepin 200mg 10 tab.u.s.p.33,carbamazepin,200mg,tab
carbamazepine 200mg xr 10 tab.,carbamazepine,200mg,tab
carbamide-memphis 10% cream 30 gm,carbamide-memphis,10%,cream
carbapex 100 mg 30 chewable tabs.,carbapex,100mg,tab
carbapex 200 mg 30 tabs.,carbapex,200mg,tab
carbapex 200 mg cr 30 tabs.,carbapex,200mg,tab
carbapex 400 mg cr 30 tabs.,carbapex,400mg,tab
carbatol 200mg 20 tab.,carbatol,200mg,tab
carbetrade 100mcg/ml 5 amp.for l.v & l.m inj.,carbetrade,100mcg/ml,amp
carbidopa/levodopa-eva 250/25 mg 20 tabs.,carbidopa/levodopa-eva,250/25mg,tab
carbimazole b.p 2007 5 mg 50 f.c. tabs.,carbimazole,5mg,tab
