original_name,drug_name,dose,form
ginkobonina 40mg 28 f.c.tab.,ginkobonina,40mg,tab
ginkobonina plus 30 h.g. caps.,ginkobonina plus,0,caps
ginkofit 10 caps.,ginkofit,0,caps
ginkofit 30 caps.,ginkofit,0,caps
ginkor fort 20 caps. (n/a),ginkor fort,0,caps
ginkor topical gel 20 gm,ginkor topical,20gm,gel
ginkoravia 80mg 20capsules,ginkoravia,80mg,capsules
ginkoval 30 caps.,ginkoval,0,caps
ginocal 24 tabs.,ginocal,0,tabs
ginsaco syrup 120 ml,ginsaco,120ml,syrup
ginsana 100 mg 30 s.g.caps,ginsana,100mg,caps
ginsavit forte 20 cap,ginsavit forte,0,cap
ginseng 100 mg 24 s.g. caps.,ginseng,100mg,caps
ginseng 85 mg 20 caps. (n/a),ginseng,85mg,caps
ginseng complex 75 caps. (illegal import),ginseng complex,0,caps
ginseng royal jelly 10mg 30 capsules,ginseng royal jelly,10mg,capsules
ginseng syrup 120 ml,ginseng,120ml,syrup
ginseng wet gel 150 ml,ginseng wet,150ml,gel
ginseng with nigella 20 cap,ginseng with nigella,0,cap
ginso 2400- 10 cap,ginso 2400,0,cap
ginso 750 mg 10 cap,ginso,750mg,cap
ginso max 30 cap,ginso max,0,cap
ginso natural - 2400- 20 cap,ginso natural 2400,0,cap
ginso plus 20 caps,ginso plus,0,caps
ginsotex 10 capsules,ginsotex,0,capsules
gioia hilltop panthenol 50gm cream,gioia hilltop panthenol,50gm,cream
giotrif 30 mg 28 f.c. tabs.,giotrif,30mg,tabs
giovani tag serum 60 ml,giovani tag,60ml,serum
girly hair cream 100 gm,girly hair,100gm,cream
girly hair oil 120ml,girly hair,120ml,oil
girly hair shampoo 180 ml,girly hair,180ml,shampoo
girly hair shampoo 250 ml,girly hair,250ml,shampoo
git 20 caps.,git,0,caps
givarorock 10/20 mg 14 tab.,givarorock,10/20mg,tab
givarorock 10/40 mg 14 tab.,givarorock,10/40mg,tab
gk 850 30 cap,gk 850,0,cap
glafenine 200 mg- 200 tab,glafenine,200mg,tab
glamylab anti-wrinkles gel 50 gm,glamylab anti-wrinkles,50gm,gel
glamylab hydra intense cream 50 gm,glamylab hydra intense,50gm,cream
glamylab whitening cream spf 30 - 50 gm,glamylab whitening spf 30,50gm,cream
glaphine 200 mg 20 tab,glaphine,200mg,tab
glaptivia 100mg 30 f.c. tab.,glaptivia,100mg,tab
glaptivia plus 50/1000mg 30 f.c. tab.,glaptivia plus,50/1000mg,tab
glaptivia plus 50/500mg 30 f.c. tab.,glaptivia plus,50/500mg,tab
glaryl 1mg 30 tabs.,glaryl,1mg,tabs
glaryl 2mg 30 tabs.,glaryl,2mg,tabs
glaryl 3mg 30 tab.,glaryl,3mg,tab
glaryl 4mg 30 tab.,glaryl,4mg,tab
glaryl 6 mg 30 tabs.,glaryl,6mg,tabs
glasbomol 1000 mg 20tablets,glasbomol,1000mg,tablets
