original_name,drug_name,dose,form
mannitol 10%w/v 250ml i.v.inf. (rubber cap),mannitol,10%w/v,infusion
mannitol 20% (al kamal) i.v. inf. 500 ml,mannitol,20%,infusion
mannitol 20% (el nasr) i.v. inf. 500 ml,mannitol,20%,infusion
mannitol 20% (el nile) i.v. inf. 500 ml,mannitol,20%,infusion
mannitol 20% (el nile) i.v. inf. 500 ml (rubber cap),mannitol,20%,infusion
mannitol 20% (fipco) i.v. inf. 500 ml (rubber cap,mannitol,20%,infusion
mannitol 20% (fipco) i.v. inf. 500 ml (rubber cap),mannitol,20%,infusion
mannitol 20% (otsuka ateco) i.v. inf. 500 ml,mannitol,20%,infusion
mannitol 20% 250ml i.v.inf. (rub. cap),mannitol,20%,infusion
mannitol 20% 500ml i.v.inf. (rubber cap),mannitol,20%,infusion
mannitol 20% 500ml i.v.infusion (rom),mannitol,20%,infusion
mannitol intravenous infusion 10% 500 ml,mannitol,10%,infusion
manovipercaine 10% spray 15 ml,manovipercaine,10%,spray
manovipercaine plus topical spray 15 ml,manovipercaine plus topical,15 ml,spray
mantine  30 f.c. tab.,mantine,0,tablet
mantine 10mg 30 f.c. tab.,mantine,10mg,tablet
mantine 10mg 30 tablets,mantine,10mg,tablets
mantroxate 250 mg 120 tabs.,mantroxate,250 mg,tablets
manuclear acne gel 30 gm,manuclear acne,30 gm,gel
map omega syrup 120 ml,map omega,120 ml,syrup
mapodose 10 000iu 20 capsules,mapodose,10000iu,capsules
mapostin 1000mg 20 tablets,mapostin,1000mg,tablets
mapotron 35mg 20 capsules,mapotron,35mg,capsules
mapovynex 35mg 120mlsyrup,mapovynex,35mg,syrup
marago 10 sashets,marago,0,sashets
marath gel 120 gm,marath,120 gm,gel
marath massage emulgel 50 gm,marath massage,50 gm,emulgel
marcaine spinal 0.5 % heavy 5 amp.,marcaine spinal heavy,0.5 %,ampule
marcal 30 tablets,marcal,0,tablets
marclerosis 120 mg 14 dela. rel. caps.,marclerosis,120 mg,capsules
marclerosis 240 mg 56 dela. rel. caps.,marclerosis,240 mg,capsules
marcofen 100mg infantile 5 rectal supp.,marcofen infantile,100mg,suppository
marcofen 100mg/5ml susp. 120 ml,marcofen,100mg/5ml,suspension
marcofen 300mg 5 paed. supp.,marcofen paed.,300mg,suppository
marcofen 400mg 20 coated tab.,marcofen,400mg,tablet
marcofen 400mg sr 10 caps.,marcofen,400mg,capsules
marcofen 500mg 5 supp.,marcofen,500mg,suppository
marcofen flu 10 f.c.tab.,marcofen flu,0,tablet
marcotravin 120 mg 30 caps.,marcotravin,120 mg,capsules
marcotravin 60 mg 30 caps.,marcotravin,60 mg,capsules
marcrisa topical ointment 20 gm,marcrisa topical,20 gm,ointment
mardex 120ml syrup,mardex,120ml,syrup
mardinavill 60 ml spray,mardinavill,60 ml,spray
marevan 1 mg 100 tab. (n/a),marevan,1 mg,tablet
marevan 1 mg 102 tabs.,marevan,1 mg,tablets
marevan 3 mg 100 tab. (n/a),marevan,3 mg,tablet
marevan 3mg 102 tab.,marevan,3mg,tablet
marevan 5 mg 100 tab. (n/a),marevan,5 mg,tablet
marevan 5mg 102 tab.,marevan,5mg,tablet
marexal cream 50 gm,marexal,50 gm,cream
