original_name,drug_name,dose,form
ringer (mottahedoon) i.v. inf. 500 ml (rubber cap),ringer,500 ml,i.v. inf.
ringer (otsuka ateco) i.v. inf. 500 ml,ringer,500 ml,i.v. inf.
ringer (otsuka ateco) i.v. inf. 500 ml (rubber cap.),ringer,500 ml,i.v. inf.
ringer (otsuka) i.v. inf. 1000 ml,ringer,1000 ml,i.v. inf.
ringer (otsuka) i.v. inf. 250 ml,ringer,250 ml,i.v. inf.
ringer (otsuka) i.v. inf. 500 ml (rubber cap),ringer,500 ml,i.v. inf.
ringer (ultimate) i.v. inf. 500 ml,ringer,500 ml,i.v. inf.
ringer (ultimate) i.v. inf. 500 ml (rubber cap),ringer,500 ml,i.v. inf.
ringer (vacsera) i.v. inf. 500 ml (n/a),ringer,500 ml,i.v. inf.
ringer acetate (el nasr) i.v. inf. 500 ml,ringer acetate,500 ml,i.v. inf.
ringer acetate (el nasr) i.v. inf. 500 ml (rubber cap),ringer acetate,500 ml,i.v. inf.
ringer acetate (fipco) i.v. inf. 500 ml,ringer acetate,500 ml,i.v. inf.
ringer acetate (fipco) i.v. inf. 500 ml (rubber cap),ringer acetate,500 ml,i.v. inf.
ringer acetate (mottahedoon) i.v. inf. 500 ml,ringer acetate,500 ml,i.v. inf.
ringer acetate (otsuka) i.v. inf. 500 ml,ringer acetate,500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (allmed) i.v. inf. 500 ml,ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (allmed) i.v. inf. 500 ml (rubber cap),ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (el nasr) i.v. inf. 500 ml,ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (el nasr) i.v. inf. 500 ml (polypropylene bag),ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (el nasr) i.v. inf. 500 ml (rubber cap),ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (el nile) i.v. inf. 500 ml,ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (el nile) i.v. inf. 500 ml (rubber cap),ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (fipco) i.v. inf. 500 ml,ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (fipco) i.v. inf. 500 ml (rubber cap),ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (mottahedoon) i.v. inf. 500 ml,ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (mottahedoon) i.v. inf. 500 ml (rubber cap),ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (otsuka ateco) i.v. inf. 500 ml,ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (otsuka ateco) i.v. inf. 500 ml (rubber cap),ringer lactate (compound sodium lactate),500 ml,i.v. inf.
ringer lactate (compound sodium lactate) (otsuka) i.v. inf. 1000 ml,ringer lactate (compound sodium lactate),1000 ml,i.v. inf.
ringer lactate (compound sodium lactate) (otsuka) i.v. inf. 250 ml,ringer lactate (compound sodium lactate),250 ml,i.v. inf.
ringer lactate (compound sodium lactate) (otsuka) i.v. inf. 500 ml,ringer lactate (compound sodium lactate),500 ml,i.v. inf.
rinofort 20 ml spray,rinofort,20 ml,spray
rinosan nasal spray 30 ml,rinosan,30 ml,nasal spray
rinosin 10ml drops,rinosin,10 ml,drops
rinosin 5g nasal gel,rinosin,5 g,nasal gel
rinosin nasal drops 10 ml,rinosin,10 ml,nasal drops
rinosin nasal gel 5 gm,rinosin,5 gm,nasal gel
rinto 100 mg 10 sachets,rinto,100 mg,sachets
rinvoq 15 mg 30 prolonger rel. tabs.,rinvoq,15 mg,prolonger rel. tabs.
riopan 1600mg /10ml gel in sachets,riopan,1600mg /10ml,gel in sachets
riopan 1600mg gel magaldrate,riopan,1600mg,gel
riopan 800mg 20 chewable tab.,riopan,800mg,chewable tab.
riozid 150/300 mg 8caps.,riozid,150/300 mg,caps.
riozid 8 cap,riozid,0,cap
ripiconazole cream 15 gm,ripiconazole,15 gm,cream
ripiconazole topical cream 15 gm,ripiconazole,15 gm,topical cream
ripped fuel ( extreme ) 96 cap,ripped fuel (extreme),0,cap
riri flakes 150gm rice,riri flakes,150gm,rice
risaldene 35mg 2 f.c. tab.,risaldene,35mg,tab.
risaldene plus (12+2) f.c.tab.,risaldene plus,0,tab.
