original_name,drug_name,dose,form
hebixime 100mg/5ml dry susp. 30ml,hebixime,100mg/5ml,dry susp.
hebixime 200 mg cap,hebixime,200mg,cap
hebixime 200mg 8 caps.,hebixime,200mg,caps.
hebixime 400 mg 5 cap,hebixime,400mg,cap
hebixime 400mg 5 caps.,hebixime,400mg,caps.
hectronin 200mg/100ml i.v. vial,hectronin,200mg/100ml,i.v. vial
hectronin 200mg/100ml i.v. vial 200 ml,hectronin,200mg/100ml,i.v. vial
hectronin 200mg/100ml i.v. vial 50 ml,hectronin,200mg/100ml,i.v. vial
hedraledox syrup 120 ml,hedraledox,0,syrup
hedratoss 120 ml syrup,hedratoss,0,syrup
heel forte oint. 20 gm,heel forte,0,oint.
helarium cream 15 gm,helarium,0,cream
helarium cream 30  gm,helarium,0,cream
helba mix 600 mg 20 tab,helba mix,600mg,tab
helda cream 50 gm,helda,0,cream
helertex cream 30 gm,helertex,0,cream
helertex cream 50 gm,helertex,0,cream
heli-cure 250/20/500 mg 14 enteric coated tab.,heli-cure,250/20/500mg,tab.
heli-cure 500/20/500 mg 14 enteric coated tab.,heli-cure,500/20/500mg,tab.
helicocin 750mg 36 tab,helicocin,750mg,tab
heligrow 30 f.c.tabs.,heligrow,0,tabs.
helixbrom syrup 120 ml,helixbrom,0,syrup
helixopan syrup 120ml,helixopan,0,syrup
helo cream 50 gm,helo,0,cream
helodon cream 30 gm,helodon,0,cream
heloris cream 100 gm,heloris,0,cream
helozin topical cream 30 gm,helozin,0,topical cream
helozin topical lotion 120 ml,helozin,0,topical lotion
helpa mix 600 mg 20 tab,helpa mix,600mg,tab
hely-hone 50 gm,hely-hone,0,0
hema syp,hema,0,syp
hemaltose 100 mg 30 chew. tabs.,hemaltose,100mg,chew. tabs.
hemaltose 50mg/5ml syrup 120 ml,hemaltose,50mg/5ml,syrup
hemaril topical gel 40 gm,hemaril,0,topical gel
hematobap 20 caps,hematobap,0,caps
hematrick 24 tablet,hematrick,0,tablet
heme-n 30 piece,heme-n,0,piece
hemerods-f rectal oint. 25 gm,hemerods-f,0,rectal oint.
hemerods-f rectal ointment,hemerods-f,0,rectal ointment
hemi cream 50gm,hemi,0,cream
hemix syrup 120 ml,hemix,0,syrup
hemlibra 105mg/0.7ml s.c. vial,hemlibra,105mg/0.7ml,s.c. vial
hemlibra 150mg/ml s.c. vial(n/a yet),hemlibra,150mg/ml,s.c. vial
hemlibra 30mg/ml s.c. vial,hemlibra,30mg/ml,s.c. vial
hemlibra 60mg/0.4ml s.c. vial,hemlibra,60mg/0.4ml,s.c. vial
hemoclar 0.5% cream 40 gm,hemoclar,0.5%,cream
hemoclin rectal gel  can 45 ml,hemoclin,0,rectal gel
hemoclin rectal gel tube 37 gm,hemoclin,0,rectal gel
hemocure 0.5% gel 20 gm,hemocure,0.5%,gel
hemofarin 2mg 100 tab,hemofarin,2mg,tab
