original_name,drug_name,dose,form
sofa ananas 15 sachets,sofa ananas,0,sachets
sofa hair lotion 120 ml,sofa hair,120 ml,lotion
sofa hair serum 125 ml,sofa hair,125 ml,serum
sofenacin 10mg 20 f.c.tab,sofenacin,10mg,tab
sofenacin 1mg/ml oral susp. 120 ml,sofenacin,1mg/ml,oral susp.
sofenacin 5mg 30 f.c. tab,sofenacin,5mg,tab
sofenacin plus 5/50mg 30 f.c. tab,sofenacin plus,5/50mg,tab
sofical 14 sachets 18 gm,sofical,18 gm,sachets
sofical mama 400 gm,sofical mama,400 gm,0
sofimer 0.9% isotonic nasal spray 100 ml,sofimer isotonic,0.9%,nasal spray
sofimer 0.9% mini isotonic nasal spray 30 ml,sofimer mini isotonic,0.9%,nasal spray
sofimer family hypertonic nasal spray 100ml,sofimer family hypertonic,0,nasal spray
sofocivir 400mg 28 tablets,sofocivir,400mg,tablets
sofolanork 400mg 28 tablets,sofolanork,400mg,tablets
sofolanork plus 90/400mg 28 tablets,sofolanork plus,90/400mg,tablets
sofomerase 400 mg 28 tablets,sofomerase,400 mg,tablets
sofosbuvir-mup 400mg 28 tablets,sofosbuvir-mup,400mg,tablets
sofovirotal 400mg 28 tablets,sofovirotal,400mg,tablets
sofozav 400 mg 28 tablets,sofozav,400 mg,tablets
sofra tulle . 10 x 30 cm2- tulle,sofra tulle,0,tulle
sofra tulle. 10 x10 cm2- tulle,sofra tulle,0,tulle
sofradex eye oint 5 gm,sofradex eye,5 gm,oint
soframycin 20 gm oint,soframycin,20 gm,oint
soft 60g cream gel,soft,60g,cream gel
soft cleanser vag.douche 200 ml,soft cleanser,200 ml,vag.douche
soft collar,soft collar,0,0
soft feet cream 50 gm,soft feet,50 gm,cream
soft hair cream,soft hair,0,cream
soft hair remove cream 40 gm,soft hair remove,40 gm,cream
soft lax cream 60 gm,soft lax,60 gm,cream
soft lax massage cream 40 gm,soft lax massage,40 gm,cream
soft skin care cream 30 gm,soft skin care,30 gm,cream
soft skin lotion 75ml,soft skin,75ml,lotion
softa 200 ml vag. doushe,softa,200 ml,vag. doushe
softa vag.douche 200 ml,softa,200 ml,vag.douche
softlees conditioner 450 gm,softlees,450 gm,conditioner
softlees hair protein 400 ml,softlees hair protein,400 ml,0
softlees hair protein 800 ml,softlees hair protein,800 ml,0
softlees hair serum 60 ml,softlees hair,60 ml,serum
softlees shampoo 400 ml,softlees,400 ml,shampoo
softoderm lotion 120 ml,softoderm,120 ml,lotion
sogestedin 75 mcg 28 tabs.,sogestedin,75 mcg,tabs.
sokinal whitening cream 50 gm,sokinal whitening,50 gm,cream
sol cough syrup 120 ml,sol cough,120 ml,syrup
solans linimint 100 ml,solans,100 ml,linimint
solantra 50+ spf sun block aquafluid 50ml,solantra sun block,50ml,aquafluid
solantra 50+ spf sun block lotion 100ml,solantra sun block,100ml,lotion
solantra 50+ spf sun block lotion 50ml,solantra sun block,50ml,lotion
solaquin 4 forte ( 14.18 gm) cream,solaquin 4 forte,14.18 gm,cream
solarine 18 spf sun block lotion 100 ml,solarine sun block,100 ml,lotion
