original_name,drug_name,dose,form
topzol 1% cream 20 gm,topzol,1%,cream
topzol-v 2% vaginal cream 20 gm,topzol-v,2%,vaginal cream
topzol-v 2% vaginalcream,topzol-v,2%,vaginalcream
torasemide 10 mg 10 tab,torasemide,10 mg,tab
torastatin 20mg 10 f.c.tab.,torastatin,20mg,tab.
torastatin 40mg 7 f.c.tab.,torastatin,40mg,tab.
torbener 125mg/5ml pd. for oral susp. 60 ml,torbener,125mg/5ml,oral susp.
torbener 250mg/5ml pd. for oral susp. 60 ml,torbener,250mg/5ml,oral susp.
torbener 300mg 10 h.g. caps.,torbener,300mg,caps.
torental 100mg/5ml 6 ampoules,torental,100mg/5ml,ampoules
toria immunity boost 10 sachets,toria immunity boost,0,sachets
toriar 10 mg 20 tab,toriar,10 mg,tab
toriar 10mg 20 f.c. tab.,toriar,10mg,tab.
torisel 30mg/1.2ml vial i.v.,torisel,30mg/1.2ml,vial
tormeel 10 mg 10 f.c. tab.,tormeel,10 mg,tab.
tormeel 5 mg 10 f.c. tab.,tormeel,5 mg,tab.
torminovant 10 ml oral drops,torminovant,0,oral drops
torsamolex 10mg 20 tabs.,torsamolex,10mg,tabs.
torsamolex 20mg 20 tabs,torsamolex,20mg,tabs
torseretic 10 mg 30 tabs.,torseretic,10 mg,tabs.
torseretic 100mg 30 tabs.,torseretic,100mg,tabs.
torseretic 20mg 30 tabs.,torseretic,20mg,tabs.
torseretic 20mg/2ml 5 amp. i.v or inf.,torseretic,20mg/2ml,amp.
torseretic 5mg 30 tabs.,torseretic,5mg,tabs.
tortin cream 50 gm,tortin,0,cream
torvast 40mg 7 f.c. tab.,torvast,40mg,tab.
tosuman bema .160mg /1ml-vials,tosuman bema,.160mg /1ml,vials
tota-pex 10 tab,tota-pex,0,tab
totacal 30 tabs,totacal,0,tabs
totacef 1000 mg vial,totacef,1000 mg,vial
totacef 500mg vial,totacef,500mg,vial
totacid .12tab (eff),totacid,0,tab
total 500mg/5ml syrup 120 ml,total,500mg/5ml,syrup
total forte 30 caps.,total forte,0,caps.
total wellness 30 tab,total wellness,0,tab
totamine conc .500ml-p infusion,totamine conc,0,infusion
totamine glucidique 500ml-p.infusion,totamine glucidique,0,infusion
totavit (egy totavit ) syrup 100 ml,totavit,0,syrup
totavit 15 tabs.,totavit,0,tabs.
totavit syrup 100 ml,totavit,0,syrup
totimax 150 gm 10 sachets,totimax,150 gm,sachets
totiswix 0.025% eye drops 5 ml,totiswix,0.025%,eye drops
totron 30 pieces,totron,0,0
totta 24 tablets,totta,0,tablets
totta calcium 24 tablets,totta calcium,0,tablets
toty grand syrup 120 ml,toty grand,0,syrup
toujeo solostar 300 i.u./ml 1.5 ml 3 pens,toujeo,300 i.u./ml,pens
toujeo solostar 300 i.u./ml 1.5 ml 5 pens,toujeo,300 i.u./ml,pens
toulifly facial wash,toulifly,0,facial wash
touristil 20 mg / 15 mg 12 tab,touristil,20 mg / 15 mg,tab
