original_name,drug_name,dose,form
urginafect 1mg suspension 150 ml,urginafect,1mg,suspension
urginafect 5mg 20 f.c. tablets,urginafect,5mg,tablets
uriage age protect cream 40 ml,uriage age protect,40ml,cream
uriage age protect eye contour 15 ml,uriage age protect,15ml,eye contour
uriage age protect fluid 40 ml,uriage age protect,40ml,fluid
uriage age protect intensive serum 30 ml,uriage age protect intensive,30ml,serum
uriage age protect night cream detox  40 ml,uriage age protect night cream detox,40ml,cream
uriage cream lavante 200 ml,uriage cream lavante,200ml,0
uriage depiderm spf 50 30 ml cream,uriage depiderm spf,30ml,cream
uriage emolliente 150/ml,uriage emolliente,150/ml,0
uriage extreme emollient 50ml,uriage extreme emollient,50ml,0
uriage gentle deodorant (douceur) 50ml,uriage gentle deodorant (douceur),50ml,deodorant
uriage gentle deodorant (douceur) roll-on 50 ml,uriage gentle deodorant (douceur) roll-on,50ml,deodorant
uriage hand cream 50 ml,uriage hand cream,50ml,cream
uriage hyseac a.i 40ml,uriage hyseac a.i,40ml,0
uriage soap pain surgras 100 gm,uriage soap pain surgras,100gm,0
uriage spf 50+ lait extra fluid 100ml,uriage spf 50+ lait extra fluid,100ml,fluid
uriage spf 50+ mineral cream 100ml,uriage spf 50+ mineral cream,100ml,cream
uriage spf 50+ tinted cream 100ml,uriage spf 50+ tinted cream,100ml,cream
uriage spf 90 extreme cream 50ml,uriage spf 90 extreme cream,50ml,cream
uriage thermal micellar water 100ml,uriage thermal micellar water,100ml,water
uriage thermal micellar water 250ml,uriage thermal micellar water,250ml,water
uriage thermal water 150ml,uriage thermal water,150ml,water
uriage thermal water 300 ml,uriage thermal water,300ml,water
uriage thermal water 50ml,uriage thermal water,50ml,water
uriage triple-action deodorant (tri-actif) 30ml,uriage triple-action deodorant (tri-actif),30ml,deodorant
uribladon xr 25 mg 30 f.c. tabs.,uribladon xr,25mg,tabs
uribladon xr 50 mg 30 f.c. tabs.,uribladon xr,50mg,tabs
uric pure 100mg 50 tab.,uric pure,100mg,tab
uric pure 300mg 30 tab,uric pure,300mg,tab
uric pure 300mg 30 tabs.,uric pure,300mg,tabs
uricodrop 120 mg 10 f.c. tabs.,uricodrop,120mg,tabs
uricodrop 40 mg 20 f.c. tabs.,uricodrop,40mg,tabs
uricodrop 80 mg 30 f.c. tabs.,uricodrop,80mg,tabs
uricol 6 eff. gr. in sachets,uricol,6eff.gr.,sachets
uricol plus 12 sachets,uricol plus,0,sachets
uricontrol 2 mg 10 tab.,uricontrol,2mg,tab
uricontrol 2mg 10 tab.,uricontrol,2mg,tab
uricontrol sr 4 mg 12 caps.,uricontrol sr,4mg,caps
uridry 2 mg 7 f.c. tab.,uridry,2mg,tab
urimagictam 15 mg 30 f.c. tabs.,urimagictam,15mg,tabs
urinex 24 caps,urinex,0,caps
uripan 0.1% syrup 120 ml,uripan,0.1%,syrup
uripan 5mg 30 tab.,uripan,5mg,tab
uripan x.r. 10 mg 30 tab.,uripan x.r.,10mg,tab
urisal .100 mg-20 tab,urisal,100mg,tab
urisept 100 mg 20 sugar c.tabs.,urisept,100mg,tabs
urivin 10 eff. sachets,urivin,0,sachets
uro-life 1010mg 10 cap,uro-life,1010mg,cap
uro-nebacetin syrup .30ml-sol,uro-nebacetin syrup,0.30ml,sol
