original_name,drug_name,dose,form
stravita imune 120 ml syrup,stravita imune,120 ml,syrup
stravita iron 120 ml syrup,stravita iron,120 ml,syrup
strepsils cool 16 lozenges,strepsils cool,0,lozenges
strepsils honey & lemon 24 lozenges,strepsils honey & lemon,0,lozenges
strepsils lemon sugar free 16 lozenges,strepsils lemon sugar free,0,lozenges
strepsils orange with vitamin c 24 lozenges,strepsils orange,0,lozenges
strepsils original 24 lozenges,strepsils original,0,lozenges
strepsils strawberry sugar free 16 lozenges,strepsils strawberry sugar free,0,lozenges
streptolase 1.5 miu i.v vial,streptolase,1.5 miu,vial
streptomycin sulphate-cid 1gm i.m.vial,streptomycin sulphate-cid,1 gm,vial
streptomycin-el nile 1gm vial,streptomycin-el nile,1 gm,vial
streptomycin-misr 1gm vial usp 24,streptomycin-misr,1 gm,vial
streptoquin 20 tabs.,streptoquin,0,tabs
streptoquin dry suspension 60 ml,streptoquin,60 ml,dry suspension
stress formula 10 cap,stress formula,0,cap
stress formula 20 capsules,stress formula,0,capsules
stress formula 20 tabs,stress formula,0,tabs
stress formula 5000 30 tab,stress formula 5000,0,tab
stresstabs 600 w / zinc 30 tab,stresstabs,600 mg,tab
stretch stop with collagen & shea butter 100 gm cream,stretch stop,100 gm,cream
stretchova gel 50gm,stretchova,50 gm,gel
strew vag.douche 150ml,strew,150 ml,vag.douche
stringazole 40mg 21 e.c. tab.,stringazole,40 mg,tab
stripsore 24 lozenges,stripsore,0,lozenges
stripsore-c 24 lozenges,stripsore-c,0,lozenges
stroka 75mg 30 f.c. tab,stroka,75 mg,tab
strong (chocolate) 24 pills,strong (chocolate),0,pills
strong b50 20 prolonged release tab.,strong b50,0,prolonged release tab
strongville hair cream 120 ml,strongville hair,120 ml,cream
strongville hair oil 200 ml,strongville hair,200 ml,oil
strongville hair shampoo 220 ml,strongville hair,220 ml,shampoo
strongville hair tonic spray 220 ml,strongville hair tonic,220 ml,spray
strongville men hair lotion spray 100 gm,strongville men hair lotion,100 gm,spray
strongville men hair shampoo & conditioner 120 ml,strongville men hair,120 ml,shampoo & conditioner
strongville men nourishing cream 120 gm,strongville men nourishing,120 gm,cream
strontiomir 2gm/5gm gr. for oral susp. 7 sachets,strontiomir,2 gm/5 gm,gr
studman 10 cap for men only,studman,0,cap
stugeron 25mg 30 tab,stugeron,25 mg,tab
stuval 25mg 50 tab.,stuval,25 mg,tab
style 100 ml oil,style,100 ml,oil
style 60 ml oil,style,60 ml,oil
style cream,style,0,cream
styptobion 10 tab,styptobion,0,tab
suave face cream 50 gm,suave face,50 gm,cream
subvit 10 gm 10 sachets,subvit,10 gm,sachets
subvit 3 gm 10 sachets,subvit,3 gm,sachets
subvit 3 gm 7 sachets,subvit,3 gm,sachets
sucair kids mouth spray 30ml,sucair kids,30 ml,mouth spray
sucair mouth spray 60ml,sucair,60 ml,mouth spray
succinyl- choline 5 amp,succinyl- choline,0,amp
