original_name,drug_name,dose,form
zetrafenac 1mg/ml eye dps. 5 ml,zetrafenac,1mg/ml,eye dps.
zex cream 120 gm,zex,0,cream
ziadev d3 10.000 30 tab,ziadev d3,10.000 mg,tab
ziafer 30 pieces,ziafer,0,0
ziaflex massage gel 50 gm,ziaflex,0,massage gel
ziagex 10 sachets,ziagex,0,0
ziaphase gel 50gm,ziaphase,0,gel
ziawet syrup 120ml,ziawet,0,syrup
zidin 300mg 10 f.c. tab.,zidin,300mg,tab.
zilospore 125mg pd. for oral susp. 60 ml (n/a),zilospore,125mg,pd. oral susp.
zilospore 250mg pd. for oral susp. 60 ml (n/a),zilospore,250mg,pd. oral susp.
zilospore 500mg 10 f.c.tab. (n/a),zilospore,500mg,tab.
zimacal 30 tablets,zimacal,0,tablets
zimas 125 ml massage spray,zimas,0,massage spray
zimicolina 500mg/5ml syrup 30 ml,zimicolina,500mg/5ml,syrup
zimocefox 125mg/5ml susp. 60 ml,zimocefox,125mg/5ml,susp.
zimocefox 250 mg i.m./i.v. vial,zimocefox,250mg,i.m./i.v. vial
zimocefox 250mg/5ml susp. 60 ml,zimocefox,250mg/5ml,susp.
zimocefox 500 mg 10 f.c. tabs.,zimocefox,500mg,tabs.
zinacef 1.5 g vial,zinacef,1.5g,vial
zinacef 250 tab,zinacef,250mg,tab
zinacef 500mg 10  tab,zinacef,500mg,tab
zinacef 500mg 10 f.c. tabs.,zinacef,500mg,tabs.
zinc & castor oil oint. 20 gm b.p.98,zinc & castor oil,0,oint.
zinc 50 mg 100 tablets (illegal import),zinc,50mg,tablets
zinc a.c.e 20 tabs.,zinc a.c.e,0,tabs.
zinc acid 20 tabs.,zinc acid,0,tabs.
zinc olive baby cream 75 gm,zinc olive baby,0,cream
zinc olive baby lotion 60 ml,zinc olive baby,0,lotion
zinc olive cream 150 gm,zinc olive,0,cream
zinc olive lotion 50+ spf 100 ml,zinc olive,0,lotion
zinc on lotion 120 ml,zinc on,0,lotion
zinc origin 0.2gm/100ml syrup 120 ml,zinc origin,0.2gm/100ml,syrup
zinc origin 20mg 20 dispersible tab.,zinc origin,20mg,dispersible tab.
zinc oxide 15 mg oint,zinc oxide,15mg,oint
zinc oxide 20 mg oint,zinc oxide,20mg,oint
zinc oxide with olive 100 gm cream,zinc oxide with olive,0,cream
zinc oxide with olive 30 gm oint,zinc oxide with olive,0,oint
zinc oxide with olive 60 gm lotion,zinc oxide with olive,0,lotion
zinc picolinate 50 mg 120 veg. caps. (now),zinc picolinate,50mg,veg. caps.
zinc plus 20 cap,zinc plus,0,cap
zinc strong 20 caps.,zinc strong,0,caps.
zinc sulfate 10mg/5ml powder for syrup,zinc sulfate,10mg/5ml,powder syrup
zinc-sedico 10mg/5ml pd. for oral sol.,zinc-sedico,10mg/5ml,pd. oral sol.
zinc-sedico 20mg/5ml pd. for oral sol,zinc-sedico,20mg/5ml,pd. oral sol
zincatin natural 20 cap,zincatin natural,0,cap
zincfrin eye drops 15 ml,zincfrin,0,eye drops
zincmell 50 mg 20 tabs.,zincmell,50mg,tabs.
zinco-baby cream 30 gm,zinco-baby,0,cream
zinco-baby cream 60 gm,zinco-baby,0,cream
