original_name,drug_name,dose,form
cidal-c 20 tab.,cidal-c,20mg,tab
cidamex 250mg 20 tab.,cidamex,250mg,tab
cidocetine 0.5mg/10ml ear drops.,cidocetine,0.5mg/10ml,ear drops
cidocetine 125mg susp. 60 ml,cidocetine,125mg,susp
cidocetine 250mg 12 caps.,cidocetine,250mg,caps
cidocetine succinate 1gm vial,cidocetine succinate,1gm,vial
cidodian depot i.m. 1 amp.,cidodian,1mg,amp
cidogen 1% topical cream 20 gm,cidogen,1%,cream
cidolut depot 125mg 1 amp.,cidolut,125mg,amp
cidolut depot 250mg 1 amp.,cidolut,250mg,amp
cidolut nor 5mg 20 tab.,cidolut,5mg,tab
cidolut nor 5mg 30 tab.,cidolut,5mg,tab
cidolvex 1mg/ml i.m amp.,cidolvex,1mg/ml,amp
cidomycin 0.3% cream 15 gm,cidomycin,0.3%,cream
cidomycin 0.3% oint. 15 gm,cidomycin,0.3%,oint
cidomycin 160mg vial,cidomycin,160mg,vial
cidomycin 80mg  2 ml 3 vial,cidomycin,80mg,vial
cidophage 1000mg 20 f.c. tabs,cidophage,1000mg,tabs
cidophage 1000mg 30 f.c. tabs,cidophage,1000mg,tabs
cidophage 500mg 10 tab,cidophage,500mg,tab
cidophage 850mg 30 f.c. tabs,cidophage,850mg,tabs
cidophage 850mg 60 f.c. tabs,cidophage,850mg,tabs
cidophylline 300mg/5ml i.m. 6 amp.,cidophylline,300mg/5ml,amp
cidophylline i.v. 6 amp.,cidophylline,6mg,amp
cidotestone 100mg amp.,cidotestone,100mg,amp
cidotestone 250mg amp.,cidotestone,250mg,amp
cidoviron 25mg 20 tab.,cidoviron,25mg,tab
cigena 10 sachets,cigena,10mg,sachets
cilest 21 tab.,cilest,21mg,tab
cilobiogen 100mg 10 scored tabs.,cilobiogen,100mg,tabs
cilomepatal 100mg 20 tab.,cilomepatal,100mg,tab
ciloprine 10 ml- ear drops,ciloprine,0,ear drops
cilosort 100 mg 30 tab.,cilosort,100mg,tab
cilostalon 100mg 10 tab.,cilostalon,100mg,tab
ciloxan 3mg/ml eye/ear drops 5 ml,ciloxan,3mg/ml,eye/ear drops
cilozinc 30 caps.,cilozinc,30mg,caps
cimetidine 200 mg 10 tab,cimetidine,200mg,tab
cimetidine 200mg/2ml i.m/i.v.amp.,cimetidine,200mg/2ml,amp
cimetidine- cid 200 ml 50 tab,cimetidine- cid,200ml,tab
cimipax 30 f.c. tabs.,cimipax,30mg,tabs
cimzia 200mg/ml 2 pref. syringes ss,cimzia,200mg/ml,syringes
cinacalcet 30mg 10 f.c. tab.,cinacalcet,30mg,tab
cinacalcet 60 mg 10 f.c. tab.,cinacalcet,60mg,tab
cinacalcet 90 mg 10 f.c. tab.,cinacalcet,90mg,tab
cinaretam 400/25mg 20 cap.,cinaretam,400/25mg,cap
cinibral 25mg 30 tab.,cinibral,25mg,tab
cinnaridone 10 tab.,cinnaridone,10mg,tab
cinnarizine 25mg 20 tab.,cinnarizine,25mg,tab
cinnarizine 75mg 20 caps.,cinnarizine,75mg,caps
cinnazin 25mg 50 tab.,cinnazin,25mg,tab
