original_name,drug_name,dose,form
corticofusidic topical cream 30 gm,corticofusidic topical,30 gm,cream
cortigen b6 adult 100 c.d.u./ml 3 amp.,cortigen b6 adult,100 c.d.u./ml,amp.
cortigen b6 pediatric 50 c.d.u/ml 3 amp.,cortigen b6 pediatric,50 c.d.u/ml,amp.
cortil fort,cortil fort,0,0
cortilon 0.1 mg 20 tab,cortilon,0.1 mg,tab
cortiment mmx 9 mg 30 prolonged rel. tabs.,cortiment mmx,9 mg,prolonged rel. tabs.
cortiphen eye drops 3 ml,cortiphen,0,eye drops
cortiphen eye oint. 5 gm,cortiphen,5 gm,eye oint.
cortiplex b6 adult 3 amp.,cortiplex b6 adult,0,amp.
cortiplex b6 pediatric 3 amp.,cortiplex b6 pediatric,0,amp.
cortistazen 0.05% scalp lotion 60 ml,cortistazen,0.05%,scalp lotion
cortopect 300 mg 30 caps.,cortopect,300 mg,caps.
cortopect advance 20 tabs.,cortopect advance,0,tabs.
cortopect plus 20 tabs.,cortopect plus,0,tabs.
cortopect syrup 120ml,cortopect,0,syrup
corvast 80mg 7 f.c.tab.,corvast,80mg,tab.
corvibeak 20 caps.,corvibeak,0,caps.
corvibeak 30 caps.,corvibeak,0,caps.
corvizim 20 e.c.tabs.,corvizim,0,tabs.
cosamine massage cream 50 gm,cosamine massage,50 gm,cream
cosantox 30 f.c. tabs.,cosantox,0,tabs.
cosarnomid 600 mg 10 f.c. tab.,cosarnomid,600 mg,tab.
cosentyx 150 mg/ml s.c. 2 prefilled pens,cosentyx,150 mg/ml,prefilled pens
cosentyx 150 mg/ml s.c. prefilled pen,cosentyx,150 mg/ml,prefilled pen
cosimprel 5/10 mg 15 f.c. tabs.,cosimprel,5/10 mg,tabs.
cosmegen lyovac 500 mcg 1 vial pd. for i.v. inj.,cosmegen lyovac,500 mcg,vial
cosmoderm gel 50ml,cosmoderm,0,gel
cosmofer 50mg/ml for inf. 5 amps.,cosmofer,50mg/ml,amps.
cosopt eye drops 5 ml,cosopt,0,eye drops
cospo sachet,cospo,0,sachet
costareb 100mg 30 tabs.,costareb,100mg,tabs.
cotazym forte 20 tab,cotazym forte,0,tab
cotril 400/80mg 20 tab.,cotril,400/80mg,tab.
cotril fort 800/160mg 10 tab.,cotril fort,800/160mg,tab.
cotropin 5000 5000 i.u. vial,cotropin,5000 i.u.,vial
cough aid syrup 120 ml,cough aid,0,syrup
cough cut 7.5mg/5ml syrup 100ml,cough cut,7.5mg/5ml,syrup
cough drop syrup 120 ml,cough drop,0,syrup
cough less syrup 120 ml,cough less,0,syrup
cough rest n syrup 120ml,cough rest n,0,syrup
cough zero syrup 120 ml,cough zero,0,syrup
coughleve syrup 120 ml,coughleve,0,syrup
coughpent syrup 120 ml,coughpent,0,syrup
coughsed paracetamol children 12 supp,coughsed paracetamol children,0,supp
coughsed paracetamol infants 12 supp.,coughsed paracetamol infants,0,supp.
coumadin 5 mg 28 tablets (illegal import),coumadin,5 mg,tablets
county cream 50 gm,county,50 gm,cream
covaherb 120 ml,covaherb,0,0
covapravir 200 mg 40 caps.,covapravir,200 mg,caps.
covapravir 200 mg 40 caps.(hospital only),covapravir,200 mg,caps.
