original_name,drug_name,dose,form
gaptin 250mg/5ml oral solution 120 ml,gaptin,250mg/5ml,oral solution
gaptin 300 mg 30 caps,gaptin,300 mg,caps
gaptin 400 mg 30 caps.,gaptin,400 mg,caps
garamycin 0.1% cream 15 gm,garamycin,0.1%,cream
garamycin 0.1% oint. 15 gm,garamycin,0.1%,oint.
garamycin 20mg/2ml 6 amp.,garamycin,20mg/2ml,amp.
garamycin 40mg/ml 6 amp.,garamycin,40mg/ml,amp.
garamycin 80mg/2ml 3 amps.,garamycin,80mg/2ml,amps.
garcinia cambogia 1600 20 caps,garcinia cambogia,1600 mg,caps
garcinia cambogia 500 mg 60 vegi caps. (illegal import),garcinia cambogia,500 mg,vegi caps.
garcinia cambogia 750 mg 60 caplets (illegal import),garcinia cambogia,750 mg,caplets
gardasil vaccine vial,gardasil,0,vaccine vial
gardinova 156mg/5ml 70ml susp.,gardinova,156mg/5ml,susp.
gardinova 312mg/5ml 70ml susp.,gardinova,312mg/5ml,susp.
gardinova 457mg/5ml 70ml susp.,gardinova,457mg/5ml,susp.
gardocal mouth wash 250 ml,gardocal,0,mouth wash
gardovas 5 mg 30 f.c. tabs,gardovas,5 mg,tabs
gardx 10 sachets,gardx,0,sachets
garlic & parsely 20 caps.,garlic & parsely,0,caps.
garlic odorless 1000 mg 100 softgels (illegal import),garlic odorless,1000 mg,softgels
garline 60 caps,garline,0,caps
garlutin 60 cap,garlutin,0,cap
garmastan n 0.05gm oint.,garmastan n,0.05gm,oint.
garnis 50 cap,garnis,0,cap
garopride 50 mg 30 f.c.tabs.,garopride,50 mg,tabs.
gasec 20 mg 14 caps,gasec,20 mg,caps
gasec 20mg 7 caps.,gasec,20mg,caps.
gaseoflatex 125mg 20 chew. tab,gaseoflatex,125mg,chew. tab
gaseoflatex plus 20 chew. tab,gaseoflatex plus,0,chew. tab
gasiflatyl 30 chewable tab,gasiflatyl,0,chewable tab
gasmovac 5mg 20 tab. (n/a),gasmovac,5mg,tab.
gasmovac 5mg 30 tab.,gasmovac,5mg,tab.
gaspepsia soft gelatin cap.,gaspepsia,0,soft gelatin cap.
gast minoxy 5% topical hair lotion,gast minoxy,5%,topical hair lotion
gast minoxy 5% topical solution,gast minoxy,5%,topical solution
gast-reg 100 mg 30 tabs.,gast-reg,100 mg,tabs.
gast-reg 100mg 5 supp,gast-reg,100mg,supp
gast-reg 200 mg 30 tabs.,gast-reg,200 mg,tabs.
gast-reg 24mg/5ml 125ml susp,gast-reg,24mg/5ml,susp
gast-reg 50mg/5ml i.v./i.m. 3 amp,gast-reg,50mg/5ml,amp
gastamoxacine 400mg 7 f.c. tab.,gastamoxacine,400mg,tab.
gastobenz 20% (25ml) top. spray sol.,gastobenz,20%,top. spray sol.
gastobenz 20% (50ml) top. spray sol,gastobenz,20%,top. spray sol
gastobenz 20% (50ml) top. spray sol.,gastobenz,20%,top. spray sol.
gastorelive 50 mg 30 f.c.tabs.,gastorelive,50 mg,tabs.
gastrazole 20 mg 14 caps.,gastrazole,20 mg,caps.
gastrobiotic 200 mg 20 f.c.tab. (n/a),gastrobiotic,200 mg,tab.
gastrobiotic 200 mg 30 f.c.tab,gastrobiotic,200 mg,tab
gastrobiotic 550mg 30 f.c. tab.,gastrobiotic,550mg,tab.
gastrocure 30mg 20 caps.,gastrocure,30mg,caps.
