original_name,drug_name,dose,form
feldene 20mg 10 disp. tab,feldene,20mg,tab
feldene 20mg 5 supp.,feldene,20mg,supp
feldene 20mg/ml i.m. 3 amp.,feldene,20mg/ml,amp
feldene 20mg/ml i.m. 6 amp.,feldene,20mg/ml,amp
feldene flash 20 mg 10 fast dissolving tab,feldene flash,20 mg,tab
feldoral 20mg 10 caps.,feldoral,20mg,caps
feldoral 20mg 6 supp.,feldoral,20mg,supp
feldoral 20mg/ml 3 amp.,feldoral,20mg/ml,amp
feloblock 10 mg 20 sr f.c. tabs.,feloblock,10 mg,tabs
feloblock 2.5 mg 20 sr f.c. tabs.,feloblock,2.5 mg,tabs
feloblock 5 mg 20 sr f.c. tabs.,feloblock,5 mg,tabs
felocor 10 mg 20 tab,felocor,10 mg,tab
felocor 10 mg tab,felocor,10 mg,tab
felocor 5mg tab,felocor,5mg,tab
felodipin stada 10 mg 10 mr tabs.,felodipin stada,10 mg,tabs
felodipin stada 2.5 mg 10 mr tabs.,felodipin stada,2.5 mg,tabs
felodipin stada 5 mg 10 mr tabs.,felodipin stada,5 mg,tabs
felopress 2.5/2.5 mg 21 f.c. tab.,felopress,2.5/2.5 mg,tab
felopress 5/5 mg 21 f.c. tab.,felopress,5/5 mg,tab
feltado massage cream 80 gm,feltado massage cream,80 gm,cream
fem 7 - 100 mcg 4 transdermal patches,fem 7,100 mcg,patches
fem 7 - 50 mcg 4 transdermal patches,fem 7,50 mcg,patches
fem 7 - 75 mcg 4 transdermal patches,fem 7,75 mcg,patches
fem 7- 100mcg 7 tab,fem 7,100mcg,tab
fem 7- 50mcg 7 tab,fem 7,50mcg,tab
fem 7- 75mcg 7 tab,fem 7,75mcg,tab
fem cal 20 tabs,fem cal,0,tabs
femacare v.duch ml,femacare,0,v.duch
femal vit 10 sachets,femal vit,0,sachets
femapent 2.5mg 30 f.c. tablets,femapent,2.5mg,tablets
femara 2.5mg 30 f.c. tabs.,femara,2.5mg,tabs
femax lightening cream 60 gm,femax lightening cream,60 gm,cream
femgood vaginal douch 250 ml,femgood vaginal douch,250 ml,douch
femi 9 vagnal wash 250 ml,femi 9 vagnal wash,250 ml,wash
femi care douche,femi care,0,douche
femicur 30 caps.,femicur,0,caps
femicure 20 mg 30 caps.,femicure,20 mg,caps
femiday vaginal wash 160 ml,femiday vaginal wash,160 ml,wash
femiday vaginal wash 320 ml,femiday vaginal wash,320 ml,wash
femifly vag. wash 250 ml,femifly vag. wash,250 ml,wash
femigin b vaginal sachets,femigin b,0,sachets
femina cream (v-guard) 50 gm,femina cream,50 gm,cream
feminalopram 8 caplets,feminalopram,0,caplets
feminax 20 tab,feminax,0,tab
femireem 30 f.c. tabs.,femireem,0,tabs
femireem plus 30 caps.,femireem plus,0,caps
femogesal 0.03/0.075mg 21 f.c.tabs.,femogesal,0.03/0.075mg,tabs
femorex gel 50 gm,femorex gel,50 gm,gel
femrose 30 caps.,femrose,0,caps
femstal vag.douche 125 ml,femstal vag.douche,125 ml,douche
