original_name,drug_name,dose,form
mabelle cream 60gm,mabelle,60gm,cream
mabthera 100mg/10 ml 2 vials,mabthera,100mg/10ml,vials
mabthera 1400mg/11.7 ml vial s.c.,mabthera,1400mg/11.7ml,vial
mabthera 500mg/50ml vial,mabthera,500mg/50ml,vial
maca 750 mg 90 veg. caps. (now),maca,750mg,veg. caps
macerybest 0.05% cream 15 gm,macerybest,0.05%,cream
maclavex 1 gm 14 f.c.tabs.,maclavex,1gm,tabs
maclavex 625 mg 12 f.c.tabs.,maclavex,625mg,tabs
macro carbamide 10% cream 50 gm,macro carbamide,10%,cream
macro nutri d3 - 10000 i.u. 30 capsules,macro nutri d3,10000iu,capsules
macro nutri omega 3 30 caps,macro nutri omega 3,0,caps
macro panthenol 5% lotion 100 ml,macro panthenol,5%,lotion
macro panthenol cream 50 gm,macro panthenol,50gm,cream
macrodantin 50 mg 30 cap,macrodantin,50mg,cap
macrofuran 100 mg 30 caps,macrofuran,100mg,caps
macrofuran 50mg 30 caps,macrofuran,50mg,caps
macroprim 660mg 10 tab.,macroprim,660mg,tab
macrotriz vaginal wash 200 ml,macrotriz,200ml,vaginal wash
macsen cream 75 gm,macsen,75gm,cream
maddomor eye contour cream 30 gm,maddomor eye contour,30gm,cream
maddovit 50+ ginseng 30 tabs,maddovit 50+ ginseng,0,tabs
maddovit b12 - 10 x 7 ml drinkable ampoules,maddovit b12,7ml,drinkable ampoules
maddovit complete a-z 100 tabs.,maddovit complete a-z,0,tabs
maddovit complete a-z 30 tabs.,maddovit complete a-z,0,tabs
maddovit d3 400 i.u./ml drops 30 ml,maddovit d3,400iu/ml,drops
maddovit eve 30 tabs,maddovit eve,0,tabs
maddovit junior liquid 200 ml,maddovit junior,200ml,liquid
maddox calcium 20 eff. tabs.,maddox calcium,0,eff. tabs
maddox multivitamin 20 eff. tabs,maddox multivitamin,0,eff. tabs
maddozinc liquid 200 ml,maddozinc,200ml,liquid
madopar 250 mg 100 cap,madopar,250mg,cap
maestro cream 100 gm,maestro,100gm,cream
mafepain 500mg 10 f.c. tab.,mafepain,500mg,tab
mafo 100mg/5ml syrup 100 ml,mafo,100mg/5ml,syrup
mafo 200 mg 30 f.c.tabs.,mafo,200mg,tabs
mafo 400 mg 30 f.c.tablets,mafo,400mg,tablets
mag whites 30 tabs,mag whites,0,tabs
maganabiotic 1.2 gm vail,maganabiotic,1.2gm,vial
maganabiotic 375 mg tab,maganabiotic,375mg,tab
magdica 30 pieces,magdica,0,0
magic c 1000 mg 10 chew. tabs.,magic c,1000mg,chew. tabs
magic c 1000 mg 30 chew. tabs.,magic c,1000mg,chew. tabs
magic c 500 mg 30 chew. tabs.,magic c,500mg,chew. tabs
magic hair cream 100 gm,magic hair,100gm,cream
magic hair oil 120 ml,magic hair,120ml,oil
magic hair oil 60 ml,magic hair,60ml,oil
magic hair shampoo 250  ml,magic hair,250ml,shampoo
magic look cream 40 gm,magic look,40gm,cream
magic lotion 60 ml,magic,60ml,lotion
magic sun screen cream spf+50 75 gm,magic sun screen,spf+50,cream
