original_name,drug_name,dose,form
diolax 7.5mg 20*10 tab.,diolax,7.5mg,tab.
diomacte 10 sachet,diomacte,0,sachet
diomacte 1000mg/5ml susp. 60 ml,diomacte,1000mg/5ml,susp.
diomacte 1000mg/5ml susp. 90 ml,diomacte,1000mg/5ml,susp.
diomalin 30 capsule,diomalin,0,capsule
diosact 500 mg 20 tab,diosact,500 mg,tab
diosed 150mg 20 tab.,diosed,150mg,tab.
diosed-c 20 tabs.,diosed-c,0,tabs.
diosimax 600 mg 20 f.c. tabs.,diosimax,600 mg,tabs.
diosmez 120 ml syrup,diosmez,0,syrup
diosmin 600mg 30 f.c.tab.,diosmin,600mg,tab.
diosmin plus 500 mg 30 f.c.tabs.,diosmin plus,500 mg,tabs.
diovan 80mg 28 cap,diovan,80mg,cap
dioven 150mg 30 tab.,dioven,150mg,tab.
dioven 500mg 20 f.c.tabs.(n/a),dioven,500mg,tabs.
dipenacid 125/125mg vial for i.m./i.v. inj.,dipenacid,125/125mg,inj.
dipenacid 250/250mg vial for i.m./i.v. inj.,dipenacid,250/250mg,inj.
dipenacid 500/500mg vial for i.m./i.v. inj.,dipenacid,500/500mg,inj.
dipeptiven 20% i.v. inf. 100 ml,dipeptiven,20%,inf.
dipeptiven 20% i.v. infusion 50 ml,dipeptiven,20%,infusion
dipersan cream 50gm,dipersan,0,cream
diphtheria antitoxin 10000i.u. 10ml vial,diphtheria antitoxin,10000i.u.,vial
dipotensive 10 mg 10 tab.,dipotensive,10 mg,tab.
diprivan 1% (10mg/ml) 5 amp.*20ml,diprivan,10mg/ml,amp.
diprivan 2% vial (n/a),diprivan,2%,vial
diprocortin 1 amp. 2ml,diprocortin,0,amp.
diprofos 1 amp. 2ml,diprofos,0,amp.
diprosalic lotion 30 ml,diprosalic,0,lotion
diprosalic oint. 15 gm,diprosalic,0,oint.
diprosone 0.05% cream 10 gm,diprosone,0.05%,cream
diprosone 0.05% cream 30 gm,diprosone,0.05%,cream
diprosone 0.05% oint. 10 gm,diprosone,0.05%,oint.
diron dextran 1 amp,diron dextran,0,amp
disaar jelly lubricant 100 gm,disaar jelly lubricant,0,jelly lubricant
disartan 160mg 14 caps.,disartan,160mg,caps.
disartan 80mg 14 caps.,disartan,80mg,caps.
disartan-co 160/12.5mg 14 caps.,disartan-co,160/12.5mg,caps.
disartan-co 80/12.5mg 14 caps.,disartan-co,80/12.5mg,caps.
disclose 75 sr 30 tab,disclose,75mg,sr tab
disflatyl 40 mg 30 chew. tabs.,disflatyl,40 mg,chew. tabs.
disler mouth refreshener solution 200ml,disler mouth refreshener,0,solution
dispatigra 10 mg 4 orodispersible tabs.,dispatigra,10 mg,orodispersible tabs.
dispercam 0.5% gel 15 gm,dispercam,0.5%,gel
dispercam 0.5% gel 30 gm,dispercam,0.5%,gel
dispercam 10mg 20 dispersible tab.,dispercam,10mg,dispersible tab.
dispercam 20 mg/ml 6 amp.,dispercam,20 mg/ml,amp.
dispercam 20mg 10 dispersible tab.,dispercam,20mg,dispersible tab.
dispercam 20mg 5 supp.,dispercam,20mg,supp.
disprelone-d 20mg 20 dispersable tabs.,disprelone-d,20mg,dispersable tabs.
disprelone-od 20mg 30 orodispersable tabs.,disprelone-od,20mg,orodispersable tabs.
