original_name,drug_name,dose,form
repaglinide 0.5 mg 30 tabs.,repaglinide,0.5 mg,tabs
repaglinide 1 mg 30 tab.,repaglinide,1 mg,tab
repaglinide 2mg 30 tab,repaglinide,2 mg,tab
repaion-n gel 100 gm,repaion-n,100 gm,gel
repaion-n gel 50 gm,repaion-n,50 gm,gel
repaion-n spray 120 ml,repaion-n,120 ml,spray
repandin 1 mg 10 tab.,repandin,1 mg,tab
repandin 2mg 10 tab.,repandin,2 mg,tab
reparil 40 mg 40 enteric coated tabs.,reparil,40 mg,tabs
reparil ice apray 200 ml,reparil ice,200 ml,spray
reparil-gel n 40 gm,reparil-gel n,40 gm,gel
repatha 140mg/ml 2 pre-filled pens,repatha,140 mg/ml,pre-filled pens
repatha 140mg/ml pre-filled pen,repatha,140 mg/ml,pre-filled pen
repatoxaban 10 mg 10 tabs.,repatoxaban,10 mg,tabs
repatoxaban 15 mg 30 tabs.,repatoxaban,15 mg,tabs
repatoxaban 2.5 mg 30 tabs.,repatoxaban,2.5 mg,tabs
repatoxaban 20 mg 30 tabs.,repatoxaban,20 mg,tabs
repci 10 tablets,repci,0,tablets
replitza 1/500 mg 30 f.c. tabs.,replitza,1/500 mg,tabs
replitza 2/500 mg 30 f.c. tabs.,replitza,2/500 mg,tabs
repo cream 30 gm,repo,30 gm,cream
repo cream 50 gm,repo,50 gm,cream
repoula mouth spray 60 ml,repoula,60 ml,mouth spray
reprodex intimate feminine wash 120ml,reprodex,120 ml,intimate feminine wash
reprodex intimate feminine wash 250ml,reprodex,250 ml,intimate feminine wash
requib-prolib 2 mg 28 prolonged rel. tabs.,requib-prolib,2 mg,tabs
requib-prolib 4 mg 28 prolonged rel. tabs.,requib-prolib,4 mg,tabs
requib-prolib 8 mg 28 prolonged rel. tabs.,requib-prolib,8 mg,tabs
rescuerix 0.4mg/ml im/iv/sc 10 amp.,rescuerix,0.4 mg/ml,amp
rescuvita 20 s.g. caps.,rescuvita,0,s.g. caps
resept soap 80 gm,resept,80 gm,soap
reserva 200 mg 60 caps.,reserva,200 mg,caps
resinokaten 454g powder,resinokaten,454 g,powder
resolor 1 mg 28 f.c. tabs.,resolor,1 mg,tabs
resolor 2 mg 28 f.c. tabs.,resolor,2 mg,tabs
resorcine soap 100 gm,resorcine,100 gm,soap
resource diabetes powder 400 gm,resource diabetes,400 gm,powder
resource junior powder 400 gm,resource junior,400 gm,powder
resource optimum powder 400 gm,resource optimum,400 gm,powder
respatio 20 mg 20 f.c.tabs.,respatio,20 mg,tabs
respenzo 600 mg 10 f.c.tabs.,respenzo,600 mg,tabs
respicef 1gm 10 f.c.tab.,respicef,1 gm,tab
respiflox 750 mg 10 f.c.tabs.,respiflox,750 mg,tabs
respiflox 750 mg 5 f.c. tab,respiflox,750 mg,tab
respimer nasal irrigation kit (30 sachets),respimer,0,nasal irrigation kit
respimer nasal irrigation kit (device+6 sachets),respimer,0,nasal irrigation kit
respipect syrup 120 ml,respipect,120 ml,syrup
respirin 150mg/ml oral drops 20 ml,respirin,150 mg/ml,oral drops
respovan 120 ml syrup,respovan,120 ml,syrup
rest 50 mg cream,rest,50 mg,cream
