original_name,drug_name,dose,form
tetracycline hcl 250 mg 16 caps. usp 24,tetracycline hcl,250 mg,caps
tetracycline hydrochloride 250mg 16caps. usp24,tetracycline hydrochloride,250mg,caps
tetramexin topical cream 15 gm,tetramexin topical,15 gm,cream
tetrasol gel 50 gm,tetrasol,50 gm,gel
tetraspan 6% sol. for iv inf. 500 ml,tetraspan,6%,solution
tetraspan 6% solution for i.v. infusion 500 ml,tetraspan,6%,solution
tetraviton 3 double amp.,tetraviton,0,double amp
teveten 600mg 14 f.c.tab.,teveten,600mg,tab
teveten plus 600/12.5mg 14 f.c.tab.,teveten plus,600/12.5mg,tab
tevon mouth wash (peppermint) 250 ml,tevon (peppermint),250 ml,mouth wash
texacort 0.1% top. lipocream 20 gm,texacort,0.1%,lipocream
texor care oral solution 50ml,texor care,50ml,oral solution
thalidomide,thalidomide,0,0
thalix 100mg 30caps.(illegal import,thalix,100mg,caps
thalix 50mg 30caps.(illegal import,thalix,50mg,caps
thalmotobrin 0.3% eye drops. 5 ml,thalmotobrin,0.3%,eye drops
thalmotobrin d eye dps,thalmotobrin d,0,drops
thalmotobrin d eye drops. 5 ml,thalmotobrin d,5 ml,eye drops
theia tron 30 caps,theia tron,0,caps
thelan nipple cream 40 ml,thelan nipple,40 ml,cream
theo 100mg s.r. 20 caps.,theo,100mg,caps
theo 200mg s.r. 20 caps.,theo,200mg,caps
theo 300mg s.r. 10 caps.,theo,300mg,caps
theofar 100mg s.r. caps.,theofar,100mg,caps
theofar 200mg s.r. 8 caps.,theofar,200mg,caps
theofar 300mg s.r. 8 caps.,theofar,300mg,caps
theophyl -12 200mg 20 tab.,theophyl -12,200mg,tab
theophylline 200mg s.r. 20 tab.,theophylline,200mg,tab
thera-lo 3.2g/100ml oral susp. 100 ml,thera-lo,3.2g/100ml,suspension
theraflu flu&sore throat 6 packet,theraflu flu&sore throat,0,packet
theraginko 240 mg 20 caps.,theraginko,240 mg,caps
theragran hematenic 30 tab.,theragran hematenic,0,tab
theragran stress 28 tab.,theragran stress,0,tab
theragran syrup 90 ml,theragran,90 ml,syrup
theragran- m 28 tab.,theragran- m,0,tab
theraneurin 20 f.c. tab.,theraneurin,0,tab
theravox gel 50 gm,theravox,50 gm,gel
therawash mouth wash 50 ml,therawash,50 ml,mouth wash
therazolide 600 mg 20 f.c. tabs.,therazolide,600 mg,tab
thermo soins,thermo soins,0,0
thiamphenicol 250mg 12caps.,thiamphenicol,250mg,caps
thiamphenicol 250mg-12 cap,thiamphenicol,250mg,cap
thiamphenil 0.75gm vial for i.v. or i.m. inj.,thiamphenil,0.75gm,vial
thiapril 20/12.5mg 20 tab.,thiapril,20/12.5mg,tab
thiazopril .20/12.5-10 tab,thiazopril,0,tab
thiazopril 20/12.5mg 10 tab.,thiazopril,20/12.5mg,tab
thilodex e . drops 5 ml,thilodex e,5 ml,drops
thilomide 0.1% drops 5 ml,thilomide,0.1%,drops
thilomycine 3.5 gm oint,thilomycine,3.5 gm,ointment
thilotears 3 mg eye gel 10 gm,thilotears,3 mg,eye gel
