original_name,drug_name,dose,form
metrozole 125mg/5ml susp. 120 ml,metrozole,125mg/5ml,susp.
metrozole 250mg 20 tab.,metrozole,250mg,tab.
metvildazone 50/1000 mg 30 f.c.tabs.,metvildazone,50/1000 mg,tabs.
mexicam 15mg 20 f.c.tab.,mexicam,15mg,tab.
mexicam 15mg 5 rectal supp.,mexicam,15mg,rectal supp.
mexicam 15mg/3ml i.m. 6 amp.,mexicam,15mg/3ml,amp.
mexicam 7.5mg 20 f.c.tab.,mexicam,7.5mg,tab.
mexitan lotion 200 ml,mexitan,Null,lotion
mexitil 200mg 100 cap,mexitil,200mg,cap
mexmon 200 mg 14 tabs.,mexmon,200 mg,tabs.
mextra 20 pieces,mextra,Null,Null
mextra 30 pieces,mextra,Null,Null
mezdan gel 75 gm,mezdan,Null,gel
mezdan spray 100 ml,mezdan,Null,spray
mfs plus 120 veg. caps.,mfs plus,Null,veg. caps.
mfs pro 120 capsule,mfs pro,Null,capsule
mi kids lotion 110 ml,mi kids,Null,lotion
mi kids shampoo 90 ml,mi kids,Null,shampoo
miacalcic 100 i.u/ml 5 amps. for i.m./i.v./s.c inj.,miacalcic,100 i.u/ml,amps.
miacalcic 200 i.u./ml nasal spray 2 ml,miacalcic,200 i.u./ml,nasal spray
miacalcic 200 i.u./ml nasal spray 3 bottles,miacalcic,200 i.u./ml,nasal spray
miacalcic 50 i.u/ml 5 amp. for i.m./i.v./s.c inj.,miacalcic,50 i.u/ml,amp.
miancea cream 50 gm,miancea,Null,cream
mica 30 tab,mica,Null,tab
micard 20mg 30 cap,micard,20mg,cap
micard 30mg 30 cap,micard,30mg,cap
micardis 40 mg 28 tabs.,micardis,40 mg,tabs.
micardis 80 mg 28 tabs.,micardis,80 mg,tabs.
micardis plus 40/12.5mg 28 tab.,micardis plus,40/12.5mg,tab.
micardis plus 80/12.5mg 28 tab.,micardis plus,80/12.5mg,tab.
micardis plus 80/25 mg 28 tab,micardis plus,80/25 mg,tab
micazole 2% oral gel 20 gm,micazole,2%,oral gel
micazole 2% oral gel 40 gm,micazole,2%,oral gel
michaelon 20 tab.,michaelon,Null,tab.
miclox 500mg 10 caps.,miclox,500mg,caps.
mico oral 2% oral gel 30 gm,mico oral,2%,oral gel
mico oral gel 30 gm,mico,Null,oral gel
micoban 100mg 7 vaginal supp.,micoban,100mg,vaginal supp.
micoban 2% cream 20 gm,micoban,2%,cream
micoban 2% topical powder 10 gm,micoban,2%,topical powder
micoban 2% topical soln. 30 ml,micoban,2%,topical soln.
micoban oral gel 20 gm,micoban,Null,oral gel
miconaz 2% cream 20 gm,miconaz,2%,cream
miconaz 2% liquid spray 60 ml,miconaz,2%,liquid spray
miconaz 2% oral gel 20 gm,miconaz,2%,oral gel
miconaz 2% powder 20 gm,miconaz,2%,powder
miconaz 2% powder spray 60 ml,miconaz,2%,powder spray
miconaz 400mg 3 vaginal ovules,miconaz,400mg,vaginal ovules
miconaz-h topical emulgel 20 gm,miconaz-h,Null,topical emulgel
miconol 2% cream 15 gm,miconol,2%,cream
