original_name,drug_name,dose,form
skn-film cream 50 ml,skn-film,50 ml,cream
skomidfare 120 ml syrup,skomidfare,120 ml,syrup
skrofad cream 100 gm,skrofad,100 gm,cream
skryt scar gel 30 gm,skryt scar,30 gm,gel
skykur cream 120 gm,skykur,120 gm,cream
skykur cream 60 gm,skykur,60 gm,cream
skykur gel 120 gm,skykur,120 gm,gel
skyrizi 75 mg/0.83 ml 2 prefilled syringe,skyrizi 2,75 mg/0.83 ml,prefilled syringe
slavk 60mg 3 tabs.,slavk 3,60mg,tab
sleep support 30 cap,sleep support,30 cap,cap
sleep-aid 10mg 10 tab.,sleep-aid,10mg,tab
sleep-aid 5mg 10 tab.,sleep-aid,5mg,tab
sleepback 10 mg 14 caps.,sleepback,10 mg,cap
sleepcan 30 tabs,sleepcan,30 tabs,tab
sleepez 1 mg 20 f.c.tabs.,sleepez 20,1 mg,f.c.tabs
sleepez 2mg 20 f.c. tabs.,sleepez 20,2mg,f.c.tabs
sleepez 3 mg 30 f.c.tabs.,sleepez 30,3 mg,f.c.tabs
sleepoclone 2 mg 10 f.c. tabs.,sleepoclone 10,2 mg,f.c.tabs
sleevar 30 sachets,sleevar,30 sachets,sachet
sleevar 60 caps,sleevar,60 caps,cap
sleevar iron 30 caps,sleevar iron,30 caps,cap
sleptonin 1mg drops 30 ml,sleptonin,1mg,drops
sleptonin 5mg 30 tabs jar,sleptonin 30,5mg,tab
slim fast chocolate 884 gm,slim fast chocolate,884 gm,0
slim safe 120mg 30 caps.,slim safe,120mg,cap
slim taste  1 gm 100 sachets,slim taste 100,1 gm,sachet
slim taste 1 gm 100 tab,slim taste 100,1 gm,tab
slim taste 1 gm 25 sachets,slim taste 25,1 gm,sachet
slim taste 1 gm 300 tabs,slim taste 300,1 gm,tab
slim taste 1 gm 50 sachets,slim taste 50,1 gm,sachet
slim taste 1 gm 75 sachets,slim taste 75,1 gm,sachet
slim trim 30 caps.,slim trim,30 caps,cap
slim weight loss patc,slim weight loss,0,patc
slimanizer 30 caps.,slimanizer,30 caps,cap
slimax 10mg 30 cap,slimax,10mg,cap
slimcado 30 caps.,slimcado,30 caps,cap
slimmer sweetener 100 sachets,slimmer sweetener 100,0,sachet
slimmer sweetener 300 sachets,slimmer sweetener 300,0,sachet
slimmer sweetener 50 sachets,slimmer sweetener 50,0,sachet
slow k 600mg 20 f.c.tab.,slow k 20,600mg,f.c.tab
slow zem 120 mg 10 cap,slow zem 10,120 mg,cap
slow zem 180 mg 10 cap,slow zem 10,180 mg,cap
slow zem 90 mg 10 cap,slow zem 10,90 mg,cap
slow- k- 600 mg 20 tab,slow- k- 20,600 mg,tab
slow-zem 120mg 10 caps.,slow-zem 10,120mg,cap
slow-zem 180mg 10 caps.,slow-zem 10,180mg,cap
slow-zem 90mg 10 caps.,slow-zem 10,90mg,cap
slowurge 10 mg 10 f.c.tabs.,slowurge 10,10 mg,f.c.tabs
slowurge 10 mg 30 f.c.tabs,slowurge 30,10 mg,f.c.tabs
slynd 4 mg 28 f.c. tabs.,slynd 28,4 mg,f.c.tabs
