original_name,drug_name,dose,form
myocool massage gel 60 gm,myocool massage,60 gm,gel
myocool massage spray 200 ml,myocool massage,200 ml,spray
myocrisin 50 mg 10 amp 0.5 ml,myocrisin,50 mg,amp
myodonia 25 mg 30 f.c. tabs,myodonia,25 mg,tab
myodonia 25 mg 30 f.c. tabs.,myodonia,25 mg,tab
myodonia 50 mg 30 f.c. tabs,myodonia,50 mg,tab
myodura 10 mg 30 tab.,myodura,10 mg,tab
myodura 5 mg 30 tab.,myodura,5 mg,tab
myofen 30 caps,myofen,0,cap
myofit 10% cream 30 gm,myofit,10%,cream
myoflex 10 tab,myoflex,0,tab
myogrel 75mg 30 f.c. tab,myogrel,75mg,tab
myogrel plus 75/75mg 30 f.c. tab,myogrel plus,75/75mg,tab
myolastan 50mg 20 coated tab,myolastan,50mg,tab
myolastan 50mg 20 coated tab.,myolastan,50mg,tab
myolax 20 caps.,myolax,0,cap
myoldin 4mg 20 tab.,myoldin,4mg,tab
myoleptin cla 1000 mg 90 softgels (illegal import),myoleptin cla,1000 mg,softgel
myoleptin cla 1500 mg 90 softgels (illegal import),myoleptin cla,1500 mg,softgel
myoleptin cla extreme 104 softgels (illegal import),myoleptin cla extreme,0,softgel
myolgin 250/300mg 20 caps.,myolgin,250/300mg,cap
myonil 10 sachet,myonil,0,sachet
myoprox 250mg 20 f.c.tab.,myoprox,250mg,tab
myorel cream 50 gm,myorel,50 gm,cream
myorel spray 60ml,myorel,60ml,spray
myorelax 10 caps.,myorelax,0,cap
myotroxin 30 tabs.,myotroxin,0,tab
myrin 100 mg 30 tabs. ss,myrin,100 mg,tab
myrnagest 20 tab,myrnagest,0,tab
mystro-cal 800mg 20 tab,mystro-cal,800mg,tab
myvit syrup,myvit,0,syrup
n p b oint,n p b,0,ointment
n- epia 9 cap,n- epia,0,cap
n.a.d 400 mg 20 cap,n.a.d,400 mg,cap
n.p plus cream 50 gm,n.p plus,50 gm,cream
nabalgin 50% drops 10 ml,nabalgin,50%,drop
nabutone 500mg 10 f.c. tab.,nabutone,500mg,tab
nabutone 750mg 5 f.c.tab.,nabutone,750mg,tab
nabuxan 500mg 20 coated tab.,nabuxan,500mg,tab
nactalia 1 milk 400 gm,nactalia 1,400 gm,milk
nactalia 2 milk 400 gm,nactalia 2,400 gm,milk
nactalia premature milk 400 gm,nactalia premature,400 gm,milk
nada hair oil,nada hair,0,oil
nadaseline gel,nadaseline,0,gel
nadina soap 100 gm,nadina,100 gm,soap
nadvulg 1% topical cream 25 gm,nadvulg,1%,cream
nafenira eye drops 15 ml,nafenira eye,15 ml,drop
naftidur 200mg 20 caps.,naftidur,200mg,cap
naglovic 750 mg 10 f.c.tabs.,naglovic,750 mg,tab
nail 15 topical lotion 15 ml,nail 15 topical,15 ml,lotion
