original_name,drug_name,dose,form
seem peppermint lozenges,seem peppermint,0,lozenges
seem strawberry 22 lozenges,seem strawberry,22 mg,lozenges
seem sugar free 16 lozenges,seem sugar free,16 mg,lozenges
seemly mouth wash 250 ml,seemly,250 ml,mouth wash
seezar d3 drops 10 ml,seezar d3,10 ml,drops
seezar vita c drops 15ml,seezar vita c,15ml,drops
seizocalm 50 mg 10 caps.,seizocalm,50 mg,caps.
seizolow 200mg/ml oral dps.,seizolow,200mg/ml,oral dps.
seizolow 250mg/5ml syrup 120ml,seizolow,250mg/5ml,syrup
seizurless 1000 mg 30 f.c.tabs.,seizurless,1000 mg,tabs.
seizurless 100mg/ml oral solution 120 ml,seizurless,100mg/ml,oral solution
seizurless 500mg 30 f.c. tab.,seizurless,500mg,tab.
seizurless 500mg xr 30 f.c. tab.,seizurless xr,500mg,tab.
seizurless xr 750 mg 30 f.c.tabs.,seizurless xr,750 mg,tabs.
sekem 6 intest. 10 fil.- 6 laxative 10 fil.,sekem intest. laxative,0,fil.
sekem 6 kidney 10 fil.- 6 diorraha 10 fil.,sekem kidney diorraha,0,fil.
sekem antidiarrhoea herbs 10 filter bags,sekem antidiarrhoea herbs,10 mg,filter bags
sekem aquabino (baby calm) drink 200 gm jar,sekem aquabino (baby calm) drink,200 gm,jar
sekem baby calm drink 10 sachets,sekem baby calm drink,10 mg,sachets
sekem baby calm herbs 15 filter bags,sekem baby calm herbs,15 mg,filter bags
sekem biolax 7 sachet 5 gm,sekem biolax,5 gm,sachet
sekem calm  10 filter bags,sekem calm,10 mg,filter bags
sekem calm 15 filter,sekem calm,15 mg,filter
sekem chamomile 1.5 gm 12 filters,sekem chamomile,1.5 gm,filters
sekem cough herbs 15 bags,sekem cough herbs,15 mg,bags
sekem cough herbs 15 filter bags,sekem cough herbs,15 mg,filter bags
sekem diarrhoea herbs 10 filter,sekem diarrhoea herbs,10 mg,filter
sekem evening cup - hibiscus - anise,sekem evening hibiscus - anise,0,cup
sekem evening cup(12 sachet),sekem evening cup,12 mg,sachet
sekem flu 1.5gm 10/bags,sekem flu,1.5gm,bags
sekem flu 1.5gm 15bags,sekem flu,1.5gm,bags
sekem flu herbs 15 filter bags,sekem flu herbs,15 mg,filter bags
sekem gel anti-bacterial hand wash 60 ml,sekem gel anti-bacterial hand,60 ml,wash
sekem hepatic herbs,sekem hepatic,0,herbs
sekem hepatic herbs 1.5 gm 10 bags,sekem hepatic herbs,1.5 gm,bags
sekem herbs 10 filter,sekem herbs,10 mg,filter
sekem herbs cough 10 filter,sekem herbs cough,10 mg,filter
sekem herbs for anxiety 10 filter,sekem herbs anxiety,10 mg,filter
sekem immune boosting tea 10 filter bags,sekem immune boosting tea,10 mg,filter bags
sekem intestinal herbs 10 filter bags,sekem intestinal herbs,10 mg,filter bags
sekem lactagogue 10 bags 1.5gm,sekem lactagogue,1.5gm,bags
sekem lactagogue herbs 15 filter bags,sekem lactagogue herbs,15 mg,filter bags
sekem laxative 50 bags,sekem laxative,50 mg,bags
sekem laxative herbs 1.5 gm 10 filters,sekem laxative herbs,1.5 gm,filters
sekem laxi herbs 15 filter bags,sekem laxi herbs,15 mg,filter bags
sekem mood herbs 10 filter bags,sekem mood herbs,10 mg,filter bags
sekem morning cup (12 sachet),sekem morning cup,12 mg,sachet
sekem morning cup hibiscus-anise,sekem morning hibiscus-anise,0,cup
sekem psycho 10 pack,sekem psycho,10 mg,pack
sekem regime 60 tab,sekem regime,60 mg,tab
