original_name,drug_name,dose,form
dolascar gel,dolascar,0,gel
dolaspray 1% topical spray 50 ml,dolaspray,1%,topical spray
dolcicana 1 gm 50 sachets,dolcicana,1 gm,sachets
dolcicana 1 gm*100 sachets,dolcicana,1 gm,sachets
dolcicana 1 gm*25 sachets,dolcicana,1 gm,sachets
dolcyl 1mg 30 tab.,dolcyl,1mg,tab
dolcyl 2mg 30 tab.,dolcyl,2mg,tab
dolcyl 3mg 30 tab.,dolcyl,3mg,tab
dolcyl 4mg 30 tab.,dolcyl,4mg,tab
dolcyl 6mg 30 tab.,dolcyl,6mg,tab
dolcyl m 2/1000mg 20 f.c. tab,dolcyl m,2/1000mg,tab
dolcyl m 2/500mg 20 f.c. tab,dolcyl m,2/500mg,tab
doli cal 30 chew. pieces,doli cal,0,chewable pieces
doliprane 1 gm 15 tabs.,doliprane,1 gm,tabs
doliprane 1 gm 8 tabs.,doliprane,1 gm,tabs
doliprane 1gm 8 sachets,doliprane,1gm,sachets
dolitt cream 30 gm,dolitt,0,cream
dolitt cream 50 gm,dolitt,0,cream
doljex massage gel 100 gm,doljex,0,massage gel
dollseric 30 cap,dollseric,0,cap
dolnerva 30 caps,dolnerva,0,caps
dolo-d 20 tab.,dolo-d,0,tab
dolo-d oral susp. 115 ml,dolo-d,0,oral susp
dolo-d oral susp. 60 ml,dolo-d,0,oral susp
dolo-d plus 20 tabs.,dolo-d plus,0,tabs
dolo-d plus oral susp. 115 ml,dolo-d plus,0,oral susp
doloban 250mg 10 tab,doloban,250mg,tab
dolobid 500mg 20 tab,dolobid,500mg,tab
dologel gingival gel 15 ml,dologel,0,gingival gel
dologel gingival gel 25 ml,dologel,0,gingival gel
doloket 100mg/2ml i.m. 5 amps.,doloket,100mg/2ml,i.m. amps
doloket 2.5% top. gel 15 gm,doloket,2.5%,topical gel
doloket 50mg 10 f.c. tabs.,doloket,50mg,tabs
dolomine 0.5gm/100ml eye drops 5 ml,dolomine,0.5gm/100ml,eye drops
dolomine sterile 15mg/ml i.v./i.m. 3 amp.,dolomine sterile,15mg/ml,i.v./i.m. amp
dolozal 500mg 10 tab.,dolozal,500mg,tab
dolphin 12.5mg 10 supp,dolphin,12.5mg,supp
dolphin 25 mg 10 supp.,dolphin,25 mg,supp
dolphin 3% topical gel 30 gm,dolphin,3%,topical gel
dolphin 5% topical gel 30 gm,dolphin,5%,topical gel
dolphin 50mg 10 supp,dolphin,50mg,supp
dolphin 75mg/3ml i.m 3 ampoule,dolphin,75mg/3ml,i.m. ampoule
dolphin k 15mg/ml oral drops 15 ml,dolphin k,15mg/ml,oral drops
dolphin k 25mg 20 f.c. tab,dolphin k,25mg,tab
dolphin k 50mg 20 f.c. tab.,dolphin k,50mg,tab
dolphin k 75mg 5 supp.,dolphin k,75mg,supp
dolphin k 75mg s.r. 20 caps.,dolphin k,75mg,caps
dolphin k 75mg/3ml i.m. 3 amp,dolphin k,75mg/3ml,i.m. amp
dolphin k 75mg/3ml i.m. 6 amp,dolphin k,75mg/3ml,i.m. amp
dolzinc-c strips  30 caps,dolzinc-c,0,caps
