original_name,drug_name,dose,form
blincorest 125 mg 30 chew. tabs.,blincorest,125 mg,chewable tablets
blincorest co 2/125mg 30 chew. tabs.,blincorest co,2/125mg,chewable tablets
blincorest plus 125/500mg 30 chew. tabs.,blincorest plus,125/500mg,chewable tablets
blinga-d 20 capsules,blinga-d,0,capsules
blink intensive tears eye drops 10 ml,blink intensive tears,10 ml,eye drops
blobik antidandruff shampoo,blobik antidandruff,0,shampoo
block alpha 0.4 mg mr 30 caps.,block alpha,0.4 mg,capsules
blockadipine 10mg 10 f.c. tablets,blockadipine,10mg,tablets
blockadipine 10mg 20 f.c. tablets,blockadipine,10mg,tablets
blockadipine 20 mg 10 f.c. tabs,blockadipine,20 mg,tablets
blockadipine 20 mg 20 f.c. tabs,blockadipine,20 mg,tablets
blockopecia 5% topical solution 60 ml,blockopecia,5%,topical solution
blofordex 30 capsules,blofordex,0,capsules
bloicin-s 15 units vial,bloicin-s,15 units,vial
blokatens 10/160mg 28 f.c.tabs.,blokatens,10/160mg,tablets
blokatens 5/160mg 28 f.c. tab,blokatens,5/160mg,tablets
blokatens 5/80mg 28 f.c. tab,blokatens,5/80mg,tablets
blokium 100mg 15 tab.,blokium,100mg,tablets
blokium 50 mg 15 tab.,blokium,50 mg,tablets
blokium diu 100/25mg 15 tab.,blokium diu,100/25mg,tablets
bloodstop ix 10x20 cm 12 patches,bloodstop ix,0,patches
bloodstop ix 5x10 cm 12 patches,bloodstop ix,0,patches
bloodstop ix 5x35 cm 12 patches,bloodstop ix,0,patches
bloom cream 120 gm,bloom,120 gm,cream
bloom ville 30 tabs.,bloom ville,0,tablets
blopik hair lotion 250 ml,blopik hair,250 ml,lotion
blopress 16mg 28 tab.,blopress,16mg,tablets
blopress 8mg 28 tab.,blopress,8mg,tablets
blopress plus 16/12.5 mg 28 tabs.,blopress plus,16/12.5 mg,tablets
blopress plus 8/12.5mg 28 tabs,blopress plus,8/12.5mg,tablets
blosed 20 capsule,blosed,0,capsule
blotagril 75mg 30 f.c. tabs,blotagril,75mg,tablets
bloton 30 pieces,bloton,0,pieces
bloximin 20 capsules,bloximin,0,capsules
blozon iron sachets,blozon iron,0,sachets
blu-spot isotonic 70 ml nasal spray,blu-spot isotonic,70 ml,nasal spray
blue iron liquid/syrup 250 ml,blue iron,250 ml,liquid/syrup
blue ox 20 tabs.,blue ox,0,tablets
blue shampoo 250ml,blue,250ml,shampoo
bluebell sunscreen cream 50+spf 75 gm,bluebell sunscreen,75 gm,cream
bluebell whitening cream 50 gm,bluebell whitening,50 gm,cream
bobai aftersun gel 200 gm,bobai aftersun,200 gm,gel
bobai hand sanitizer gel 60 ml,bobai hand sanitizer,60 ml,gel
bobai hand sanitizer gel 80 ml,bobai hand sanitizer,80 ml,gel
bobai sport water resistant sunscreen spray 200 ml,bobai sport water resistant sunscreen,200 ml,spray
bobai sun block cream spf 80 - 50 gm,bobai sun block,50 gm,cream
bobai sun block tinted cream spf 80 - 75 gm,bobai sun block tinted,75 gm,cream
bobai sun screen hydro gel spf 50 - 60 ml,bobai sun screen hydro,60 ml,gel
bobai sun screen kids lotion spf 30 - 200 ml,bobai sun screen kids,200 ml,lotion
bobai sun screen lotion spf 45 - 120 ml,bobai sun screen,120 ml,lotion
