original_name,drug_name,dose,form
flub 20mg/ml susp. 30ml,flub,20mg/ml,susp.
fluben 100mg 6 tab.,fluben,100mg,tab.
flubenzole 100mg 6 tab.,flubenzole,100mg,tab.
flubenzole 2% oral susp. 30ml,flubenzole,2%,oral susp.
flubronk 200mg 10 sachets,flubronk,200mg,sachets
flubronk 600mg 10 eff tabs,flubronk,600mg,eff tabs
fluby-x 20 tab,fluby-x,0,tab
fluca eye susp. drop 5 ml,fluca,0,eye susp. drop
flucalm oral solution 120 ml,flucalm,0,oral solution
flucamox 1gm vial,flucamox,1gm,vial
flucamox 250mg 12 caps.,flucamox,250mg,caps.
flucamox 250mg/5ml susp. 80ml,flucamox,250mg/5ml,susp.
flucamox 500mg 12 caps,flucamox,500mg,caps
flucamox 500mg vial,flucamox,500mg,vial
flucand 2mg/ml vial for inf.,flucand,2mg/ml,vial
flucazonil 25mg/5ml syrup 70 ml,flucazonil,25mg/5ml,syrup
flucillin 500mg 8 cap,flucillin,500mg,cap
flucon 0.1% eye drops 5 ml,flucon,0.1%,eye drops
flucoral 150mg 2 caps.,flucoral,150mg,caps.
fluctobar 1 vial,fluctobar,0,vial
fluctobar 2mg/ml vial for i.v. inf.,fluctobar,2mg/ml,vial
fludara 10 mg 20 f.c. tab,fludara,10 mg,tab
fludara 50mg 5 i.v vial,fludara,50mg,i.v vial
fludconrizole 150mg 1 caps.,fludconrizole,150mg,caps.
flugenil 600 - 10 vaginal ovules,flugenil,600mg,vaginal ovules
flugenil vaginal gel 5 applicators 30 ml,flugenil,0,vaginal gel
fluimucil 300mg/3ml 5 ampoules,fluimucil,300mg/3ml,ampoules
fluimucil 600mg 10 eff. tabs.,fluimucil,600mg,eff. tabs.
fluires nasal spray 100 ml,fluires,0,nasal spray
flukit 20 tab.,flukit,0,tab.
flumazenil inresa 0.5mg/5ml 5 i.v. amps.ss,flumazenil inresa,0.5mg/5ml,i.v. amps.
flumetol s 0.1% sterile eye drops,flumetol s,0.1%,sterile eye drops
flumetol s 5 ml eye drops,flumetol s,0,eye drops
flumitol 5 ml eye drops,flumitol,0,eye drops
flumocin 1gm vial,flumocin,1gm,vial
flumocin 250mg 12caps.,flumocin,250mg,caps.
flumocin 500mg 8 caps.,flumocin,500mg,caps.
flumocin 500mg vial,flumocin,500mg,vial
flumol 120ml syrup,flumol,0,syrup
flumol syrup 120ml,flumol,0,syrup
flumox 1000mg 15 f.c. tabs.,flumox,1000mg,tabs.
flumox 1gm i.m/i.v. vial,flumox,1gm,i.m/i.v. vial
flumox 250mg 12 caps.,flumox,250mg,caps.
flumox 250mg/5ml susp. 100ml,flumox,250mg/5ml,susp.
flumox 500mg 16 caps,flumox,500mg,caps
flumox 500mg vial,flumox,500mg,vial
flunzapine 12/25 mg 20 caps.,flunzapine,12/25 mg,caps.
flunzapine 12/50 mg 20 capsules,flunzapine,12/50 mg,capsules
flunzapine 6/25 mg 20 capsules,flunzapine,6/25 mg,capsules
flunzapine 6/50 mg 20 caps.,flunzapine,6/50 mg,caps.
