original_name,drug_name,dose,form
egycusate plus 30 f.c. tabs,egycusate plus,0,tabs
egyfast cream 75 gm,egyfast,75 gm,cream
egyferon 1 m.i.u. vial,egyferon,1 m.i.u.,vial
egyferon 3 m.i.u. vial,egyferon,3 m.i.u.,vial
egyferon 5 m.i.u. vial,egyferon,5 m.i.u.,vial
egyfine cream 50 gm,egyfine,50 gm,cream
egyfreeze massage gel,egyfreeze,0,massage gel
egygastreaz 100mg/5ml pd. for oral 60ml susp,egygastreaz,100mg,susp
egygastreaz 500mg 20 tab.,egygastreaz,500mg,tab
egymega 120 ml syrup,egymega,120 ml,syrup
egymov 1300 mg  30 tabs,egymov,1300 mg,tabs
egynir 125mg/5ml pd. for oral susp. 60ml,egynir,125mg,susp
egynir 300mg 10 cap,egynir,300mg,cap
egypress 10mcg/dose nasal spray 2.5 ml,egypress,10mcg,nasal spray
egypro 5 mg 30 tablets,egypro,5 mg,tablets
egyram 1gm/5ml syrup 120ml,egyram,1gm,syrup
egyram 800 mg 20 f.c.tab.,egyram,800 mg,tab
egyram800 mg 10 tab,egyram,800 mg,tab
egyresolve 250mg soft gelatin 10capsules,egyresolve,250mg,capsules
egytar antidandruff shampoo 200 ml,egytar,200 ml,antidandruff shampoo
egyurso 500 mg 7 f.c.tabs,egyurso,500 mg,tabs
egyurso 500mg 7 f.c.tab.,egyurso,500mg,tab
egyverj cream 30 gm,egyverj,30 gm,cream
egyzan cream 50ml,egyzan,50ml,cream
eimicamtin 1mg/ml 4mg vial(n/a yet),eimicamtin,1mg,vial
eisen 30 chew. tabs.,eisen,0,tabs
ejadaxtin 30 mg 3 f.c. tabs.,ejadaxtin,30 mg,tabs
ekmasonid 9 mg 10 e.r.f.c.tabs.,ekmasonid,9 mg,tabs
eko firming cream 100 gm,eko,100 gm,firming cream
eko lightening cream 75 gm,eko,75 gm,lightening cream
eko vag.douche 200 ml,eko,200 ml,vag.douche
el nasr solvent for antibiotics-dry mix 50ml,el nasr solvent,50ml,solvent
ela cool cream 60gram,ela cool,60gram,cream
elanoglo 30 f.c. tabs.,elanoglo,0,tabs
elarpic 20 mg 20 f.c.tabs.,elarpic,20 mg,tabs
elasta baby cream 30 gm,elasta,30 gm,baby cream
elasticin 30 caps.,elasticin,0,caps
elasticin ds 30 f.c. tablet,elasticin ds,0,tablet
elaxicopa 1 mg 10 f.c. tab.,elaxicopa,1 mg,tab
elaxicopa 4mg 10 f.c. tab,elaxicopa,4mg,tab
elaxicopa 4mg 10 f.c. tab.,elaxicopa,4mg,tab
elballerge 30mg/5ml susp. 100 ml,elballerge,30mg,susp
elbaluran 120 mg 30 f.c. tabs.,elbaluran,120 mg,tabs
elbaluran 20 mg 30 f.c. tabs.,elbaluran,20 mg,tabs
elbaluran 40 mg 30 f.c. tabs.,elbaluran,40 mg,tabs
elbaluran 60 mg 30 f.c. tabs.,elbaluran,60 mg,tabs
elbaluran 80 mg 30 f.c. tabs.,elbaluran,80 mg,tabs
elbasan 7% topical solution 60m l,elbasan,7%,topical solution
elbavit syrup 60 ml,elbavit,60 ml,syrup
elbavit with iron syrup 60 ml,elbavit with iron,60 ml,syrup
