original_name,drug_name,dose,form
globinex 24 chew. candy,globinex,0,chew. candy
globisolone 1gm i.v./i.m. lyophilized powder vial,globisolone,1gm,i.v./i.m. lyophilized powder vial
globisolone 500mg i.v./i.m. lyophilized powder vial,globisolone,500mg,i.v./i.m. lyophilized powder vial
globrind 17 mg 20 caps,globrind,17mg,caps
globulin .5 gm * i v * 1 vial,globulin,.5gm,i v vial
globulin 2.5 gm * i v * 1 vial,globulin,2.5gm,i v vial
globvitron 30 capsule,globvitron,30mg,capsule
glomethasone 8mg/2ml im/iv 3 amp,glomethasone,8mg/2ml,im/iv amp
glonervya 75 mg 30 caps.,glonervya,75mg,caps.
glopamil 10 tab,glopamil,10mg,tab
glopamil 120mg s.r.caps.,glopamil,120mg,s.r.caps.
glopamil 240mg s.r.caps.,glopamil,240mg,s.r.caps.
glopamil s r 120 mg- 10 cap,glopamil s r,120mg,cap
glopamil s r 240 mg- 10 cap,glopamil s r,240mg,cap
glopateca 30capsules,glopateca,30mg,capsules
gloriagent 0.1% cream 15 gm,gloriagent,0.1%,cream
glorine sachets,glorine,0,sachets
glossy hair antifrizz serum 100 ml,glossy hair antifrizz,100ml,serum
glossy hair conditioner cream 250 ml,glossy hair conditioner,250ml,cream
glossy hair shampoo 250 ml,glossy hair,250ml,shampoo
glovitron 30 capsule,glovitron,30mg,capsule
glow hair serum 100 ml,glow hair,100ml,serum
glozithro 500mg vial,glozithro,500mg,vial
glucafene syrup 120ml,glucafene,120ml,syrup
glucafene syrup-120 ml,glucafene,120ml,syrup
glucagen 1mg/ml vial,glucagen,1mg/ml,vial
glucerna powder 400 gm,glucerna,400gm,powder
glucoadjust 12.5/500 mg 30 f.c. tabs.,glucoadjust,12.5/500 mg,tabs.
glucoadjust 5/500 mg 30 f.c. tabs.,glucoadjust,5/500 mg,tabs.
glucobay 100 mg 30 tab,glucobay,100mg,tab
glucobay 50mg 30 tab.,glucobay,50mg,tab.
glucofer 300mg 60 sugar coated tab.,glucofer,300mg,sugar coated tab.
glucoformin 500 mg 20 tab,glucoformin,500mg,tab
glucoformin 500 mg 80 tab,glucoformin,500mg,tab
glucoguard 20 caps.,glucoguard,0,caps.
glucohydran 10 sachet.,glucohydran,0,sachet.
glucoless 2mg 20 tabs. (n/a yet),glucoless,2mg,tabs.
glucoless 4mg 20 tabs.,glucoless,4mg,tabs.
glucolight xr 1000mg 30 ex. rel .f.c. tab.,glucolight xr,1000mg,ex. rel . tab.
glucolight xr 500mg 30 f.c.tab.,glucolight xr,500mg,tab.
glucolynamine i.v 6 amps.,glucolynamine,0,i.v amps.
gluconorm 0.5 mg 30 tab.,gluconorm,0.5mg,tab.
gluconorm 1 mg 30 tab.,gluconorm,1mg,tab.
gluconorm 2 mg 30 tab,gluconorm,2mg,tab
gluconorm 2 mg 30 tab.,gluconorm,2mg,tab.
glucophage 1000 mg 30 f.c.tabs.,glucophage,1000mg,tabs.
glucophage 500 mg 50 f.c.tabs.,glucophage,500mg,tabs.
glucophage xr 1000 mg 30 tabs.,glucophage xr,1000mg,tabs.
glucophage xr 500 mg 30 tabs.,glucophage xr,500mg,tabs.
glucophos 1ml 10 vial,glucophos,1ml,vial
