original_name,drug_name,dose,form
haes steril 10% i.v inf,haes steril,10%,i.v inf
haes steril 500 ml inf,haes steril,500 ml,inf
haes-steril 10% i.v.infusion (n/a),haes-steril,10%,i.v.infusion
haes-steril 6% i.v.infusion,haes-steril,6%,i.v.infusion
hair act 5% topical soln. 60 ml,hair act,5%,topical soln.
hair dream oil 100ml,hair dream,100ml,oil
hair follicle booster,hair follicle booster,0,0
hair gain 2% lotion 50 ml,hair gain,2%,lotion
hair gain 50ml lotion,hair gain,50ml,lotion
hair mix cream,hair mix,0,cream
hair mix hair cream 120 gm,hair mix hair,120 gm,cream
hair mix hair mask 200 ml,hair mix hair,200 ml,mask
hair mix lotion,hair mix,0,lotion
hair mix serum 10 vials*5ml,hair mix,10 vials*5ml,serum
hair mix shampoo 250 ml,hair mix,250 ml,shampoo
hair plex hair oil 120 ml,hair plex hair,120 ml,oil
hair plex hair oil 60 ml,hair plex hair,60 ml,oil
hair plex hair shampoo 125 ml,hair plex hair,125 ml,shampoo
hair plus-back 2% scalp lotion 100 ml,hair plus-back,2%,scalp lotion
hair plus-back 5% foam 100 ml,hair plus-back,5%,foam
hair plus-back 5% lotion,hair plus-back,5%,lotion
hair queen hair nutrients serum 100ml,hair queen hair nutrients,100ml,serum
hair skin and nails formula 60 caplets (illegal import),hair skin and nails formula,60 caplets,caplets
hair stabil hair shampoo 100ml,hair stabil hair,100ml,shampoo
hair stabil hair tonic 100ml,hair stabil hair,100ml,tonic
hair tone 40 caps,hair tone,40 caps,caps
hair tonic lotion,hair tonic,0,lotion
hair tree 3 oil,hair tree,3mg,oil
hair up lotion 120 ml,hair up,120 ml,lotion
hair up lotion 60 ml,hair up,60 ml,lotion
hair up oil spray 120 ml,hair up,120 ml,oil spray
hair up shampoo,hair up,0,shampoo
hair vive shampoo 200 ml,hair vive,200 ml,shampoo
hair-clinic anti-dandruff shampoo 125 gm,hair-clinic anti-dandruff,125 gm,shampoo
hair-clinic dry hair shampoo 125 gm,hair-clinic dry hair,125 gm,shampoo
hair-clinic hair mask 150 gm,hair-clinic hair,150 gm,mask
haira zoom lotion 120 ml,haira zoom,120 ml,lotion
hairbri hair lotion 120 ml,hairbri hair,120 ml,lotion
hairbri hair serum 120 ml,hairbri hair,120 ml,serum
hairbri hair shampoo 250 ml,hairbri hair,250 ml,shampoo
haireka shampoo 250ml,haireka,250ml,shampoo
hairgrew lotion 60 ml,hairgrew,60 ml,lotion
hairminox 2% hair solution 100 ml,hairminox,2%,hair solution
hairodex anti-dandruff shampoo 250 ml,hairodex anti-dandruff,250 ml,shampoo
hairodex hair cream 100 gm,hairodex hair,100 gm,cream
hairodex hair serum 120 ml,hairodex hair,120 ml,serum
hairodex hair shampoo 200 ml,hairodex hair,200 ml,shampoo
hairodex hair shampoo 250 ml,hairodex hair,250 ml,shampoo
hairoglobe 2% lotion 60 ml,hairoglobe,2%,lotion
hairowth hair conditioner 150 ml,hairowth hair,150 ml,conditioner
