original_name,drug_name,dose,form
miradol cream 50 gm,Miradol,50 gm,cream
mirage 1 gm i.v. vial,Mirage,1 gm,i.v. vial
mirage 500 mg i.v.vial,Mirage,500 mg,i.v. vial
mirage cream 50 gm,Mirage,50 gm,cream
mirano trolita 360 ml ors,Mirano trolita,360 ml,oral solution
mirapro n 20mg 20caps. (n/a),Mirapro n,20mg,capsules
mirazid 300 mg 12 caps. (n/a),Mirazid,300 mg,capsules
mircera 100mcg /0.3ml prefilled syringe,Mircera,100mcg /0.3ml,prefilled syringe
mircera 50mcg /0.3ml prefilled syringe,Mircera,50mcg /0.3ml,prefilled syringe
mircera 75mcg /0.3ml prefilled syringe,Mircera,75mcg /0.3ml,prefilled syringe
mirena intrauterine delivery system 20mcg/24 hrs,Mirena,20mcg/24 hrs,intrauterine delivery system
miro-c 20 sachets,Miro-c,0,sachets
mirolast 0.1% eye drops,Mirolast,0.1%,eye drops
mirpresion 30 mg 30 tabs,Mirpresion,30 mg,tablets
mirtadepine 30 mg 10 tab.,Mirtadepine,30 mg,tablets
mirtimash 30 mg 30 scored f.c. tabs.,Mirtimash,30 mg,tablets
mirtofutal 30mg 20 f.c. tabs,Mirtofutal,30mg,tablets
misaclor 125mg/5ml pd. for oral susp. 60ml,Misaclor,125mg/5ml,oral suspension
misaclor 250mg/5ml pd. for oral 60ml susp.,Misaclor,250mg/5ml,oral suspension
misaclor 500 mg 12 caps.,Misaclor,500 mg,capsules
misha multivitamins 120 ml,Misha multivitamins,120 ml,0
misoprost 200 mcg 20 tabs.,Misoprost,200 mcg,tablets
misoprost 200 mcg 20 tabs.(hospitals only,Misoprost,200 mcg,tablets
misoprost 200mcg 20 tab. (hospitals only),Misoprost,200mcg,tablets
misotac 200mcg 20 tab. (hospitals only),Misotac,200mcg,tablets
miss top wash foam 200 ml (mint),Miss top,200 ml,wash foam
miss top wash foam 200ml (misk ),Miss top,200ml,wash foam
miss top wash liquid strwberry,Miss top strwberry,0,liquid
misspino 10 sachets,Misspino,0,sachets
mistina hair lotion 200 ml,Mistina hair,200 ml,lotion
mistina shampoo 200 ml,Mistina,200 ml,shampoo
mistina vaginal gel wash 120 gm,Mistina,120 gm,vaginal gel wash
mitashe 1mg/ml 3 amps.,Mitashe,1mg/ml,ampoules
mitonco vial 10 ml,Mitonco,10 ml,vial
mitoxantrone 20 mg conc. for i.v. inf.(n/a),Mitoxantrone,20 mg,concentrate for i.v. infusion
mix 10 sachets 10 gm,Mix,10 gm,sachets
mix grow adult powder 10 sachets,Mix grow adult,0,powder
mix grow junior powder 2 sachets,Mix grow junior,0,powder
mix-treat 20 tab,Mix-treat,0,tablets
mixavit 20 tab,Mixavit,0,tablets
mixderm cream 15 gm,Mixderm,15 gm,cream
mixderm cream 30 gm,Mixderm,30 gm,cream
mixferro life 30 tabs.,Mixferro life,0,tablets
mixmazil 14/10 mg 28 ext. rel. caps.,Mixmazil,14/10 mg,extended release capsules
mixmazil 28/10 mg 28 ext. rel. caps.,Mixmazil,28/10 mg,extended release capsules
mixofuse cream 15 gm,Mixofuse,15 gm,cream
mixogreat 30 gm gel,Mixogreat,30 gm,gel
mixogreat 30 ml oil,Mixogreat,30 ml,oil
mixogreat 60 ml oil,Mixogreat,60 ml,oil
mixolin 100 mg 14 sachets,Mixolin,100 mg,sachets
