original_name,drug_name,dose,form
lovy 2g*50 sachets,lovy,2g,sachets
low dose 2.5 mg 30 tab,low dose,2.5mg,tab
low press 100mg 20 tab,low press,100mg,tab
low-sterol 10mg 20 f.c. tab.,low-sterol,10mg,tab
lowchol 20mg 10 tab,lowchol,20mg,tab
lowlip 300mg 10 tab.,lowlip,300mg,tab
lowparin 40mg/0.4ml s.c. 5 amp. (n/a),lowparin,40mg/0.4ml,amp
lowparin 60mg/0.6ml soln. for s.c injection (n/a),lowparin,60mg/0.6ml,soln
lowpress 100 mg 10tab,lowpress,100mg,tab
lowtens 20 cap,lowtens,0,cap
lowtimib 10 mg 10 tab.,lowtimib,10mg,tab
lowtimib comp 10/20mg 10 f.c. tab.,lowtimib comp,10/20mg,tab
loxapine 25mg 10caps.,loxapine,25mg,caps
loxapine 50mg 10 caps.,loxapine,50mg,caps
loxaraf 20 sublingual tablet,loxaraf,20mg,sublingual tablet
loxy probiotic drinkable amoules 10 x 12 ml,loxy probiotic,12ml,drinkable ampoules
loxybeauty collagen drinkable ampoules 20 x 25 ml,loxybeauty collagen,25ml,drinkable ampoules
loxyjoint collagen drinkable amoules 20 x 25 ml,loxyjoint collagen,25ml,drinkable ampoules
loxymune drinkable ampoules 7 x 25 ml,loxymune,25ml,drinkable ampoules
loxymune junior syrup 200 ml,loxymune junior,200ml,syrup
lozan pastillia,lozan,0,pastillia
lozapress 25 mg 7tab,lozapress,25mg,tab
lozapress 25mg 7 f.c. tab.,lozapress,25mg,tab
lozapress 50mg 14 f.c. tab.,lozapress,50mg,tab
lozapress- 50-14tab,lozapress,50mg,tab
lozapress-h 50/12.5mg 7 tab,lozapress-h,50/12.5mg,tab
lozapress-h 50/12.5mg 7 tablets,lozapress-h,50/12.5mg,tablets
loziana cream 50 gm,loziana,50gm,cream
lubex -(extra-mild) ph 5.5 emulsion 150 ml,lubex -(extra-mild) ph 5.5,150ml,emulsion
lubex ph 5.5 emulsion (75 ml),lubex ph 5.5,75ml,emulsion
lubian-derm cream 50 gm,lubian-derm,50gm,cream
lubicont 24 mcg 28 caps.,lubicont,24mcg,caps
lubicont 24mcg 28 caps.,lubicont,24mcg,caps
lubicont 8 mcg 10 caps.,lubicont,8mcg,caps
lubistone 24 mcg 20 caps.,lubistone,24mcg,caps
lubistone 8 mcg 20 caps.,lubistone,8mcg,caps
lubmo-sacral belt,lubmo-sacral belt,0,0
lubrican eye drops 15 ml,lubrican,15ml,eye drops
lubristira 15 ml eye drops,lubristira,15ml,eye drops
lubrivisc 0.1% eye drops 10 ml,lubrivisc,0.1%,eye drops
lucente cre control cream 20 gm,lucente cre control,20gm,cream
lucentis 0.5mg/5ml vial,lucentis,0.5mg/5ml,vial
lucentis 10mg/ml vial 0.23 ml,lucentis,10mg/ml,vial
lucidril 250 mg 20 f.c.tabs.,lucidril,250mg,tabs
lucidril 500mg 20 f.c tab,lucidril,500mg,tab
luciforte 500mg 2 vial,luciforte,500mg,vial
lucocid-r 3% oint. 30 gm,lucocid-r,3%,oint
lucofun-r cream 30 gm,lucofun-r,30gm,cream
lucovital anti-lice cream lotion 75 ml,lucovital anti-lice,75ml,cream lotion
lucrine 5mg/ml vial(2.8ml)+14 syringes,lucrine,5mg/ml,vial
