original_name,drug_name,dose,form
deslorex 2.5mg/5ml syrup 120ml,deslorex,2.5mg/5ml,syrup
deslorex 5mg 10 tabs.,deslorex,5mg,tabs
desofective 0.05% topical cream 15 gm,desofective,0.05%,topical cream
despruderm 0.05% topical cream 30 gm,despruderm,0.05%,topical cream
despruderm lotion 60 ml,despruderm,0,lotion
dessantaxine 50 mg 30 ext.rel.tabs.,dessantaxine,50 mg,ext.rel.tabs
destina baby cream 60 gm,destina,0,baby cream
destina lotion 120 ml,destina,0,lotion
detendeur 15/25mg 21 f.c.tab.,detendeur,15/25mg,tab
deti medac 200 mg vial,deti medac,200 mg,vial
deticene 200 mg vial,deticene,200 mg,vial
deticene 200mg vial,deticene,200mg,vial
detorex 10sachets,detorex,0,sachets
detoxify 45 caps,detoxify,0,caps
detoxydine 0.2mg 20 f.c.tab.,detoxydine,0.2mg,tab
detronin 0.1% syrup 120ml,detronin,0.1%,syrup
detronin 5mg 20 tab.,detronin,5mg,tab
detrusan 100mg/100ml 100ml syrup,detrusan,100mg/100ml,syrup
detrusan 5mg 10 tab.,detrusan,5mg,tab
detrusitol 2mg 28 f.c. tab.,detrusitol,2mg,tab
detrusitol retard 4mg 14 prolonged release caps.,detrusitol retard,4mg,prolonged release caps
dettol natural 500 ml,dettol natural,0,0
devaferrin 200 mg 20 caps.,devaferrin,200 mg,caps
devarol-s 200000 i.u ampoule,devarol-s,200000 i.u,ampoule
devarol-s 4500 i.u / ml oral drops 10 ml,devarol-s,4500 i.u / ml,oral drops
devart b12 1000 mcg 30 sublingual tabs,devart b12,1000 mcg,sublingual tabs
devart c-zinc 20 chew. tabs.,devart c-zinc,0,chew. tabs
devart c-zinc sr 20 tabs,devart c-zinc sr,0,tabs
devart d3 10.000 i.u. 30 tabs.,devart d3,10.000 i.u.,tabs
devart d3 1000 i.u. 30 tabs.,devart d3,1000 i.u.,tabs
devart d3 5000 i.u. 30 tabs.,devart d3,5000 i.u.,tabs
devart melatonin 3 mg 30 tabs,devart melatonin,3 mg,tabs
devart zinc 50mg 30 tab,devart zinc,50mg,tab
devinio cream 30 gm,devinio,0,cream
devinio gel 30 gm,devinio,0,gel
devit-3 300.000 iu/ml 1 amp i.m. oral (illegal import),devit-3,300.000 iu/ml,amp i.m. oral
devodanad 2000 i.u. 50 tabs.,devodanad,2000 i.u.,tabs
devodanad 5000 i.u. 50 tabs.,devodanad,5000 i.u.,tabs
dew acne soap 100 gm,dew acne,0,soap
dew antiseptic soap 100 gm,dew antiseptic,0,soap
dew cream 75ml skin cream,dew,0,skin cream
dew sensitive soap 100 gm,dew sensitive,0,soap
dex-panthenol 20g cream,dex-panthenol,0,cream
dexa- polyspectran- n 1% e . drops 7.5 ml,dexa- polyspectran- n,1%,e. drops
dexa-ibufen 400mg 20 f.c. tab.,dexa-ibufen,400mg,tab
dexaciparex otic susp. 15 ml,dexaciparex,0,otic susp
dexaflabu 400mg 20 f.c. tab.,dexaflabu,400mg,tab
dexaflox eye drops 5 ml,dexaflox,0,eye drops
dexagel viscous eye drops 5 gm,dexagel,0,viscous eye drops
dexaglobe 1 amp. 2ml,dexaglobe,0,amp
