original_name,drug_name,dose,form
pipracil 2gm i.m./i.v. vial,pipracil,2gm,vial
pipracil 4gm i.m./i.v.vial,pipracil,4gm,vial
piprataz 4.5 gm pd. i.v. vial,piprataz,4.5gm,vial
piqray 150 mg 56 f.c.tabs.,piqray,150mg,tabs
piqray 200 mg 28 f.c.tabs.,piqray,200mg,tabs
pirafavi 200 mg 20 f.c.tabs.,pirafavi,200mg,tabs
pirafene 2mg/5ml syrup 120ml,pirafene,2mg/5ml,syrup
pirafene 4mg 20 tab.,pirafene,4mg,tab
pirafene 5mg/ml 6 amp.,pirafene,5mg/ml,amp
pirant acne cream 60 gm,pirant acne cream,60gm,cream
pirant facial cleanser 150 ml,pirant facial cleanser,150ml,cleanser
pirastopivir 200 mg 40 f.c.tabs.,pirastopivir,200mg,tabs
pirfenex 200 mg 30 tabs. $$,pirfenex,200mg,tabs
pirocam sterile i.m. 3 amp.,pirocam,0,amp
pirologlob 200 mg 40 caps.,pirologlob,200mg,caps
pirontagonist 10mg 20 f.c. tabs.,pirontagonist,10mg,tabs
pirove 30 pieces,pirove,0,pieces
pirovit 10 sachets,pirovit,0,sachets
piroxiden 20mg 12caps.,piroxiden,20mg,caps
piroxifar 0.5% topical gel 30 gm,piroxifar,0.5%,gel
piroxifar 20mg 10 dispersable tab.,piroxifar,20mg,tab
piroxifar 20mg 5 supp.,piroxifar,20mg,supp
piroxifar 20mg/ml 3 amp.,piroxifar,20mg/ml,amp
pivastalo 1 mg 28 tabs.,pivastalo,1mg,tabs
pivastalo 2mg 28 tab,pivastalo,2mg,tab
pivastalo 4mg 28 tabs.,pivastalo,4mg,tabs
pix shampoo,pix,0,shampoo
pixaspire 2.5 mg 30 f.c. tabs,pixaspire,2.5mg,tabs
pixaspire 5 mg 30 f.c. tabs.,pixaspire,5mg,tabs
pixcolt 2.5 mg 30 f.c. tabs,pixcolt,2.5mg,tabs
pixcolt 5 mg 30 f.c.tabs.,pixcolt,5mg,tabs
pixe 5 soap 100 gm,pixe 5,100gm,soap
pixefresh mouth spray 60 ml,pixefresh mouth spray,60ml,spray
pixifirm gel cream 60 gm,pixifirm gel cream,60gm,cream
pk-merz 100mg 30 f.c. tab,pk-merz,100mg,tab
pk-merz 200mg/500ml sol. for iv inf.,pk-merz,200mg/500ml,sol
placker mouth wash 250ml,placker mouth wash,250ml,wash
placy lore anti-hair loss shampoo 200 ml,placy lore anti-hair loss shampoo,200ml,shampoo
placy lore hair repair serum 60 ml,placy lore hair repair serum,60ml,serum
placy lore skin lightening serum 60 ml,placy lore skin lightening serum,60ml,serum
planta comp (chocolate) powder 400 gm,planta comp (chocolate),400gm,powder
planta comp (vanilia) powder 400 gm,planta comp (vanilia),400gm,powder
plantago 6 sachets 5 gm,plantago,5gm,sachets
plantain cream 30 gm,plantain cream,30gm,cream
plantain cream 50 gm,plantain cream,50gm,cream
plantur 39 phyto-caffeine tonic 200 ml,plantur 39 phyto-caffeine tonic,200ml,tonic
plaquenil 200mg 60 f.c.tab.,plaquenil,200mg,tab
plaquverazon topical oint. 15 gm,plaquverazon topical oint.,15gm,oint
plaquverazon topical oint. 30 gm,plaquverazon topical oint.,30gm,oint
plasbumin 20% i.v. inf. vial 50 ml,plasbumin,20%,vial
