original_name,drug_name,dose,form
clear face (lavage) soap 100 gm,clear face,100 gm,soap
clear face 10%w/w topical solution,clear face,10%w/w,topical solution
clear mix facial wash foaming gel 200 ml,clear mix,200 ml,facial wash foaming gel
clear mix roll-on 50 ml,clear mix,50 ml,roll-on
clear mix soap 100 gm,clear mix,100 gm,soap
clear z anti-dandruff shampoo 120 ml,clear z anti-dandruff,120 ml,shampoo
clear- scalp 180 ml shampoo,clear- scalp,180 ml,shampoo
clear-scalp 150 ml hair mask,clear-scalp,150 ml,hair mask
clearaderm skin cleanser 120 ml,clearaderm,120 ml,skin cleanser
clearaderm skin cleanser 150 ml,clearaderm,150 ml,skin cleanser
clearaderm vag.douche 200ml,clearaderm,200ml,vaginal douche
clearalique 2% cream 30 gm,clearalique,2%,cream
clearalique forte 2% cream 30g,clearalique forte,2%,cream
clearalique forte 4% cream 30 gm,clearalique forte,4%,cream
clearest 14 caps.,clearest,0,cap
clearogen acne lotion 55 ml step 3,clearogen acne,55 ml,lotion
clearogen clarifying toner 120 ml step 2,clearogen clarifying,120 ml,toner
clearogen foaming cleanser 125 ml (step 1),clearogen,125 ml,foaming cleanser
clearoswab 13.9 % topical cream 30 gm,clearoswab,13.9 %,topical cream
clearpront 20 lozenges,clearpront,0,lozenges
clearsal acne cleanser 200 ml,clearsal acne,200 ml,cleanser
clearty cream 50 gm,clearty,50 gm,cream
clearty soap 80 gm,clearty,80 gm,soap
clearty topical lotion 100 ml,clearty,100 ml,topical lotion
cleasral acne cleanser 250 ml,cleasral acne,250 ml,cleanser
clenbuterol 20 mg 200 tab,clenbuterol,20 mg,tab
clenil 15g comp spray,clenil,15g,comp spray
clenil forte spray 250 mcg /dose,clenil forte,250 mcg /dose,spray
clenza solution,clenza,0,solution
cleocin cream 20 gm,cleocin,20 gm,cream
cleocin cream 50 gm,cleocin,50 gm,cream
clerovate 0.05% cream 25 gm,clerovate,0.05%,cream
clerovate 0.05% topical oint. 25 gm,clerovate,0.05%,topical ointment
clexane 100mg/0.4ml 2 prefilled syringe,clexane,100mg/0.4ml,prefilled syringe
clexane 20mg/0.2ml 2 prefilled syringes,clexane,20mg/0.2ml,prefilled syringe
clexane 40mg/0.4ml 2 prefilled syringe,clexane,40mg/0.4ml,prefilled syringe
clexane 60mg/0.6ml 2 prefilled syringe,clexane,60mg/0.6ml,prefilled syringe
clexane 80 mg/0.8ml 2 prefilled syringe.,clexane,80 mg/0.8ml,prefilled syringe
cliacil 1200.000 iu 10 tab,cliacil,1200.000 iu,tab
cliacil 300.000 i . u / 5 ml susp 60 ml,cliacil,300.000 iu / 5 ml,suspension
clidiaspasm 5mg/2.5mg 30 f.c. tabs.,clidiaspasm,5mg/2.5mg,tab
climen tab,climen,0,tab
clinacyn 150mg 16 caps.,clinacyn,150mg,cap
clinacyn 300mg 16 caps.,clinacyn,300mg,cap
clinacyn-t 1% topical soln. 30 ml,clinacyn-t,1%,topical solution
clincin 1% top. soln. 60 ml,clincin,1%,topical solution
clindacin 150mg 16 caps.,clindacin,150mg,cap
clindacin 300mg 16 cap,clindacin,300mg,cap
clindacin 300mg 16 caps. rameda,clindacin rameda,300mg,cap
clindacin kahira 1% top. soln. 60 ml (n/a),clindacin kahira,1%,topical solution
