original_name,drug_name,dose,form
bradipect 5 mg 28 f.c. tabs,bradipect,5 mg,tabs
bradipect 7.5 mg 28 f.c. tabs,bradipect,7.5 mg,tabs
bradoral 0.5mg 20 lozenge,bradoral,0.5mg,lozenge
bradozen 0.5mg 20 lozenges,bradozen,0.5mg,lozenges
brain - power 30 cap,brain - power,30 mg,cap
brain vita 20 caps.,brain vita,20 mg,caps
brain-ox 30 mg s.r. 20 caps.,brain-ox,30 mg,caps
brainal 0.02% vial for i.v. inf. (n/a yet),brainal,0.02%,vial
brainomega 120ml syrup,brainomega,0,syrup
bran 500mg 120 tabs.,bran,500mg,tabs
bran 60 caps. (mepaco),bran,60 mg,caps
branca 20 tablet,branca,20 mg,tablet
brand baby lotion 50ml,brand baby lotion,0,lotion
brand intimate wash 120ml,brand intimate wash,0,wash
brand massage spray 60ml,brand massage spray,0,spray
brandaglob syrup 100 ml,brandaglob,0,syrup
brandellium  10 sachets,brandellium,10 mg,sachets
brandino 10 sachets,brandino,10 mg,sachets
brandota 10 sachets,brandota,10 mg,sachets
brano 20 peices,brano,20 mg,peices
brano-lite oint 40 gm,brano-lite,0,oint
branogar oral drops 16 ml,branogar,0,oral drops
branosmine 20 tabs,branosmine,20 mg,tabs
bravamax 200mg 10 tab,bravamax,200mg,tab
bravelle 75 i.u. i.m./s.c. 10 vials,bravelle,75 i.u.,vials
bravodine 10% antiseptic spray 60 ml,bravodine,10%,antiseptic spray
braxone cream 120 gm,braxone,0,cream
braxone cream 60 gm,braxone,0,cream
braytoflex 30 tablets,braytoflex,30 mg,tablets
breathovance nebulizer soln. 20 amp. 2.5ml,breathovance,0,nebulizer soln.
brestto 20 pieces chew. tabs.,brestto,20 mg,chew. tabs.
brett vaginal wash 250 ml,brett vaginal wash,0,vaginal wash
breva d3 10.000 i.u. 30 tabs.,breva d3,10.000 i.u.,tabs
breva d3 50.000 i.u. 4 tabs,breva d3,50.000 i.u.,tabs
brevibloc premixed 10mg/ml 250ml bag,brevibloc premixed,10mg/ml,bag
brevy 2.5mg/5ml syrup 100 ml,brevy,2.5mg/5ml,syrup
brevy 5 mg 10 f.c. tabs.,brevy,5 mg,tabs
brewers yeast 20 tab,brewers yeast,20 mg,tab
brexin 20mg 10 sachet,brexin,20mg,sachet
brexin 20mg 10 tab.,brexin,20mg,tab.
brexpiprazole clavita pharma 1 mg 30 f.c.tabs.,brexpiprazole clavita pharma,1 mg,tabs
brexpiprazole clavita pharma 2 mg 30 f.c.tabs.,brexpiprazole clavita pharma,2 mg,tabs
brexpiprazole clavita pharma 4 mg 30 f.c.tabs.,brexpiprazole clavita pharma,4 mg,tabs
breztri aerosphere 160/9/4.8 mcg 120 doses,breztri aerosphere,160/9/4.8 mcg,inhaler
bricanyl 0.25mg 200 dose inhaler,bricanyl,0.25mg,inhaler
bricanyl 30mg/100ml syrup 120ml,bricanyl,30mg/100ml,syrup
bride cream 60 gm,bride,0,cream
bridgette hair serum 120 ml,bridgette hair serum,0,serum
bridion 200mg/2ml sol. i.v. 10 vials (net price),bridion,200mg/2ml,sol.
bright hirt 30 ml oral drops,bright hirt,0,oral drops
