original_name,drug_name,dose,form
hepatitis 1440 a vaccine,Hepatitis a,1440mg,vaccine
hepatitis a vaccine i dose(imported),Hepatitis a,0,vaccine
hepatitis b (adults) vaccine i0 doses(5ml),Hepatitis b,5ml,vaccine
hepatitis b child vaccine i0 doses,Hepatitis b child,0,vaccine
hepatitis b vaccine,Hepatitis b,0,vaccine
hepato-forte 30 caps.,Hepato-forte,0,caps
hepatocure 21 soft gelatin caps.,Hepatocure,0,soft gelatin caps
hepaton 100mg 20 tab.,Hepaton,100mg,tab
hepatovirin 400 mg 30 cap.,Hepatovirin,400mg,cap
hepavax-gene 10mcg /1 ml-vials,Hepavax-gene,10mcg/1ml,vials
hepavax-gene 10mcg vial,Hepavax-gene,10mcg,vial
hepaverin 200mg 170 caps.,Hepaverin,200mg,caps
hepax 14 cap,Hepax,0,cap
hepsera 10mg 30 tab.,Hepsera,10mg,tab
hepta 150mg/ml oral drops 10 ml,Hepta,150mg/ml,oral drops
hepta carbamide cream 50 gm,Hepta carbamide,0,cream
hepta panthenol cream 50 gm,Hepta panthenol,0,cream
hepta panthenol hair cream 100 gm,Hepta panthenol,0,hair cream
hepta panthenol hair oil 120 ml,Hepta panthenol,0,hair oil
hepta panthenol kids hair cream 100 gm,Hepta panthenol kids,0,hair cream
hepta panthenol max cream 50 gm,Hepta panthenol max,0,cream
hepta yeast 60 tabs,Hepta yeast,0,tabs
hepta zilia 30 caps,Hepta zilia,0,caps
heptaminol 150mg 20 tabs.,Heptaminol,150mg,tabs
herasera serum 75 ml,Herasera,0,serum
herashow oil spray 120 ml,Herashow,0,oil spray
herashow shampoo 200 ml,Herashow,0,shampoo
herba caf syrup 80 ml,Herba caf,0,syrup
herba care cream 50 gm,Herba care,0,cream
herba gest 20 cap,Herba gest,0,cap
herba ton hair cream 60 gm,Herba ton hair,0,cream
herbagest 20 caps.,Herbagest,0,caps
herbal bronch n syrup 120 ml,Herbal bronch n,0,syrup
herbal colon 500 mg 30 caps,Herbal colon,500mg,caps
herbal kettan 900mg 24 cap,Herbal kettan,900mg,cap
herbal laxative 100 caps. (illegal import),Herbal laxative,0,caps
herbal mentholax . 24 cap (soft),Herbal mentholax,0,cap
herbal merazid 300 12 caps,Herbal merazid,300mg,caps
herbal mirazid 300 mg 6 cap,Herbal mirazid,300mg,cap
herbal moon light 30 gm,Herbal moon light,0,0
herbal t t,Herbal t t,0,0
herbal tt cream 20 gm,Herbal tt,0,cream
herbal uric 500 mg 30 caps,Herbal uric,500mg,caps
herbaland calcium & d3 - 30 gummies,Herbaland calcium & d3,0,gummies
herbaland calcium & d3 - 60 gummies,Herbaland calcium & d3,0,gummies
herbaland calcium & d3 - 90 gummies,Herbaland calcium & d3,0,gummies
herbaland iron plus 30 adults gummies,Herbaland iron plus,0,adults gummies
herbaland iron plus 60 adults gummies,Herbaland iron plus,0,adults gummies
herbaland iron plus 90 adults gummies,Herbaland iron plus,0,adults gummies
herbaland kids immune 30 gummies,Herbaland kids immune,0,gummies
