original_name,drug_name,dose,form
moon herb lact 10 sachets,moon herb lact,0,sachets
moon herb zero 10 sachets,moon herb zero,0,sachets
moon light cream 30 gm,moon light,30 gm,cream
moon light cream 50 gm,moon light,50 gm,cream
moon light lotion 100 ml,moon light,100 ml,lotion
moon shine drops lotion 30ml,moon shine drops,30 ml,lotion
moonflex 15 tabs,moonflex,0,tabs
moonflex 30 tabs,moonflex,0,tabs
moonpal shampoo 300 ml,moonpal,300 ml,shampoo
moonshine facial cleanser liquid 250 ml,moonshine facial cleanser,250 ml,liquid
moonshine whitening lotion drops 30 ml,moonshine whitening drops,30 ml,lotion
moony mouth spray 60ml,moony mouth,60 ml,spray
moony mouth wash 120 ml,moony mouth,120 ml,wash
moony tooth paste 65 gm,moony tooth,65 gm,paste
moov massage cream 40 gm,moov massage,40 gm,cream
moov massage rutex,moov massage rutex,0,0
mora silora intimate feminine wash 250 ml,mora silora intimate feminine,250 ml,wash
mora vital plus syrup 120 ml,mora vital plus,120 ml,syrup
moraflex 30 tabs,moraflex,0,tabs
morafresh mouth wash 125 ml,morafresh mouth,125 ml,wash
morafresh mouth wash 300 ml,morafresh mouth,300 ml,wash
moralin 10 sachets,moralin,0,sachets
moranty lotion 60 ml,moranty,60 ml,lotion
moratx 120 ml syrup,moratx,120 ml,syrup
morcalcinx 30 tabs,morcalcinx,0,tabs
more skin cream 30 gm,more skin,30 gm,cream
morepress 5mg 40 tab.,morepress,5 mg,tab
morf mouth wash 100 ml,morf mouth,100 ml,wash
morf mouth wash 250 ml,morf mouth,250 ml,wash
morf oral spray 60 ml,morf oral,60 ml,spray
morfblock 50 mg 10 f.c.tabs.,morfblock,50 mg,tabs
morfblock 50 mg 20 f.c.tabs.,morfblock,50 mg,tabs
morgabilon 0.5 mg 30 tabs.,morgabilon,0.5 mg,tabs
morgabilon 1 mg 30 tabs.,morgabilon,1 mg,tabs
morgabilon 2 mg 30 tabs.,morgabilon,2 mg,tabs
morgaflox 0.5% ophth soln. 5 ml,morgaflox,0.5%,ophth soln
morgasm cream 30 gm,morgasm,30 gm,cream
morika ca + vitamin d3 30 tab,morika ca + vitamin d3,0,tab
morisweet 50 sachets 1.5gm,morisweet,1.5 gm,sachets
morita 20 tablet,morita,0,tablet
morlimin 10mg 30 orally disintegrating tabs,morlimin,10 mg,orally disintegrating tabs
morlimin 10mg 30 orally disintegrating tabs.,morlimin,10 mg,orally disintegrating tabs
mornigag 10/10mg 30 delayed rel.tabs.,mornigag,10/10 mg,delayed rel.tabs
morninglow gel 50 gm,morninglow,50 gm,gel
morninglow vaginal wash gel 200 gm,morninglow vaginal wash,200 gm,gel
moromeg 14 sachets,moromeg,0,sachets
morpanca 120 ml syrup,morpanca,120 ml,syrup
morphine sulphate 10 mg/ml 6 amp.,morphine sulphate,10 mg/ml,amp
morphine sulphate 20 mg/ml amp.,morphine sulphate,20 mg/ml,amp
mortapp 400mg 5 f.c. tabs.,mortapp,400 mg,tabs
