original_name,drug_name,dose,form
rhipgic 5 mg 30 f.c. tabs.,rhipgic,5 mg,tabs
rhogam 300mcg/2ml prefilled syringe,rhogam,300mcg/2ml,prefilled syringe
rhophylac 300mcg/2ml prefilled syringe,rhophylac,300mcg/2ml,prefilled syringe
rhumaquick 50 mg 20 disp. tabs.,rhumaquick,50 mg,disp. tabs.
ri skin ointment 30 gm,ri skin ointment,30 gm,ointment
ri-skin ointment 30 gm,ri-skin ointment,30 gm,ointment
riana intimate feminine wash 200 ml,riana intimate feminine wash,200 ml,wash
riba 200mg 10 caps.,riba,200mg,caps.
riba 400mg 10 caps.,riba,400mg,caps.
ribatran 10 tab.,ribatran,0,tab.
ribavarin 200mg 12 caps.,ribavarin,200mg,caps.
ribavarin 400mg 12caps.,ribavarin,400mg,caps.
ribavirin 200mg 10 caps.,ribavirin,200mg,caps.
ribavirin 200mg 12 caps.,ribavirin,200mg,caps.
ribavirin 400mg 12 caps.,ribavirin,400mg,caps.
ribavirin syrup 100ml,ribavirin,100ml,syrup
ribazole 400mg 30 caps.,ribazole,400mg,caps.
riboepi 10mg vial for i.v. inj./inf. 5ml,riboepi,10mg,vial
riboepi 200mg vial for i.v. inj./inf. 100ml,riboepi,200mg,vial
riboepi 50mg vial for i.v. inj./inf. 25ml,riboepi,50mg,vial
ribomustin 100 mg vial,ribomustin,100 mg,vial
ribomustin 25 mg vial,ribomustin,25 mg,vial
ribovinal 200 mg 21 strips x 8 caps.,ribovinal,200 mg,caps.
ribovinal 200 mg 8 caps.,ribovinal,200 mg,caps.
ricfalin cream 50 gm,ricfalin,50 gm,cream
richi panthenol cream 20gm,richi panthenol,20gm,cream
richi panthenol cream 50gm,richi panthenol,50gm,cream
rico sachets with lactoferrin for anemia,rico sachets with lactoferrin,0,sachets
rifa vaginal douche 200 ml,rifa vaginal douche,200 ml,douche
rifabiotic 300 mg 8 caps.,rifabiotic,300 mg,caps.
rifactine 2% 60ml susp.,rifactine,2%,susp.
rifactine 300 mg 8 caps.,rifactine,300 mg,caps.
rifam 100mg/5ml 60ml susp.,rifam,100mg/5ml,susp.
rifamox 100mg/5ml 30gm susp.,rifamox,100mg/5ml,susp.
rifampicin 150mg 8 caps.,rifampicin,150mg,caps.
rifampicin 300mg 8 caps.,rifampicin,300mg,caps.
rifampin 150mg 10 caps. (debeiky),rifampin,150mg,caps.
rifampin 300mg 10 caps.,rifampin,300mg,caps.
rifampin 300mg 10 caps. (debeiky),rifampin,300mg,caps.
rifampin 300mg 8 caps (misr),rifampin,300mg,caps
rifampson 150/300 mg 10 caps.,rifampson,150/300 mg,caps.
rifapin 300 mg cap,rifapin,300 mg,cap
rifasynt 150 mg caps,rifasynt,150 mg,caps
rifasynt 300 mg caps,rifasynt,300 mg,caps
rifaxerose 550 mg 10 f.c. tabs.,rifaxerose,550 mg,tabs.
rifazid 150/ 300 8 tab,rifazid,150/300 mg,tab
rifazid 150/300 8caps.,rifazid,150/300 mg,caps.
rifky 5 mg 10 tabs.,rifky,5 mg,tabs.
rifocin 250mg 1 amp.,rifocin,250mg,amp.
rigaminol 20mg 3 amp,rigaminol,20mg,amp
