original_name,drug_name,dose,form
value 10 sachets,value,0,sachets
valulit syrup 120ml,valulit,120ml,syrup
valupak folic acid 150 tab,valupak folic acid,150mg,tab
valupak vitamin 100 tab,valupak vitamin,100mg,tab
valysernex 1000mg 20 f.c. caplets,valysernex,1000mg,caplets
valysernex 500mg 20 f.c. caplet,valysernex,500mg,caplet
vamid 100mg 3 tab.,vamid,100mg,tab
vamid 10mg 10 tab.,vamid,10mg,tab
vamid 20mg 10 tab.,vamid,20mg,tab
vamin glucose- p infusion 500 ml,vamin glucose- p,500ml,infusion
vamix vag.douche 150 ml,vamix,150ml,vag.douche
vamix vag.douche 220 ml,vamix,220ml,vag.douche
vamix vag.douche 500 ml,vamix,500ml,vag.douche
vance 30 tabs,vance,0,tabs
vancobact 1 gm vial for i.v. inf.,vancobact,1gm,vial
vancobact 500 mg vial for i.v. inf.,vancobact,500mg,vial
vancocin 500mg vial,vancocin,500mg,vial
vancogut 1000 mg pd. for i.v. inf. vial,vancogut,1000mg,pd. vial
vancogut 500 mg pd. for i.v. inf. vial,vancogut,500mg,pd. vial
vancolon 1000mg i.v. vial,vancolon,1000mg,i.v. vial
vancolon 500mg i.v. vial,vancolon,500mg,i.v. vial
vancomix 1g i.v. vial,vancomix,1g,i.v. vial
vancomix 500mg i.v. vial,vancomix,500mg,i.v. vial
vancomycin hcl 500mg vial(n/a),vancomycin hcl,500mg,vial
vancomycin-lyomark 1000mg vial for oral or inf. use,vancomycin-lyomark,1000mg,vial
vancomycine viatris 1 gm vial,vancomycine viatris,1gm,vial
vancomycine viatris 500 mg vial,vancomycine viatris,500mg,vial
vancozin 500 mg 1 vial,vancozin,500mg,vial
vancozin 500 mg vial,vancozin,500mg,vial
vaneer vag. douche 250 ml,vaneer,250ml,vag. douche
vanery gel 100 gm,vanery,100gm,gel
vanery massage cream 50 gm,vanery massage,50gm,cream
vanery plus cream 120 gm,vanery plus,120gm,cream
vanihair 11.5 % topical cream 15 gm,vanihair,11.5%,topical cream
vanipin 10 sachets,vanipin,0,sachets
vaniron 10 sachet,vaniron,0,sachet
vanisca gel 50 gm,vanisca,50gm,gel
vanish 10/40mg 7 f.c. tabs.,vanish,10/40mg,tabs
vano cream 50gm,vano,50gm,cream
vansept spray 60 ml,vansept,60ml,spray
vanser 10 sachets,vanser,0,sachets
vantigluta 30 capsules,vantigluta,0,capsules
vantomor 50 mg 20 dispersible tab,vantomor,50mg,dispersible tab
vantomor 50mg 20 dispersible tab.,vantomor,50mg,dispersible tab
vanvilda 50 mg 30 tabs.,vanvilda,50mg,tabs
vanvilda plus 50/1000 mg 30 tabs.,vanvilda plus,50/1000mg,tabs
vanvilda plus 50/500 mg 30 tabs.,vanvilda plus,50/500mg,tabs
vanvilda plus 50/850 mg 30 tabs.,vanvilda plus,50/850mg,tabs
vanzadime 1 gm vial for i.v./i.m. inj.,vanzadime,1gm,vial
vanzadime 2 gm vial for i.v./i.m. inj.,vanzadime,2gm,vial
