original_name,drug_name,dose,form
cavinton 5mg 30 tab,cavinton,5mg,tab
cavloline whitenin cream 60 gm,cavloline whitenin,60gm,cream
cazet 10/10mg 7 f.c. tab.,cazet,10/10mg,tab
cazet 10/20 7 f.c. tab.,cazet,10/20mg,tab
cazet 10/40mg 7 f.c.tab.,cazet,10/40mg,tab
cazo 75gm sachets,cazo,75gm,sachets
cdzpex 30 tabs.,cdzpex,0,tabs
cealb 50ml 20%,cealb,20%,0
cebemyxine eye oint 5 mg,cebemyxine eye,5mg,oint
cebion 100mg/ml oral drops 30 ml,cebion,100mg/ml,oral drops
cecil 1 gm 50 sachets,cecil,1gm,sachets
ceclor 125mg/5ml susp. 75ml,ceclor,125mg/5ml,susp
ceclor 250mg/5ml susp. 75ml,ceclor,250mg/5ml,susp
cedem vitamin c 1000mg 20 caps,cedem vitamin c,1000mg,caps
cedenir 125mg/5ml dry susp.,cedenir,125mg/5ml,dry susp
cedenir 300mg 10 caps.,cedenir,300mg,caps
cefabene 20 tab,cefabene,0,tab
cefabene oint 25 gm,cefabene,25gm,oint
cefabrum 100mg/5ml susp. 60ml,cefabrum,100mg/5ml,susp
cefabrum 200mg 8 tab.,cefabrum,200mg,tab
cefacet 10 caps.,cefacet,0,caps
cefacet plus 10 caps.,cefacet plus,0,caps
cefaclor 125mg/5ml susp. 60ml (n/a),cefaclor,125mg/5ml,susp
cefaclor 250mg 12 caps. (n/a),cefaclor,250mg,caps
cefaclor 250mg/5ml susp. 60ml (n/a),cefaclor,250mg/5ml,susp
cefaclor 500mg 12caps.usp 23 (n/a),cefaclor,500mg,caps
cefadrin 1gm i.v./i.m.vial u.s.p.23,cefadrin,1gm,vial
cefadrin 250mg i.v./i.m.vial u.s.p.23,cefadrin,250mg,vial
cefadrin 250mg/5ml 100ml susp.,cefadrin,250mg/5ml,susp
cefadrin 500mg 12 caps,cefadrin,500mg,caps
cefadrin 500mg i.v./i.m.vial u.s.p.23,cefadrin,500mg,vial
cefadrine 125mg/5ml 100ml susp.,cefadrine,125mg/5ml,susp
cefadrine 125mg/5ml 60ml susp.,cefadrine,125mg/5ml,susp
cefadrine 250mg/5ml 60ml susp.,cefadrine,250mg/5ml,susp
cefadroxil 1 gm 6 dispersible tab.,cefadroxil,1gm,dispersible tab
cefadroxil 250mg/5ml pd. for oral susp. 60ml,cefadroxil,250mg/5ml,pd for oral susp
cefadroxil 500mg 8 caps.,cefadroxil,500mg,caps
cefalomash 1 gm i.m./i.v.vial,cefalomash,1gm,vial
cefalomash 500 mg i.m./i.v. vial,cefalomash,500mg,vial
cefalotrigenex 200mg 8 f.c. tabs,cefalotrigenex,200mg,tabs
cefathird 125mg/5ml pd. for oral susp. 100 ml,cefathird,125mg/5ml,pd for oral susp
cefathird 125mg/5ml pd. for oral susp. 60 ml,cefathird,125mg/5ml,pd for oral susp
cefathird 300mg 10 caps.,cefathird,300mg,caps
cefatrexyl 1 gm vials,cefatrexyl,1gm,vials
cefatrexyl 500 mg vial,cefatrexyl,500mg,vial
cefause 1gm vial i.m/i.v.,cefause,1gm,vial
cefause 500mg vial i.m/i.v.,cefause,500mg,vial
cefaxim 1 gm vial,cefaxim,1gm,vial
cefaxim 500mg vial,cefaxim,500mg,vial
cefaxone 1 gm i.m. vial,cefaxone,1gm,vial
