original_name,drug_name,dose,form
memantcare 10 mg 20 scored f.c. tabs.,memantcare,10 mg,tabs
memantina hydrochloride 10 mg/ml syrup 50 ml+dropper,memantina hydrochloride,10 mg/ml,syrup
members mark c with rose hips 1000mg 500 tab,members mark c with rose hips,1000mg,tab
memcocetin 5% ear drops 10 ml,memcocetin,5%,ear drops
memexa 10 mg 20 f.c.tabs.,memexa,10 mg,tabs
memexa 10 mg 30 f.c.tabs.,memexa,10 mg,tabs
memexa 10mg/ml oral drops 15 ml,memexa,10mg/ml,oral drops
memo 12 cap,memo 12,0,cap
memocito 120 ml syrup,memocito,120 ml,syrup
memontix 30 sachets,memontix,0,sachets
memontix 60 caps.,memontix,0,caps
memoral 1gm/5ml 5 amp,memoral,1gm/5ml,amp
memoral 400mg 30 caps.,memoral,400mg,caps
memoral 800mg 30 f.c. tabs.,memoral,800mg,tabs
memzy 30 h.g cap,memzy,0,cap
mena q-180 20 caps.,mena q-180,0,caps
mena q-45 20 caps.,mena q-45,0,caps
mena q-90 20 caps.,mena q-90,0,caps
menactra 0.5ml sol. for i.m. inj. 5 vial,menactra,0.5ml,solution for i.m. injection
menalen massage cream 50 gm,menalen massage,50 gm,cream
mencevax acwy monodose vial,mencevax acwy,0,vial
menestro 1000 mg 20 caps,menestro,1000 mg,caps
meningitis vacc. (imported),meningitis,0,vaccine
meningitis vaccine 1 dose,meningitis,0,vaccine
menobrocond 30 f.c. tabs.,menobrocond,0,tabs
menofactor 75 i.u amp,menofactor,75 i.u,amp
menofactor 75 i.u. vial (n/a),menofactor,75 i.u.,vial
menoflavon 10 caps,menoflavon,0,caps
menofresh 24 tabs,menofresh,0,tabs
menogon 75 i.u. 10 amp.,menogon,75 i.u.,amp
menogonal 75 i.u 5 amp.,menogonal,75 i.u,amp
menopur 1200 i.u. vial(n/a yet),menopur,1200 i.u.,vial
menopur 600 i.u. vial,menopur,600 i.u.,vial
menopur 75 i.u. 10 vial,menopur,75 i.u.,vial
menoreif 20 capsules,menoreif,0,capsules
mens energy vitapak 30 tab,mens energy vitapak,0,tab
mentavers 250mg/5ml syrup 100ml,mentavers,250mg/5ml,syrup
mentax 1% cream 15 gm,mentax,1%,cream
mentax 10 sachets,mentax,0,sachets
mentharil 20 cap,mentharil,0,cap
mentho anise 20 cap,mentho anise,0,cap
mentho anise 40 cap,mentho anise,0,cap
mentho breath mouth wash 120 ml,mentho breath,120 ml,mouth wash
menthogreen top. cream 40 gm,menthogreen,40 gm,topical cream
mentholax herbal 24 caps.,mentholax herbal,0,caps
menthophor massage cream 40 gm,menthophor massage,40 gm,cream
menthor topical gel. 30 gm,menthor,30 gm,topical gel
mentix 20 cap,mentix,0,cap
mento 40gm 50 lozenges,mento,40gm,lozenges
mento female care 120 ml,mento female care,120 ml,0
