original_name,drug_name,dose,form
eraloner 25 mg 20 f.c.tab.,eraloner,25 mg,tab
eraloner 50 mg 20 f.c. tab.,eraloner,50 mg,tab
erastapex 20 mg 30 f.c.tab.,erastapex,20 mg,tab
erastapex 40mg 30 tablets,erastapex,40mg,tablets
erastapex 5 mg 30 f.c.tab. (n/a),erastapex,5 mg,tab
erastapex co 10/40mg 30 f.c. tabs.,erastapex co,10/40mg,tabs
erastapex co 5/20mg 30 f.c. tabs,erastapex co,5/20mg,tabs
erastapex co 5/40mg 30 f.c. tabs.,erastapex co,5/40mg,tabs
erastapex plus 20mg/12.5mg 30 tab,erastapex plus,20mg/12.5mg,tab
erastapex plus 40mg/12.5mg 30 tab,erastapex plus,40mg/12.5mg,tab
erastapex trio 10/40/25mg 30 f.c. tabs.,erastapex trio,10/40/25mg,tabs
erastapex trio 5/20/12.5mg 30 f.c. tab,erastapex trio,5/20/12.5mg,tab
erastapex trio 5/40/12.5mg 30 f.c. tabs,erastapex trio,5/40/12.5mg,tabs
erbitux 100mg/20ml vial,erbitux,100mg/20ml,vial
ercefuryl 200mg 14 cap,ercefuryl,200mg,cap
ercefuryl 200mg/5 ml susp 90 ml,ercefuryl,200mg/5 ml,susp
erdolytic 175mg pd. for oral susp. 100 ml,erdolytic,175mg,susp
erdolytic 300 mg 20 caps.,erdolytic,300 mg,caps
erdosolvine 300 mg 10 caps.,erdosolvine,300 mg,caps
erdotinol 300mg 10 caps.,erdotinol,300mg,caps
erec 100mg 12 f.c. tablets,erec,100mg,tablets
erecanova 10 mg 4 disinteg. tabs,erecanova,10 mg,disinteg. tabs
erectalis 20 mg 2 f.c. tab,erectalis,20 mg,tab
erectalis 20 mg 4 f.c. tab,erectalis,20 mg,tab
erectalis 20 mg 8 f.c.tabs.,erectalis,20 mg,tabs
erectalis 5 mg 30 tabs.,erectalis,5 mg,tabs
erectamax 20 mg 2 f.c. tab,erectamax,20 mg,tab
erectawest 100 mg 3 tabs.,erectawest,100 mg,tabs
erectnapofil 4 tabs,erectnapofil,0,tabs
erectoback 10 mg 30 f.c.tabs.,erectoback,10 mg,tabs
erectoback 20 mg 2 f.c. tabs,erectoback,20 mg,tabs
erectoback 5 mg 30 f.c.tabs.,erectoback,5 mg,tabs
erecton 75mg 4 f.c.tab,erecton,75mg,tab
erelzi 25 mg 4 pref. syringes,erelzi,25 mg,pref. syringes
erelzi 50 mg 4 pref. syringes,erelzi,50 mg,pref. syringes
ergoconazol 200 mg 10 f.c.tabs.,ergoconazol,200 mg,tabs
ergolex 0.5 mg 2 tabs.,ergolex,0.5 mg,tabs
ergometrine maleate. 500 mcg. 20 tab,ergometrine maleate,500 mcg,tab
ergopreno 600.000 i.u./1.5ml 3 i.m./oral amp.,ergopreno,600.000 i.u./1.5ml,i.m./oral amp
erleada 60 mg 120 tabs.,erleada,60 mg,tabs
ermalin 30 pieces,ermalin,0,pieces
eros cream 15 gm,eros,0,cream
eros spray 14 ml,eros,0,spray
erovanafile 100 mg 4 tabs.,erovanafile,100 mg,tabs
erovanafile 200mg 4 tabs.,erovanafile,200mg,tabs
erovanafile 50mg 4 tabs.,erovanafile,50mg,tabs
erricovan 20 tab,erricovan,0,tab
errinco 27mg 30 pieces,errinco,27mg,pieces
errino 100 mg 14 sachets,errino,100 mg,sachets
errira 10 sachets,errira,0,sachets
