original_name,drug_name,dose,form
lindynette 0.03/0.075mg 21 c.tabs.,lindynette,0.03/0.075mg,c.tabs
linex 10 sticks of pd. for oral susp.,linex,0,pd. for oral susp.
linex adult 14 caps.,linex adult,0,caps
linex baby drops 8 ml,linex baby drops,0,drops
linex complex 14 capsules,linex complex,0,capsules
linex massage cream 50 gm,linex massage cream,50 gm,cream
linex spray 120 ml,linex spray,0,spray
linez 600 mg 10 tab,linez,600 mg,tab
linez 600mg 10 f.c.tab.,linez,600mg,tab
linezolid 200mg/100ml i.v. vial,linezolid,200mg/100ml,i.v. vial
linezolid 600mg 14 f.c. tab.,linezolid,600mg,tab
linezolid 600mg 7 f.c. tab.,linezolid,600mg,tab
linezomentin 200mg/100ml i.v. inf. 300 ml,linezomentin,200mg/100ml,i.v. inf.
linezox 100mg/5ml oral susp. 150 ml,linezox,100mg/5ml,oral susp.
linezox 600mg 14 f.c.tab.,linezox,600mg,tab
lingonerv 30 tabs,lingonerv,0,tabs
linkocetamol 10 sachets pwd. for oral susp.,linkocetamol,0,sachets pwd. for oral susp.
linofenadine 180mg 10 scored f.c.tab.,linofenadine,180mg,scored tab
linopril-h 12.5/20mg 10 tab.,linopril-h,12.5/20mg,tab
linorose 1000mg 30 caps,linorose,1000mg,caps
linotapy elixir 120 ml,linotapy elixir,0,elixir
linoval 10 sachets,linoval,0,sachets
linovex mouth refreshener solution 120ml,linovex mouth refreshener solution,0,solution
lintaram 90mg 30+20 f.c. tabs.,lintaram,90mg,tabs
lintovic 14 tabs,lintovic,0,tabs
liometacen 50mg/2ml 6 lyophilized amp.,liometacen,50mg/2ml,lyophilized amp.
lioresal 10mg (imported) 50 tab,lioresal,10mg,tab
lioresal 10mg 6 tab (imported),lioresal,10mg,tab
lioresal 25mg 50 tab,lioresal,25mg,tab
lioresal 25mg 6 tab,lioresal,25mg,tab
lipanthyl 145 mg 20 f.c.tabs.,lipanthyl,145 mg,tabs
lipanthyl 300mg 30 capsules,lipanthyl,300mg,capsules
lipanthyl supra 160mg 30 tablets,lipanthyl supra,160mg,tablets
lipantyl supra 160mg 20tab,lipantyl supra,160mg,tab
lipdip 10mg 30 tab.,lipdip,10mg,tab
lipdip 20 mg 10 tab,lipdip,20 mg,tab
lipiclear 10/10 mg 14 f.c. tab.,lipiclear,10/10 mg,tab
lipiclear 10/20 mg 14 f.c.tab.,lipiclear,10/20 mg,tab
lipiclear 10/40mg 14 f.c.tab.,lipiclear,10/40mg,tab
lipiclear 5/10 mg 14 f.c. tabs.,lipiclear,5/10 mg,tabs
lipiclear 5/20mg 14 f.c. tab.,lipiclear,5/20mg,tab
lipicole 10mg 10 tab.,lipicole,10mg,tab
lipicole 20mg 10 tablets,lipicole,20mg,tablets
lipicole 40mg 10 f.c.tab.,lipicole,40mg,tab
lipicontrol 10/10mg 20 tabs,lipicontrol,10/10mg,tabs
lipicontrol 10/20mg 20 tabs,lipicontrol,10/20mg,tabs
lipicontrol 10/40mg 20 tabs,lipicontrol,10/40mg,tabs
lipicontrol 10/80mg 20 tabs,lipicontrol,10/80mg,tabs
lipidalon 1 mg 30 f.c. tabs.,lipidalon,1 mg,tabs
lipidalon 2 mg 30 f.c. tabs.,lipidalon,2 mg,tabs
