original_name,drug_name,dose,form
medosartan 20 mg/12.5 mg coated tablets,medosartan,20 mg/12.5 mg,coated tablets
medosartan 40mg/12.5mg 10tablets,medosartan,40 mg/12.5 mg,tablets
medovit mango 7 sachet,medovit mango,0,sachet
medovit orange 7 sachet,medovit orange,0,sachet
medox pure gel - massage gel 50 gm,medox pure gel - massage gel,50 gm,gel
medrelaxmidine 200mcg/50ml i.v. inf. vial,medrelaxmidine,200 mcg/50 ml,i.v. inf. vial
medrex massage cream 50 gm,medrex massage cream,50 gm,cream
medvitazen 30 soft gelatin caps.,medvitazen,0,soft gelatin caps.
mefac 20 f.c. tabs,mefac,0,tabs
mefenam 500mg 20 caps.,mefenam,500 mg,caps.
mefentan 250mg 10caps.,mefentan,250 mg,caps.
mefoxin 500mg 10 tabs,mefoxin,500 mg,tabs
mefoxin iv 1gm vials,mefoxin iv,1 gm,vials
mefronil 500 mg 30 tabs.,mefronil,500 mg,tabs.
mega 100 mg 4 tab,mega,100 mg,tab
mega bright cream 50 gm,mega bright cream,50 gm,cream
mega calm 120 ml lotion,mega calm,120 ml,lotion
mega calm lotion 120 ml,mega calm,120 ml,lotion
mega cleanser vag.douche 120 ml,mega cleanser,120 ml,vag.douche
mega formula shampoo,mega formula,0,shampoo
mega fort cap,mega fort,0,cap
mega hair lotion,mega hair,0,lotion
mega hair oil,mega hair,0,oil
mega mass 2000 5.5kg,mega mass 2000,5.5 kg,0
mega men (mens) 180 tab,mega men (mens),0,tab
mega men (mens) 90 tab,mega men (mens),0,tab
mega mineral 20 cap,mega mineral,0,cap
mega minerals 14 cap,mega minerals,0,cap
mega nice shampoo 70 ml,mega nice,70 ml,shampoo
mega panthenol 5% cream 75 gm,mega panthenol,5%,cream
mega plus 14 cap,mega plus,0,cap
mega royal 1000 mg 14 cap,mega royal,1000 mg,cap
mega star cream 75 gm,mega star cream,75 gm,cream
mega vita min 100 coated caplets (illegal import),mega vita min,0,coated caplets
megabio 500 mg 5 f.c. tabs.,megabio,500 mg,tabs.
megabio 750 mg 5 f.c. tabs.,megabio,750 mg,tabs.
megace 160 mg 30 tab,megace,160 mg,tab
megaclavox 1.2g vial for i.v. inj./inf.,megaclavox,1.2 g,vial
megaclavox 156mg/5ml pd. for susp. 60 ml,megaclavox,156 mg/5 ml,pd. for susp.
megadroxil 250mg/5ml oral susp. 60 ml,megadroxil,250 mg/5 ml,oral susp.
megadroxil 500 mg 8 caps.,megadroxil,500 mg,caps.
megafen 20 tab,megafen,0,tab
megafen 30 tab,megafen,0,tab
megafen-n 100mg/5ml susp. 120 ml,megafen-n,100 mg/5 ml,susp.
megaflow gel 30 gm tube,megaflow,30 gm,gel tube
megaflow gel 60 gm tube,megaflow,60 gm,gel tube
megalase 30 tab,megalase,0,tab
megalase syrup 125 ml,megalase,125 ml,syrup
megamox 1gm 14 f.c. tab.,megamox,1 gm,tab.
megamox 228mg susp. 70ml,megamox,228 mg,susp.
