original_name,drug_name,dose,form
trozal 28% nail soln. 5 ml,trozal,5 ml,nail solution
trucal syrup orange 120 ml,trucal orange,120 ml,syrup
trucal syrup strawberry 120 ml,trucal strawberry,120 ml,syrup
truclust face serum 50 ml,truclust face,50 ml,serum
true cal 120ml syrup,true cal,120 ml,syrup
true spray 75 ml,true,75 ml,spray
true white cream 50gram,true white,50 gram,cream
truehair care treatment shampoo,truehair care treatment,0,shampoo
truevera scrub cream,truevera scrub,0,cream
truevera skin vial,truevera skin,0,vial
trugestive 20 caps,trugestive,0,caps
trujet scalp lotion 100 ml,trujet scalp,100 ml,lotion
trulicity 0.75mg/0.5ml 4 pre-filled pens,trulicity,0.75 mg/0.5 ml,pre-filled pens
trulicity 1.5mg/0.5ml 4 pre-filled pens,trulicity,1.5 mg/0.5 ml,pre-filled pens
trument topical oint. 30 gm,trument topical,30 gm,ointment
trumil gel 50 gm,trumil,50 gm,gel
trusopt 2 % opthalmic solution 5 ml,trusopt,2 %,ophthalmic solution
trusopt 2% drops 5 ml,trusopt,2%,drops
trust move massage,trust move massage,0,0
trust with iron syrup 120 ml,trust with iron,120 ml,syrup
trustnal 100mg/5ml oral susp. 100 ml,trustnal,100 mg/5 ml,oral suspension
trustnal 500 mg 10 f.c. tabs.,trustnal,500 mg,tabs
trustnal 500 mg 20 f.c. tabs.,trustnal,500 mg,tabs
trusty cream 30 gm,trusty,30 gm,cream
trusty soap 100 gm,trusty,100 gm,soap
truvada 30 f.c. tabs.,truvada,0,tabs
truzym 20 tabs,truzym,0,tabs
trypsalin 20 tabs,trypsalin,0,tabs
trypsalin plus 20 tabs,trypsalin plus,0,tabs
trypsglim 20 e.c. tabs,trypsglim,0,tabs
trypsican 20 e.c. tabs.,trypsican,0,tabs
trypsican 30 e.c. tabs.,trypsican,0,tabs
trypsoxir 10 chew tabs,trypsoxir,0,tabs
tryptizol 10 mg 20 tabs.,tryptizol,10 mg,tabs
tryptizol 10mg 100 tab,tryptizol,10 mg,tab
tryptizol 25mg 30 tab,tryptizol,25 mg,tab
tudasidone 40 mg 20 f.c. tabs,tudasidone,40 mg,tabs
tudasidone 80 mg 20 f.c.tabs.,tudasidone,80 mg,tabs
tuki baby lotion 120 ml,tuki baby,120 ml,lotion
tulango-slim 30 caps.,tulango-slim,0,caps
tulango-vit syrup 120 ml,tulango-vit,120 ml,syrup
tulangocal 30 f.c. tabs.,tulangocal,0,tabs
tulangocal syrup 100 ml,tulangocal,100 ml,syrup
tulangodrop 400 i.u./drop oral drops 30 ml,tulangodrop,400 i.u./drop,oral drops
tulataj gel 60 gm,tulataj,60 gm,gel
tums ultra 116 tab,tums ultra,0,tab
tums ultra 160 tab,tums ultra,0,tab
tuno - gen  15 drinkable ampoule,tuno - gen,0,drinkable ampoule
tuno q10 30 caps,tuno q10,0,caps
tunomax top cream 30 gm,tunomax top,30 gm,cream
