original_name,drug_name,dose,form
bobai sunscreen cream spf 80 - 50 gm,bobai sunscreen spf 80,50 gm,cream
bobai sunscreen extra lightening gel spf 50 - 50 gm,bobai sunscreen extra lightening spf 50,50 gm,gel
bobai sunscreen hydrocare tinted gel spf 50 - 50 gm,bobai sunscreen hydrocare tinted spf 50,50 gm,gel
bobai sunscreen kids lotion spf 30 - 200 ml,bobai sunscreen kids spf 30,200 ml,lotion
bobai sunscreen lotion spf 45 - 120 ml,bobai sunscreen spf 45,120 ml,lotion
bobai sunscreen tinted cream spf 80 - 60 gm,bobai sunscreen tinted spf 80,60 gm,cream
bobai tanning gel 300 ml,bobai tanning,300 ml,gel
bobai tanning oil 200 ml,bobai tanning,200 ml,oil
bobai thermal water 120 ml,bobai thermal,120 ml,water
bodi care lotion 150ml,bodi care,150 ml,lotion
bodium firming cream 200 ml,bodium firming,200 ml,cream
bodium stretch marks cream 200 ml,bodium stretch marks,200 ml,cream
body lean cream 100 gm,body lean,100 gm,cream
body lean cream 50gm,body lean,50 gm,cream
bodymax 30 tab,bodymax,0,tab
bodytone reveal body milk 100 ml,bodytone reveal body,100 ml,milk
bodytone white body milk 100 ml,bodytone white body,100 ml,milk
boilz shampoo 120 ml,boilz,120 ml,shampoo
bold stop 5% topical lotion 100 ml,bold stop,5%,topical lotion
boline hair serum 10 amp. × 5 ml,boline hair,5 ml,serum
bomiadex 30 ml spray,bomiadex,30 ml,spray
bon git cap,bon git,0,cap
bon sept wash,bon sept,0,wash
bon-one 0.25 mcg 30 tabs.,bon-one,0.25 mcg,tabs
bon-one 0.5 mcg 30 tabs.,bon-one,0.5 mcg,tabs
bon-one 1mcg 30 tab.,bon-one,1 mcg,tab
bonagreek 500 mg 20 capsule,bonagreek,500 mg,capsule
bonalene 70mg 2 tab.,bonalene,70 mg,tab
bonapex 10mg 30 tab.,bonapex,10 mg,tab
bonapex 70mg 4 f.c.tabs.,bonapex,70 mg,tabs
bonatronil 200 mg 10 f.c. tabs.,bonatronil,200 mg,tabs
bonbogeno 30 tablets,bonbogeno,0,tablets
bondiga 30tablets,bondiga,0,tablets
bondiga suspension 120 ml,bondiga,120 ml,suspension
bondx 30 tabs,bondx,0,tabs
bone cal 500mg 30 tab.,bone cal,500 mg,tab
bone care 0.25mcg 30 cap,bone care,0.25 mcg,cap
bone care 1mcg 30 caps.,bone care,1 mcg,caps
bone care 2 mcg/ml 5 i.v. amp,bone care,2 mcg/ml,i.v. amp
bone care bone care 0.5 mcg 30 caps. 30 cap.,bone care,0.5 mcg,caps
bone d 20 tabs,bone d,0,tabs
bone d 30 tabs,bone d,0,tabs
bone density 20 tab,bone density,0,tab
bonediviton 25000 i.u./2.5ml 4 bottles,bonediviton,25000 i.u./2.5ml,bottles
bonediviton 50000 i.u./2.5ml 4 bottles,bonediviton,50000 i.u./2.5ml,bottles
bonefit 10.000 i.u. 30 tabs.,bonefit,10.000 i.u.,tabs
bonefit 10.000 i.u./ml oral drops 15 ml,bonefit,10.000 i.u./ml,oral drops
bonefit 5000 i.u. 30 tabs,bonefit,5000 i.u.,tabs
bonefit probiotic 10 ml,bonefit probiotic,10 ml,0
bonefos 400mg 60 caps.,bonefos,400 mg,caps
