original_name,drug_name,dose,form
broncasma berna (10 amp),broncasma berna,0,amp
bronchalin 20 tab.,bronchalin,0,tab
bronchi syrup 120 ml,bronchi,120ml,syrup
bronchicum 20 lozenges,bronchicum,0,lozenges
bronchicum elixir 100 ml,bronchicum,100ml,elixir
bronchicum ivy syrup 100 ml,bronchicum ivy,100ml,syrup
bronchinova syrup 100 ml,bronchinova,100ml,syrup
bronchistal syrup120ml,bronchistal,120ml,syrup
broncho syrup 120ml,broncho,120ml,syrup
broncho-vaxom adults 7mg 10 caps,broncho-vaxom,7mg,caps
broncho-vaxom children 3.5mg 10 caps,broncho-vaxom,3.5mg,caps
broncho-vaxom children 3.5mg 10 sachets,broncho-vaxom,3.5mg,sachets
bronchofree 20 caps.,bronchofree,0,caps
broncholase 10mg 20 caps. (cancelled),broncholase,10mg,caps
broncholase syrup 120 ml,broncholase,120ml,syrup
broncholin s 0.5% respirator soln. 30 ml,broncholin s,0.5%,respirator soln
bronchomez 120 ml syrup,bronchomez,120ml,syrup
bronchoneer 30 tab,bronchoneer,0,tab
bronchophane 125ml syrup.,bronchophane,125ml,syrup
bronchopro 15mg/5ml syrup 100ml,bronchopro,15mg/5ml,syrup
bronchopro 7.5mg/ml oral drops 30 ml,bronchopro,7.5mg/ml,oral drops
bronchopro retard 75mg 10 caps.,bronchopro,75mg,caps
bronchopyonair 50 mcg 30 caps. for inh.+inhaler,bronchopyonair,50mcg,caps
bronchopyonair plus 110/50 mcg 30 inh. caps. + inhaler,bronchopyonair,110/50mcg,inh caps
bronchostim 12mcg/dose aerosol,bronchostim,12mcg/dose,aerosol
bronchotec syrup 120ml,bronchotec,120ml,syrup
bronchoterol syrup 120 ml,bronchoterol,120ml,syrup
bronchovent 2mg 20 tab.,bronchovent,2mg,tab
bronchovent syrup 125ml,bronchovent,125ml,syrup
bronchrooz syrup 120 ml,bronchrooz,120ml,syrup
broncoxil syrup 120ml,broncoxil,120ml,syrup
bronex oral drops 15 ml,bronex,15ml,oral drops
bronking syrup 120 ml,bronking,120ml,syrup
bronotrol 2.5mg/5ml syrup 120 ml,bronotrol,2.5mg/5ml,syrup
bronze calcium 100 ml syrup,bronze calcium,100ml,syrup
bropam 3mg 10 tab.,bropam,3mg,tab
brosh collagen cream 60 gm,brosh collagen,60gm,cream
brotern 20 tab,brotern,0,tab
brother care cream 100 gm,brother care,100gm,cream
brovitacan complex 30 f.c.tabs.,brovitacan complex,0,tabs
brovitacan fero 30 caps.,brovitacan fero,0,caps
brovitacan joint 30 f.c.tabs.,brovitacan joint,0,tabs
brovitacan mammy 30 f.c.tabs.,brovitacan mammy,0,tabs
brozedex 100 ml syrup,brozedex,100ml,syrup
brucare cream 30 gm,brucare,30gm,cream
brufemol-n susp. 120 ml,brufemol-n,120ml,susp
brufemol-n susp. 60 ml,brufemol-n,60ml,susp
brufen 100mg/5ml syrup 150ml,brufen,100mg/5ml,syrup
brufen 200mg 30 tab,brufen,200mg,tab
brufen 400mg 30 tab,brufen,400mg,tab
