original_name,drug_name,dose,form
umbilix spary70 ml,umbilix,70 ml,spray
umbilix spray 70ml,umbilix,70ml,spray
umblica spray 110 ml,umblica,110 ml,spray
umbrella sunscreen lotion spf 50+ 75 ml,umbrella sunscreen lotion spf 50+,75 ml,lotion
umega 14 sachets,umega,14 sachets,sachet
umega d 20 caps.,umega d,20 caps,capsule
umega kids drops 30 ml,umega kids,30 ml,drops
umo 10 sachets,umo,10 sachets,sachet
unasyn 1500mg i.m./i.v.vial,unasyn,1500mg,vial
unasyn 250mg/5ml susp. 60 ml,unasyn,250mg/5ml,suspension
unasyn 3 gm i.v./i.m. vial,unasyn,3 gm,vial
unasyn 375mg 12 tab.,unasyn,375mg,tablet
unasyn 375mg vial,unasyn,375mg,vial
unasyn 750mg i.m./i.v.vial,unasyn,750mg,vial
uni alpha oral pwd. 10 sachets,uni alpha,10 sachets,oral powder
uni fresh 50 ml oral spray,uni fresh,50 ml,oral spray
uni fructose powder sugar 450 gm,uni fructose powder sugar,450 gm,powder
uni-moist cream 100 gm,uni-moist,100 gm,cream
uni-skin 50gm cream,uni-skin,50gm,cream
uniana cream 60 gm,uniana,60 gm,cream
uniaseel cream 40gm,uniaseel,40gm,cream
unibiotic 250mg 5 f.c.tab.,unibiotic,250mg,tablet
unibiotic 500mg 5 f.c.tab.,unibiotic,500mg,tablet
unibisol 10 mg 20 f.c. tab.,unibisol,10 mg,tablet
unicaptopril 50 mg 20 tab.,unicaptopril,50 mg,tablet
unicetamol 100mg/ml oral drops 15 ml,unicetamol,100mg/ml,oral drops
unicoflex 50 gm massage gel,unicoflex,50 gm,massage gel
unictam 1.5 gm i.m/i.v. vial,unictam,1.5 gm,vial
unictam 250mg/5ml susp. 60ml,unictam,250mg/5ml,suspension
unictam 3 gm vial,unictam,3 gm,vial
unictam 375 mg 12 tabs.,unictam,375 mg,tablet
unictam 375 mg vial i.m/i.v,unictam,375 mg,vial
unictam 750 mg 12 tabs.,unictam,750 mg,tablet
unictam 750 mg i.m/i.v vial,unictam,750 mg,vial
unicyclomide 1% eye drops 10*0.5 ml sdu,unicyclomide,1%,drops
unidermcan 1% topical cream 20 gm,unidermcan,1%,cream
unifungi 150mg 2 caps.,unifungi,150mg,capsule
unihair anti-dandruff shampoo 120 ml,unihair anti-dandruff,120 ml,shampoo
uniloratadine 10 mg 20 tabs.,uniloratadine,10 mg,tablet
uniloratadine 5mg/5ml syrup 100 ml,uniloratadine,5mg/5ml,syrup
uniloxam 500mg 10 f.c. tabs.,uniloxam,500mg,tablet
uniloxam 750mg 10 f.c. tabs.,uniloxam,750mg,tablet
unimenadione 10 mg 30 chew. tabs.,unimenadione,10 mg,tablet
unimer adult hypertonic 28% nasal spray 100ml,unimer adult hypertonic,28%,nasal spray
unimer baby 9% nasal solution unitdose 12*5ml,unimer baby hypertonic,9%,nasal solution
unimer baby 9% nasal solution unitdose 50*5ml,unimer baby hypertonic,9%,nasal solution
unimer ped. hypertonic 18% nasal spray 100ml,unimer ped. hypertonic,18%,nasal spray
unimer ped. isotonic 9% nasal spray 100ml,unimer ped. isotonic,9%,nasal spray
unimovimiento massages gel 40gram,unimovimiento,40gram,massage gel
unimox 100mg/ml oral drops(n/a),unimox,100mg/ml,oral drops
