original_name,drug_name,dose,form
sun-clinic spf 60 cream 50 gm,sun-clinic spf,50 gm,cream
sun-clinic spf 60 lotion,sun-clinic spf,0,lotion
sun-clinic spf 90 cream 50 gm,sun-clinic spf,50 gm,cream
sun-clinic spf 90 lotion,sun-clinic spf,0,lotion
sunbrella 50+ spf cream 100 ml,sunbrella spf,100 ml,cream
sunbrella aftersun cream 100 gm,sunbrella aftersun,100 gm,cream
sunbrella tanning oil spf 20 200 ml,sunbrella tanning oil spf,200 ml,oil
suncross kids spf 50+ sunscreen cream 75 gm,suncross kids spf sunscreen,75 gm,cream
suncross kids spf 50+ sunscreen lotion 200 ml,suncross kids spf sunscreen,200 ml,lotion
suncross spf 50+ sunscreen cream 75 gm,suncross spf sunscreen,75 gm,cream
suncross spf 50+ sunscreen lotion 120 ml,suncross spf sunscreen,120 ml,lotion
suneuty 50 spf lotion 120 ml,suneuty spf,120 ml,lotion
sunical 20 tablets,sunical,0,tablets
suninevel 50mg 28 caps.,suninevel,50mg,caps
sunny comfort 50+ spf sun screen gel cream 100 ml,sunny comfort spf sun screen,100 ml,gel cream
sunny comfort 50+ spf sun screen gel cream 50 ml,sunny comfort spf sun screen,50 ml,gel cream
sunnycardio 12.5mg/50ml i.v.infusion,sunnycardio,12.5mg/50ml,i.v.infusion
sunnycarnitine 1gm/5ml 5 i.v. amps.,sunnycarnitine,1gm/5ml,i.v. amps.
sunnycysteine 2 gm/10 ml soln. for i.v. inf.,sunnycysteine,2 gm/10 ml,soln. for i.v. inf.
sunnydarone 150mg/3ml 5 i.v. amp,sunnydarone,150mg/3ml,i.v. amp
sunnydetox 5gm/10ml amp. for i.v inf.,sunnydetox,5gm/10ml,amp. for i.v inf.
sunnyfungal 2mg/ml vial for i.v. inf.,sunnyfungal,2mg/ml,vial for i.v. inf.
sunnylabcin 10 i.u/ml 5 i.m./i.v. amp. (hospitals only),sunnylabcin,10 i.u/ml,i.m./i.v. amp.
sunnylabcin 5 i.u/ml amp.,sunnylabcin,5 i.u/ml,amp.
sunnymerop 1 gm i.v. vial,sunnymerop,1 gm,i.v. vial
sunnymetrine 0.2mg/ml 5 amps.,sunnymetrine,0.2mg/ml,amps.
sunnypivacaine 100mg/4ml vial 20 ml,sunnypivacaine,100mg/4ml,vial
sunnypivacaine 20mg/4ml 50 amp. (spinal),sunnypivacaine,20mg/4ml,amp
sunnypyramid 10mg/2ml 50 amp.,sunnypyramid,10mg/2ml,amp.
sunnyrroids 15 gm rectal ointment,sunnyrroids,15 gm,rectal ointment
sunnyshift 4 mg i.v. inf. vial,sunnyshift,4 mg,i.v. inf. vial
sunrela lotion 60 gm,sunrela,60 gm,lotion
sunseiz 1000 mg 30 f.c.tabs.,sunseiz,1000 mg,tabs.
sunseiz 250 mg 30 f.c.tabs.,sunseiz,250 mg,tabs.
sunseiz 500 mg 30 f.c.tabs.,sunseiz,500 mg,tabs.
sunseiz 750 mg 30 f.c.tabs.,sunseiz,750 mg,tabs.
sunsense aftersun cooling creme gel 200 ml,sunsense aftersun cooling,200 ml,creme gel
sunsense anti-ageing face cream 50 gm,sunsense anti-ageing face,50 gm,cream
sunsense daily face spf 50+ cream 50 gm,sunsense daily face spf,50 gm,cream
sunsense daily face spf 50+ cream 75 gm,sunsense daily face spf,75 gm,cream
sunsense face tint cream 50 gm,sunsense face tint,50 gm,cream
sunsense face tint cream 75 gm,sunsense face tint,75 gm,cream
sunsense sport cream spf 50+ 75 gm,sunsense sport spf,75 gm,cream
sunsense sport milk 50 ml,sunsense sport,50 ml,milk
sunsense sunsensitive cream spf 50+ 100 gm,sunsense sunsensitive spf,100 gm,cream
sunsense toddler milk 50 ml,sunsense toddler,50 ml,milk
sunsense ultra spf 50+ cream 125 ml,sunsense ultra spf,125 ml,cream
sunsense ultra spf 50+ cream 50 ml,sunsense ultra spf,50 ml,cream
super antioxidant ( vita-vigor ) 30 tab,super antioxidant ( vita-vigor ),0,tab
super antioxidant 20 cap,super antioxidant,0,cap
