original_name,drug_name,dose,form
octe-macro mouthwash 250 ml,octe-macro,250 ml,mouthwash
octidan shampoo 200 ml,octidan,200 ml,shampoo
octivy syrup 120 ml,octivy,120 ml,syrup
octo-g (omega-3) 30 ml syrup,octo-g (omega-3),30 ml,syrup
octo-g syrup 30 ml,octo-g,30 ml,syrup
octocaine 100 dental liquid cartridge.,octocaine,100 mg,dental liquid cartridge
octoconval 100 mg 30 scored f.c. tabs.,octoconval,100 mg,tabs
octoconval 300 mg 30 scored f.c. tabs.,octoconval,300 mg,tabs
octoconval 800 mg 20 scored f.c. tabs.,octoconval,800 mg,tabs
octofene 100mg 8 supp,octofene,100 mg,supp
octofene 200mg 8 supp,octofene,200 mg,supp
octofene 750 mg 10 supp,octofene,750 mg,supp
octomotol 110 mg 30 tab.,octomotol,110 mg,tab
octonasert 300 mg/ 3gm 1 vag. ovule,octonasert,300 mg/3gm,vag ovule
octosemide-k e.r 10 tab.,octosemide-k,0,tab
octotramadol 100 mg 3 amp,octotramadol,100 mg,amp
octotramadol 100 mg 3 supp,octotramadol,100 mg,supp
octotramadol 100mg 3 amp.,octotramadol,100 mg,amp
octotramadol 100mg 6 supp.,octotramadol,100 mg,supp
octotramadol 50mg 12 caps,octotramadol,50 mg,caps
octotramadol 50mg 12 caps.,octotramadol,50 mg,caps
octotramadol 50mg 12caps.,octotramadol,50 mg,caps
octotramadol 50mg 6 cap,octotramadol,50 mg,cap
octovent 4mg c.r. 20 tab,octovent,4 mg,tab
octovent plus syrup 100 ml,octovent plus,100 ml,syrup
octozac 20mg 10 caps.,octozac,20 mg,caps
octozinc 25 mg 100*10 caps.,octozinc,25 mg,caps
octozinc 25mg 20 caps,octozinc,25 mg,caps
octozinreef 6/25 mg 30 caps.,octozinreef,6/25 mg,caps
octreostat 0.05mg/ml 5 s.c./i.v. inf. amps.,octreostat,0.05 mg/ml,amps
octreostat 0.1mg/ml 5 s.c./i.v. inf. amps.,octreostat,0.1 mg/ml,amps
octyral cream,octyral,0,cream
ocu+ 1.4% pre-filled syringe,ocu+,1.4 %,pre-filled syringe
ocubesiflox syrup,ocubesiflox,0,syrup
ocucarpine 1% eye drops 10 ml,ocucarpine,1 %,eye drops
ocucarpine 2% eye drops 10 ml,ocucarpine,2 %,eye drops
ocucarpine 3% eye drops 10 ml,ocucarpine,3 %,eye drops
ocucarpine 4% eye drops 10 ml,ocucarpine,4 %,eye drops
ocucrom 4 % eye drops 10 ml,ocucrom,4 %,eye drops
ocuflox 3mg/ml eye drops 5 ml,ocuflox,3 mg/ml,eye drops
ocufloxine 0.3% ophth. soln. 5 ml,ocufloxine,0.3 %,ophth. soln.
ocugent 3% eye/ear drops,ocugent,3 %,eye/ear drops
ocuguard 30 capsules,ocuguard,0,capsules
ocuguard lx 30 capsules,ocuguard lx,0,capsules
oculotob sterile ophthalmic 5ml susp.,oculotob,0,ophthalmic susp.
ocumethyl eye drops 10 ml,ocumethyl,0,eye drops
ocuphenicol 0.5% eye dps. 10 ml,ocuphenicol,0.5 %,eye dps
ocuphenicol 0.5% eye drops 10ml,ocuphenicol,0.5 %,eye drops
ocuphenicol-d 5ml eye drops,ocuphenicol-d,0,eye drops
ocuphenicol-d eye drops 5ml,ocuphenicol-d,0,eye drops
