original_name,drug_name,dose,form
silicar skin serum 50 mg,silicar skin,50 mg,serum
silico care gel 30 gram,silico care,30 gram,gel
siliferano 30 hard gelatin capsules,siliferano,0,hard gelatin capsules
silimar 140mg 30 tabs,silimar,140mg,tabs
silipex 30 capsules,silipex,0,capsules
siliphos  20 cap,siliphos,0,cap
silipin 4 gm sachets,silipin,4 gm,sachets
silirase gel 15 gm,silirase,15 gm,gel
silirase gel 30 gm,silirase,30 gm,gel
silirase gel 50 gm,silirase,50 gm,gel
silisab silicon gel 20 gm,silisab silicon,20 gm,gel
siliseene gel,siliseene,0,gel
siliskin gel 50 gram,siliskin,50 gram,gel
silistarkish 2.5mg/5ml syp. 120 ml,silistarkish,2.5mg/5ml,syp.
silistarkish 5 mg 20 f.c. tabs.,silistarkish,5 mg,tabs.
silkren hair cream gel 120 ml,silkren hair,0,cream gel
silkren shampoo 250 ml,silkren,0,shampoo
silky hair cream 50 gm,silky hair,0,cream
silky hair oil bath 120 ml,silky hair,0,oil bath
silliphos tab,silliphos,0,tab
silomat 20mg 5 amp,silomat,20mg,amp
silomat 20mg/5ml syrup 125 ml,silomat,20mg/5ml,syrup
silomat 40mg 20 tab,silomat,40mg,tab
silomat 60mg drops 15 ml,silomat,60mg,drops
silomat compositum syrup 125 ml,silomat compositum,0,syrup
siloprostate 4 mg 30 caps.,siloprostate,4 mg,caps.
silvagra 100mg 10 f.c.tab.,silvagra,100mg,tab.
silvana ananas 20 sachets,silvana ananas,0,sachets
silvazine 1% cream 30 gm,silvazine,1%,cream
silver seas 20 caps,silver seas,0,caps
silver seas syrup 120 ml,silver seas,0,syrup
silverhyalo cream 100 gm,silverhyalo,0,cream
silverhyalo cream 25 gm,silverhyalo,0,cream
silverline cu 380 ag intrauterine device,silverline cu 380 ag,0,intrauterine device
silverzine 1% gauze dressing .,silverzine,1%,gauze dressing
silvigo 50mg 5 f.c. tabs,silvigo,50mg,tabs
silvigo 50mg 5 f.c. tabs.,silvigo,50mg,tabs.
silvirburn 1% cream 250 gm,silvirburn,1%,cream
silvirburn 1% cream 30 gm,silvirburn,1%,cream
silvirburn 1% topical aerosol (spray) 150 ml,silvirburn,1%,topical aerosol (spray)
silybum 3gm 10 sachets,silybum,3gm,sachets
silymarin plus 140mg 10 sachets,silymarin plus,140mg,sachets
silymarin plus 20 caps.,silymarin plus,0,caps.
silymarin zinc 30 caps.,silymarin zinc,0,caps.
sim albustix d 8/12.5mg 30 tabs.,sim albustix d,8/12.5mg,tabs.
simbrinza 2/10mg/ml eye drops 5 ml,simbrinza,2/10mg/ml,eye drops
simedill emulsion 120 ml,simedill,0,emulsion
simepar 40 cap,simepar,0,cap
simethicone 2% oral drops (30ml),simethicone,2%,oral drops
simethicone 80mg 30 tab,simethicone,80mg,tab
